combined_name,group_id,artifact_id,cve_id,severity,start_version,end_version,patched_version,latest_version,start_version_timestamp,end_version_timestamp,patched_version_timestamp,cve_publish_date,cve_patched,cve_duration,api_id,api_aliases
io.micronaut:micronaut-http-server-tck,io.micronaut,micronaut-http-server-tck,CVE-2024-23639,MODERATE,3.8.0,3.8.2,3.8.3,4.6.3,1672210459000,1674212561000,1674896397000,2024-02-09T15:19:15Z,True,-32595558000,GHSA-583g-g682-crxf,CVE-2024-23639
io.ktor:ktor,io.ktor,ktor,CVE-2022-38179,MODERATE,1.0.0-rc,2.0.3,2.1.0,3.0.0-beta-2,1542306855000,1656411532000,1660157675000,2022-08-13T00:00:43Z,True,-191168000,GHSA-v866-gwf5-w92f,CVE-2022-38179
io.ktor:ktor,io.ktor,ktor,CVE-2022-38180,MODERATE,1.0.0-rc,2.0.3,2.1.0,3.0.0-beta-2,1542306855000,1656411532000,1660157675000,2022-08-13T00:00:43Z,True,-191168000,GHSA-hccx-cg4v-hrjx,CVE-2022-38180
io.micronaut.security:micronaut-security-oauth2,io.micronaut.security,micronaut-security-oauth2,CVE-2023-36820,MODERATE,3.1.0,3.4.2,4.0.0-M1,4.10.0,1633520931000,1687942064000,1679942495000,2023-10-05T20:55:14Z,True,-16596819000,GHSA-qw22-8w9r-864h,CVE-2023-36820
io.micronaut:micronaut-http-client,io.micronaut,micronaut-http-client,CVE-2020-7611,CRITICAL,1.0.0.RC3,1.3.1,1.3.0.M1,4.6.3,1539703275000,1581619348000,1574347770000,2020-03-30T20:54:55Z,True,-11253925000,GHSA-694p-xrhg-x3wm,"CVE-2020-7611, SNYK-JAVA-IOMICRONAUT-561342"
io.netty:netty-codec-http2,io.netty,netty-codec-http2,BIT-zookeeper-2021-21295,MODERATE,4.1.0.Beta4,4.1.60.Final,5.0.0.Alpha2,4.2.0.Alpha3,1425373123000,1615278734000,1425399110000,2021-03-30T15:10:38Z,True,-191717928000,GHSA-f256-j965-7f32,"BIT-zookeeper-2021-21295, CVE-2021-21295, CVE-2021-21409, GHSA-wm47-8v5p-wjpj"
io.netty:netty-codec-http2,io.netty,netty-codec-http2,CGA-gph4-p2pw-xq8x,HIGH,4.1.0.Beta4,4.1.99.Final,5.0.0.Alpha2,4.2.0.Alpha3,1425373123000,1695886034000,1425399110000,2023-10-10T22:22:54Z,True,-271577464000,GHSA-xpw8-rcwv-8f8p,CGA-gph4-p2pw-xq8x
io.netty:netty-parent,io.netty,netty-parent,CVE-2015-2156,HIGH,4.0.0.Final,4.0.27.Final,5.0.0.Alpha1,4.2.0.Alpha3,1373896974000,1427990808000,1387719427000,2020-06-30T21:01:21Z,True,-205831454000,GHSA-xfv3-rrfm-f2rv,CVE-2015-2156
io.kroxylicious:kroxylicious-runtime,io.kroxylicious,kroxylicious-runtime,CVE-2024-8285,HIGH,0.4.0,0.7.0,,0.7.0,1702553072000,1724162717000,,2024-08-31T00:31:05Z,False,5607492301,GHSA-h83p-72jv-g7vp,CVE-2024-8285
io.netty.incubator:netty-incubator-codec-bhttp,io.netty.incubator,netty-incubator-codec-bhttp,CVE-2024-40642,HIGH,0.0.1.Final,0.0.12.Final,0.0.13.Final,0.0.15.Final,1702280824000,1720681412000,1721334775000,2024-07-18T22:14:28Z,True,-6093000,GHSA-q8f2-hxq5-cp4h,CVE-2024-40642
io.micronaut:micronaut-http-server-netty,io.micronaut,micronaut-http-server-netty,CVE-2021-32769,HIGH,1.0.0.RC3,2.5.8,3.0.0-M1,4.6.3,1539703672000,1625775091000,1622056022000,2021-07-26T21:15:08Z,True,-5278086000,GHSA-cjx7-399x-p2rj,CVE-2021-32769
io.micronaut:micronaut-http-server-netty,io.micronaut,micronaut-http-server-netty,CVE-2024-23639,MODERATE,1.0.0.RC3,3.7.7,3.8.3,4.6.3,1539703672000,1675694536000,1674896396000,2024-02-09T15:19:15Z,True,-32595559000,GHSA-583g-g682-crxf,CVE-2024-23639
io.ktor:ktor-client-cio,io.ktor,ktor-client-cio,CVE-2020-5207,LOW,1.0.0-rc,1.3.0-rc2,1.3.0,3.0.0-beta-2,1542306924000,1577566653000,1579033697000,2020-01-27T19:28:40Z,True,-1119623000,GHSA-xrr9-rh8p-433v,CVE-2020-5207
io.micronaut:micronaut-http-server,io.micronaut,micronaut-http-server,CVE-2024-23639,MODERATE,1.0.0.RC3,3.7.7,3.8.3,4.6.3,1539703560000,1675694535000,1674896396000,2024-02-09T15:19:15Z,True,-32595559000,GHSA-583g-g682-crxf,CVE-2024-23639
io.netty:netty-all,io.netty,netty-all,CVE-2014-0193,MODERATE,4.0.0.Beta1,4.0.18.Final,5.0.0.Alpha1,4.2.0.Alpha3,1360875970000,1396331555000,1387720068000,2022-05-13T01:54:02Z,True,-264686774000,GHSA-7vpq-g998-qpv7,CVE-2014-0193
io.netty:netty-all,io.netty,netty-all,CVE-2019-16869,HIGH,4.0.0.Beta1,4.1.41.Final,5.0.0.Alpha1,4.2.0.Alpha3,1360875970000,1568308579000,1387720068000,2019-10-11T18:41:23Z,True,-183099215000,GHSA-p979-4mfw-53vg,CVE-2019-16869
io.netty:netty-codec-http,io.netty,netty-codec-http,CGA-4f97-xch2-fqp3,MODERATE,4.0.0.Alpha1,4.1.107.Final,5.0.0.Alpha1,4.2.0.Alpha3,1341930229000,1707811552000,1387719719000,2024-03-25T19:40:50Z,True,-323675931000,GHSA-5jpm-x58v-624v,"CGA-4f97-xch2-fqp3, CGA-cvrj-h7rr-r975, CVE-2024-29025"
io.netty:netty-codec-http,io.netty,netty-codec-http,CVE-2021-21290,MODERATE,4.0.0.Alpha1,4.1.76.Final,5.0.0.Alpha1,4.2.0.Alpha3,1341930229000,1649788488000,1387719719000,2022-05-10T08:46:50Z,True,-264452691000,GHSA-269q-hmxg-m83q,"CVE-2021-21290, CVE-2022-24823, GHSA-5mcr-gq6c-3hq2"
io.netty:netty-codec-http,io.netty,netty-codec-http,CVE-2021-43797,MODERATE,4.0.0.Final,4.1.70.Final,5.0.0.Alpha1,4.2.0.Alpha3,1373897324000,1635932841000,1387719719000,2021-12-09T19:09:17Z,True,-251357238000,GHSA-wx5j-54mm-rqqq,CVE-2021-43797
io.netty:netty-codec-http,io.netty,netty-codec-http,CVE-2019-20444,CRITICAL,4.0.0.Final,4.1.43.Final,5.0.0.Alpha1,4.2.0.Alpha3,1373897324000,1571922826000,1387719719000,2020-02-21T18:55:24Z,True,-194591605000,GHSA-cqqj-4p63-rrmm,CVE-2019-20444
io.netty:netty-codec-http,io.netty,netty-codec-http,CGA-q8q6-vmh7-23q3,MODERATE,4.1.83.Final,4.1.85.Final,4.1.86.Final,4.2.0.Alpha3,1665522839000,1668019418000,1670855788000,2022-12-12T21:25:44Z,True,-24556000,GHSA-hh82-3pmq-7frp,"CGA-q8q6-vmh7-23q3, CVE-2022-41915"
io.micronaut:micronaut-http,io.micronaut,micronaut-http,CVE-2022-21700,MODERATE,1.0.0.RC3,3.2.6,3.2.7,4.6.3,1539703099000,1642095528000,1642531351000,2022-01-21T23:19:36Z,True,-275825000,GHSA-2457-2263-mm9f,CVE-2022-21700
io.ktor:ktor-client-core,io.ktor,ktor-client-core,CVE-2019-19703,MODERATE,1.0.0-rc,1.3.0-rc2,1.3.0,3.0.0-beta-2,1542307056000,1577566729000,1579034597000,2020-02-12T18:45:50Z,True,-2498553000,GHSA-xwgq-pcqx-hpmv,CVE-2019-19703
io.netty:netty-handler,io.netty,netty-handler,CVE-2016-4970,HIGH,4.0.0.Alpha1,4.1.0.Final,5.0.0.Alpha1,4.2.0.Alpha3,1341930275000,1464197044000,1387719667000,2022-05-13T01:11:43Z,True,-264684636000,GHSA-rv63-gqm8-9w8q,CVE-2016-4970
io.netty:netty-handler,io.netty,netty-handler,CGA-4p9j-8g99-x3wm,MODERATE,4.0.0.Alpha1,4.1.93.Final,5.0.0.Alpha1,4.2.0.Alpha3,1341930275000,1685000267000,1387719667000,2023-06-20T16:33:22Z,True,-299559135000,GHSA-6mjq-h674-j845,"CGA-4p9j-8g99-x3wm, CVE-2023-34462"
io.netty:netty-handler,io.netty,netty-handler,CVE-2019-20445,MODERATE,4.0.0.Final,4.1.44.Final,5.0.0.Alpha1,4.2.0.Alpha3,1373897270000,1576659205000,1387719667000,2020-02-21T18:55:04Z,True,-194591637000,GHSA-p2v9-g2qv-p635,CVE-2019-20445
io.netty:netty-handler,io.netty,netty-handler,CVE-2020-11612,HIGH,4.1.0.Final,4.1.45.Final,4.0.37.Final,4.2.0.Alpha3,1464197044000,1578907623000,1465323158000,2020-06-15T19:36:16Z,True,-126926618000,GHSA-mm9x-g8pc-w292,CVE-2020-11612
io.netty:netty-handler,io.netty,netty-handler,CVE-2020-7238,HIGH,4.1.43.Final,4.1.44.Final,4.1.45.Final,4.2.0.Alpha3,1571922779000,1576659205000,1578907623000,2020-02-21T18:55:50Z,True,-3403727000,GHSA-ff2w-cq2g-wv5f,CVE-2020-7238
io.ktor:ktor-server-cio,io.ktor,ktor-server-cio,CVE-2020-5207,LOW,1.0.0-rc,1.3.0-rc2,1.3.0,3.0.0-beta-2,1542308618000,1577566973000,1579034271000,2020-01-27T19:28:40Z,True,-1119049000,GHSA-xrr9-rh8p-433v,CVE-2020-5207
io.netty.incubator:netty-incubator-codec-ohttp,io.netty.incubator,netty-incubator-codec-ohttp,CVE-2024-36121,MODERATE,0.0.3.Final,0.0.10.Final,0.0.11.Final,0.0.15.Final,1703266831000,1714654488000,1717514279000,2024-06-05T16:53:49Z,True,-92150000,GHSA-g762-h86w-8749,CVE-2024-36121
io.netty:netty,io.netty,netty,CVE-2021-37136,HIGH,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2021-09-09T17:11:21Z,False,99464298248,GHSA-grg4-wf29-r9vv,CVE-2021-37136
io.netty:netty,io.netty,netty,BIT-zookeeper-2021-21295,MODERATE,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2021-03-30T15:10:38Z,False,113554741248,GHSA-f256-j965-7f32,"BIT-zookeeper-2021-21295, CVE-2021-21295, CVE-2021-21409, GHSA-wm47-8v5p-wjpj"
io.netty:netty,io.netty,netty,CVE-2019-20444,CRITICAL,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2020-02-21T18:55:24Z,False,148360455248,GHSA-cqqj-4p63-rrmm,CVE-2019-20444
io.netty:netty,io.netty,netty,CVE-2019-20445,MODERATE,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2020-02-21T18:55:04Z,False,148360475248,GHSA-p2v9-g2qv-p635,CVE-2019-20445
io.netty:netty,io.netty,netty,CVE-2021-21290,MODERATE,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2021-02-08T21:17:48Z,False,117852711248,GHSA-5mcr-gq6c-3hq2,"CVE-2021-21290, CVE-2022-24823, GHSA-269q-hmxg-m83q"
io.netty:netty,io.netty,netty,CVE-2021-37137,HIGH,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2021-09-09T17:11:31Z,False,99464288248,GHSA-9vjp-v76f-g363,CVE-2021-37137
io.netty:netty,io.netty,netty,CVE-2021-43797,MODERATE,3.3.0.Final,3.10.6.Final,,3.10.6.Final,1326948878000,1467204327000,,2021-12-09T19:09:17Z,False,91594822248,GHSA-wx5j-54mm-rqqq,CVE-2021-43797
io.netty:netty,io.netty,netty,CVE-2015-2156,HIGH,3.3.0.Final,3.10.2.Final,4.0.0.Alpha1,3.10.6.Final,1326948878000,1431074624000,1341930488000,2020-06-30T21:01:21Z,True,-251620393000,GHSA-xfv3-rrfm-f2rv,CVE-2015-2156
io.netty:netty,io.netty,netty,CVE-2014-0193,MODERATE,4.0.0.Alpha1,3.8.1.Final,3.5.3.Final,3.10.6.Final,1341930488000,1394688427000,1343040796000,2022-05-13T01:54:02Z,True,-309366046000,GHSA-7vpq-g998-qpv7,CVE-2014-0193
io.projectreactor.netty:reactor-netty,io.projectreactor.netty,reactor-netty,CVE-2019-11284,HIGH,0.8.0.RELEASE,0.8.10.RELEASE,0.8.11.RELEASE,1.1.22,1537424129000,1564452074000,1567504214000,2019-10-23T14:14:32Z,True,-4335858000,GHSA-j52r-xc68-q8f4,CVE-2019-11284
io.quarkus:quarkus-csrf-reactive,io.quarkus,quarkus-csrf-reactive,CVE-2023-4853,HIGH,2.13.0.CR1,2.13.9.Final,3.0.0.Alpha1,3.14.1,1663144062000,1700563174000,1666716745000,2023-09-20T12:30:22Z,True,-28496277000,GHSA-4f4r-wgv2-jjvg,CVE-2023-4853
io.ratpack:ratpack-core,io.ratpack,ratpack-core,CVE-2019-17513,HIGH,0.9.0,1.7.4,1.7.5,1.10.0-milestone-32,1388688054000,1569379101000,1570590360000,2019-10-21T16:08:43Z,True,-1083763000,GHSA-mvqp-q37c-wf9j,CVE-2019-17513
io.ratpack:ratpack-core,io.ratpack,ratpack-core,CVE-2021-29479,HIGH,0.9.0,1.9.0-rc-2,1.9.0,1.10.0-milestone-32,1388688054000,1620352955000,1624956993000,2021-07-01T17:02:38Z,True,-201965000,GHSA-w6rq-6h34-vh7q,CVE-2021-29479
io.ratpack:ratpack-core,io.ratpack,ratpack-core,CVE-2019-10770,MODERATE,0.9.0,1.7.5,1.7.6,1.10.0-milestone-32,1388688054000,1570590360000,1579968016000,2020-01-27T19:28:20Z,True,-185284000,GHSA-r2wf-q3x4-hrv9,CVE-2019-10770
io.ratpack:ratpack-core,io.ratpack,ratpack-core,CVE-2021-29485,CRITICAL,0.9.0,1.9.0-rc-2,1.9.0,1.10.0-milestone-32,1388688054000,1620352955000,1624956993000,2021-07-01T17:01:16Z,True,-201883000,GHSA-hc33-32vw-rpp9,CVE-2021-29485
io.projectreactor.netty:reactor-netty-http,io.projectreactor.netty,reactor-netty-http,CVE-2023-34062,HIGH,1.0.0,1.1.12,1.0.39,1.1.22,1603739250000,1696963259000,1699963423000,2023-11-15T12:30:30Z,True,-88007000,GHSA-xjhv-p3fv-x24r,CVE-2023-34062
io.projectreactor.netty:reactor-netty-http,io.projectreactor.netty,reactor-netty-http,CVE-2022-31684,MODERATE,1.0.11,1.0.23,1.0.24,1.1.22,1631613256000,1663068783000,1665483094000,2022-10-20T12:00:17Z,True,-784123000,GHSA-7w4x-4h67-pgmv,CVE-2022-31684
io.quarkus:quarkus-smallrye-graphql-client,io.quarkus,quarkus-smallrye-graphql-client,CVE-2023-6394,HIGH,2.0.0.Alpha3,3.2.12.Final,2.14.0.CR1,3.14.1,1621519991000,1713271795000,1666778945000,2023-12-09T03:30:15Z,True,-35313670000,GHSA-mvc8-6ffp-jrx5,CVE-2023-6394
io.quarkus:quarkus-resteasy-reactive-common,io.quarkus,quarkus-resteasy-reactive-common,CGA-c73v-xh83-x849,MODERATE,1.11.0.Beta1,3.6.8,3.3.0.CR1,3.14.1,1608207378000,1706269684000,1691572937000,2024-04-25T18:30:39Z,True,-22496902000,GHSA-25w4-hfqg-4r52,"CGA-c73v-xh83-x849, CGA-qjg8-r8p4-27c9, CVE-2023-5675"
io.pebbletemplates:pebble,io.pebbletemplates,pebble,CVE-2022-37767,CRITICAL,2.5.0,3.1.5,3.1.6,3.2.2,1525229913000,1613159259000,1663787798000,2022-09-13T00:00:39Z,True,760559000,GHSA-wxx5-w9jc-48wx,CVE-2022-37767
io.quarkus:quarkus-kubernetes-deployment,io.quarkus,quarkus-kubernetes-deployment,CVE-2024-1979,LOW,0.13.0,3.2.11.Final,3.7.3,3.14.1,1554717997000,1710427876000,1707907503000,2024-03-13T12:31:06Z,True,-2425563000,GHSA-7g97-7r3c-5cc6,CVE-2024-1979
io.quarkus:quarkus-resteasy-reactive-common-deployment,io.quarkus,quarkus-resteasy-reactive-common-deployment,CGA-c73v-xh83-x849,MODERATE,1.11.0.Beta1,3.6.8,3.3.0.CR1,3.14.1,1608205365000,1706269565000,1691574625000,2024-04-25T18:30:39Z,True,-22495214000,GHSA-25w4-hfqg-4r52,"CGA-c73v-xh83-x849, CGA-qjg8-r8p4-27c9, CVE-2023-5675"
io.quarkus:quarkus-vertx-http-deployment,io.quarkus,quarkus-vertx-http-deployment,CVE-2022-4116,CRITICAL,0.23.0,2.7.7.Final,3.0.0.Alpha1,3.14.1,1569439379000,1674728616000,1666715662000,2022-11-22T21:30:17Z,True,-2436955000,GHSA-g56w-cwg4-hxx9,CVE-2022-4116
io.quarkiverse.cxf:quarkus-cxf,io.quarkiverse.cxf,quarkus-cxf,CVE-2024-9621,MODERATE,0.1.0,3.14.0,,3.14.0,1604059948000,1724257158000,,2024-10-08T18:33:14Z,False,2259392253,GHSA-jqh2-ch7p-xwxh,CVE-2024-9621
io.pivotal.spring.cloud:spring-cloud-sso-connector,io.pivotal.spring.cloud,spring-cloud-sso-connector,CVE-2018-1256,HIGH,2.1.2.RELEASE,2.1.2.RELEASE,2.1.3.RELEASE,2.1.3.RELEASE,1513369709000,1513369709000,1524614154000,2022-05-13T01:07:05Z,True,-127789871000,GHSA-q4q2-93pw-qwgf,CVE-2018-1256
io.projectreactor.netty:reactor-netty-core,io.projectreactor.netty,reactor-netty-core,CVE-2023-34054,HIGH,1.0.0,1.1.12,1.0.39,1.1.22,1603739254000,1696963257000,1699963419000,2023-11-28T09:30:27Z,True,-1200408000,GHSA-q24v-hpg3-v3jp,CVE-2023-34054
io.quarkus.resteasy.reactive:resteasy-reactive-common,io.quarkus.resteasy.reactive,resteasy-reactive-common,CVE-2023-0481,LOW,1.11.0.Beta1,2.13.9.Final,3.0.0.Alpha4,3.14.1,1608205763000,1700562564000,1675948088000,2023-02-24T18:30:25Z,True,-1315337000,GHSA-j75r-vf64-6rrh,CVE-2023-0481
io.quarkus.resteasy.reactive:resteasy-reactive,io.quarkus.resteasy.reactive,resteasy-reactive,CVE-2024-1726,MODERATE,1.11.0.Beta1,3.8.0.CR1,3.7.4,3.14.1,1608206022000,1707908531000,1708514038000,2024-04-25T18:30:39Z,True,-5555801000,GHSA-mv64-86g8-cqq7,CVE-2024-1726
io.quarkus.resteasy.reactive:resteasy-reactive,io.quarkus.resteasy.reactive,resteasy-reactive,CVE-2023-6267,HIGH,1.11.0.Beta1,3.2.8.Final,3.0.0.Alpha1,3.14.1,1608206022000,1699443324000,1666716796000,2024-01-25T21:32:14Z,True,-39501538000,GHSA-8j3x-w35r-rw4r,CVE-2023-6267
io.prestosql:presto-server,io.prestosql,presto-server,CVE-2020-15087,HIGH,300,336,337,350,1548189745000,1592354446000,1593183478000,2020-06-30T16:33:23Z,True,-351325000,GHSA-f6pc-crhh-cp96,CVE-2020-15087
io.prometheus.jmx:jmx_prometheus_httpserver,io.prometheus.jmx,jmx_prometheus_httpserver,CVE-2022-38749,MODERATE,0.17.0,0.17.0,0.17.1,1.0.1,1653308710000,1653308710000,1662842595000,2022-09-06T00:00:27Z,True,420168000,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749
io.ratpack:ratpack-groovy,io.ratpack,ratpack-groovy,CVE-2019-11808,LOW,0.9.0,1.6.0,1.6.1,1.10.0-milestone-32,1388688070000,1545359195000,1556123684000,2019-05-14T04:01:37Z,True,-1682813000,GHSA-54mg-vgrp-mwx9,CVE-2019-11808
io.ratpack:ratpack-session,io.ratpack,ratpack-session,CVE-2021-29480,MODERATE,0.9.0,1.9.0-rc-2,1.9.0,1.10.0-milestone-32,1388688145000,1620353039000,1624957068000,2021-07-01T17:02:26Z,True,-201878000,GHSA-2cc5-23r7-vc4v,CVE-2021-29480
io.ratpack:ratpack-session,io.ratpack,ratpack-session,CVE-2019-11808,LOW,0.9.0,1.6.0,1.6.1,1.10.0-milestone-32,1388688145000,1545359198000,1556123682000,2019-05-14T04:01:37Z,True,-1682815000,GHSA-54mg-vgrp-mwx9,CVE-2019-11808
io.ratpack:ratpack-session,io.ratpack,ratpack-session,CVE-2021-29481,MODERATE,0.9.0,1.9.0-rc-2,1.9.0,1.10.0-milestone-32,1388688145000,1620353039000,1624957068000,2021-07-01T17:02:13Z,True,-201865000,GHSA-phj8-4cq3-794g,CVE-2021-29481
io.pebbletemplates:pebble-project,io.pebbletemplates,pebble-project,CVE-2019-19899,CRITICAL,3.0.0,3.1.3,3.1.4,3.2.2,1531508788000,1588358653000,1590677669000,2022-05-24T22:01:17Z,True,-62752008000,GHSA-83m8-7hj8-ff5w,CVE-2019-19899
io.quarkus:quarkus-vertx-http,io.quarkus,quarkus-vertx-http,CVE-2023-0044,MODERATE,0.23.0,2.7.7.Final,3.0.0.Alpha1,3.14.1,1569438644000,1674730106000,1666716632000,2023-02-23T21:30:16Z,True,-10471184000,GHSA-c57v-hc7m-8px2,CVE-2023-0044
io.quarkus:quarkus-vertx-http,io.quarkus,quarkus-vertx-http,CVE-2023-4853,HIGH,0.23.0,2.13.9.Final,3.0.0.Alpha1,3.14.1,1569438644000,1700561678000,1666716632000,2023-09-20T12:30:22Z,True,-28496390000,GHSA-4f4r-wgv2-jjvg,CVE-2023-4853
io.quarkus:quarkus-vertx-http,io.quarkus,quarkus-vertx-http,CVE-2022-4147,HIGH,0.23.0,2.7.7.Final,3.0.0.Alpha1,3.14.1,1569438644000,1674730106000,1666716632000,2022-12-06T21:30:46Z,True,-3645614000,GHSA-9895-g6x5-xwcp,CVE-2022-4147
io.quarkus:quarkus-core-parent,io.quarkus,quarkus-core-parent,CVE-2022-2466,CRITICAL,2.10.0.Final,2.10.3.Final,2.11.0.CR1,3.14.1,1655306601000,1658223060000,1657711920000,2022-09-01T00:00:23Z,True,-4278503000,GHSA-mwhw-6p27-4crc,CVE-2022-2466
io.quarkus:quarkus-oidc,io.quarkus,quarkus-oidc,CVE-2023-1584,HIGH,0.24.0,3.0.4.Final,2.13.0.Final,3.14.1,1570859548000,1684933839000,1663762901000,2023-10-04T12:30:14Z,True,-32659713000,GHSA-6hc9-cf8x-hf83,CVE-2023-1584
io.quarkus:quarkus-project,io.quarkus,quarkus-project,CVE-2023-5720,HIGH,3.1.0.Final,3.2.9.Final,3.6.0.CR1,3.14.1,1684928853000,1700231719000,1700044830000,2023-11-15T15:30:21Z,True,-17391000,GHSA-p62q-5483-h57v,CVE-2023-5720
io.quarkus:quarkus-keycloak-authorization,io.quarkus,quarkus-keycloak-authorization,CVE-2023-4853,HIGH,0.27.0,2.13.9.Final,3.0.0.Alpha1,3.14.1,1572422288000,1700561741000,1666715246000,2023-09-20T12:30:22Z,True,-28497776000,GHSA-4f4r-wgv2-jjvg,CVE-2023-4853
io.quarkus:quarkus-core,io.quarkus,quarkus-core,CVE-2023-2974,MODERATE,0.11.0,2.13.9.Final,3.0.0.Alpha1,3.14.1,1551882749000,1700561995000,1666715774000,2023-07-04T15:30:18Z,True,-21768844000,GHSA-3fhx-3vvg-2j84,CVE-2023-2974
io.quarkus:quarkus-core,io.quarkus,quarkus-core,CGA-4h54-q8v3-8q47,HIGH,0.11.0,3.9.1,3.9.2,3.14.1,1551882749000,1711535785000,1712134973000,2024-04-04T15:30:34Z,True,-109661000,GHSA-f8h5-v2vg-46rr,"CGA-4h54-q8v3-8q47, CGA-r3jj-v9r9-fcr2, CVE-2024-2700"
io.prometheus.jmx:jmx_prometheus_httpserver_java6,io.prometheus.jmx,jmx_prometheus_httpserver_java6,CVE-2022-38749,MODERATE,0.17.0,0.18.0,,0.18.0,1653308700000,1678222565000,,2022-09-06T00:00:27Z,False,68249370404,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749
io.quarkus:quarkus-cache,io.quarkus,quarkus-cache,CVE-2023-6393,MODERATE,3.2.0.CR1,3.5.1,3.1.3.Final,3.14.1,1687343934000,1699446511000,1687959146000,2023-12-06T18:31:05Z,True,-13928319000,GHSA-xfv5-jqgp-vqhj,CVE-2023-6393
io.quarkus:quarkus-undertow,io.quarkus,quarkus-undertow,CVE-2023-4853,HIGH,0.11.0,2.13.9.Final,3.0.0.Alpha1,3.14.1,1551882612000,1700563167000,1666713966000,2023-09-20T12:30:22Z,True,-28499056000,GHSA-4f4r-wgv2-jjvg,CVE-2023-4853
io.vertx:vertx-stomp,io.vertx,vertx-stomp,CVE-2023-32081,MODERATE,3.1.0,4.4.1,4.0.0-milestone1,4.5.9,1444211347000,1680101535000,1564066679000,2023-05-12T20:20:19Z,True,-119856140000,GHSA-gvrq-cg5r-7chp,CVE-2023-32081
io.swagger:swagger-codegen,io.swagger,swagger-codegen,CVE-2021-21363,LOW,2.1.1,2.4.18,3.0.0-rc0,2.4.43,1433806149000,1609256422000,1516911258000,2021-03-11T03:09:16Z,True,-98520898000,GHSA-pc22-3g76-gm6j,CVE-2021-21363
io.swagger:swagger-codegen,io.swagger,swagger-codegen,CVE-2017-1000208,HIGH,2.1.1,2.2.1,2.2.2,2.4.43,1433806149000,1470664392000,1488397956000,2018-10-19T16:46:41Z,True,-51569645000,GHSA-q7pf-qr96-2vq5,CVE-2017-1000208
io.swagger:swagger-codegen,io.swagger,swagger-codegen,CVE-2017-1000207,HIGH,2.1.1,2.2.1,2.2.2,2.4.43,1433806149000,1470664392000,1488397956000,2018-10-19T16:46:30Z,True,-51569634000,GHSA-vgvf-9jh3-fg75,CVE-2017-1000207
io.swagger:swagger-codegen,io.swagger,swagger-codegen,CVE-2021-21364,MODERATE,2.1.1,2.4.18,3.0.0-rc0,2.4.43,1433806149000,1609256422000,1516911258000,2021-03-11T03:09:18Z,True,-98520900000,GHSA-hpv8-9rq5-hq7w,CVE-2021-21364
io.spray:spray-json_2.10,io.spray,spray-json_2.10,CVE-2018-18853,HIGH,1.2.5,1.3.4,1.3.5,1.3.6,1387269276000,1508827994000,1541683096000,2018-11-09T17:42:26Z,True,-102250000,GHSA-f94m-mqhr-mc29,CVE-2018-18853
io.spray:spray-json_2.10,io.spray,spray-json_2.10,CVE-2018-18854,HIGH,1.2.5,1.3.4,1.3.5,1.3.6,1387269276000,1508827994000,1541683096000,2018-11-09T17:41:35Z,True,-102199000,GHSA-q8xj-8xg3-w432,CVE-2018-18854
io.swagger:swagger-parser,io.swagger,swagger-parser,CVE-2017-1000208,HIGH,1.0.0,1.0.30,1.0.31,1.0.71,1423892836000,1497632004000,1500060170000,2018-10-19T16:46:41Z,True,-39907431000,GHSA-q7pf-qr96-2vq5,CVE-2017-1000208
io.swagger:swagger-parser,io.swagger,swagger-parser,CVE-2017-1000207,HIGH,1.0.0,1.0.30,1.0.31,1.0.71,1423892836000,1497632004000,1500060170000,2018-10-19T16:46:30Z,True,-39907420000,GHSA-vgvf-9jh3-fg75,CVE-2017-1000207
io.springfox:springfox-swagger-ui,io.springfox,springfox-swagger-ui,CVE-2019-17495,CRITICAL,2.0.1,2.9.2,2.10.0,3.0.0,1433305206000,1529791599000,1592835068000,2019-10-15T19:27:05Z,True,21667443000,GHSA-c427-hjc3-wrfw,CVE-2019-17495
io.strimzi:strimzi,io.strimzi,strimzi,CVE-2024-36543,HIGH,0.9.0,0.41.0,0.42.0,0.43.0,1544731852000,1715353867000,1720446564000,2024-06-17T21:31:10Z,True,1786694000,GHSA-q2xx-f8r3-9mg5,CVE-2024-36543
io.smallrye.config:smallrye-config,io.smallrye.config,smallrye-config,CVE-2020-1729,MODERATE,1.5.0,1.6.1,1.6.2,3.9.1,1575408440000,1581331294000,1582310348000,2022-03-18T17:55:47Z,True,-65315799000,GHSA-54fx-gm74-q676,CVE-2020-1729
io.spray:spray-json_2.12,io.spray,spray-json_2.12,CVE-2018-18853,HIGH,1.3.2,1.3.4,1.3.5,1.3.6,1478093519000,1508828031000,1541683003000,2018-11-09T17:42:26Z,True,-102343000,GHSA-f94m-mqhr-mc29,CVE-2018-18853
