combined_name,group_id,artifact_id,cve_id,severity,start_version,end_version,patched_version,latest_version,start_version_timestamp,end_version_timestamp,patched_version_timestamp,cve_publish_date,cve_patched,cve_duration,api_id,api_aliases,github_url,github_api_url,github_owner,github_repo
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2024-25146,MODERATE,7.2.0,7.3.7,7.0.6-1,7.4.3.120,1559685493000,1624274318000,1586819325000,2024-02-08T06:30:23Z,True,-120554498000,GHSA-mqf8-4cqm-p83x,CVE-2024-25146,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2024-25148,HIGH,7.2.0,7.3.7,7.0.6-1,7.4.3.120,1559685493000,1624274318000,1586819325000,2024-02-08T06:30:23Z,True,-120554498000,GHSA-qwj8-qgpr-8crm,CVE-2024-25148,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42129,MODERATE,7.3.2,7.4.3.4,7.3.1-1,7.4.3.120,1590089035000,1635188559000,1594835766000,2022-11-15T12:00:16Z,True,-73677850000,GHSA-g6x4-57hp-j4xm,"BIT-liferay-2022-42129, CVE-2022-42129",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42124,HIGH,7.3.2,7.4.3.4,7.3.1-1,7.4.3.120,1590089035000,1635188559000,1594835766000,2022-11-15T12:00:16Z,True,-73677850000,GHSA-vjj4-qwcm-552h,"BIT-liferay-2022-42124, CVE-2022-42124",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33938,MODERATE,7.3.0,7.3.7,7.0.6-1,7.4.3.120,1581012400000,1624274318000,1586819325000,2023-05-24T15:30:27Z,True,-98122902000,GHSA-wvhw-5m89-64gv,"BIT-liferay-2023-33938, CVE-2023-33938",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2022-39975,MODERATE,7.3.3,7.4.3.34,7.3.2-1,7.4.3.120,1594245710000,1658509260000,1594833343000,2022-09-23T00:00:46Z,True,-69057903000,GHSA-83qx-288m-72w4,CVE-2022-39975,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2023-42496,CRITICAL,7.3.3,7.4.3.97,7.3.2-1,7.4.3.120,1594245710000,1696942181000,1594833343000,2024-02-21T03:30:37Z,True,-113652894000,GHSA-54pv-r62j-9qqc,CVE-2023-42496,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42123,HIGH,7.3.3,7.4.3.18,7.3.2-1,7.4.3.120,1594245710000,1648842198000,1594833343000,2022-11-15T12:00:16Z,True,-73680273000,GHSA-hffx-r282-w2g9,"BIT-liferay-2022-42123, CVE-2022-42123",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33944,MODERATE,7.3.4,7.4.3.68,7.0.6-2,7.4.3.120,1597356478000,1679089182000,1597790351000,2023-05-24T18:30:26Z,True,-87162675000,GHSA-pfwc-4frf-4gf8,"BIT-liferay-2023-33944, CVE-2023-33944",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42126,MODERATE,7.3.5,7.4.3.47,7.4.3.48,7.4.3.120,1601937614000,1666366045000,1666963355000,2022-11-15T12:00:16Z,True,-1550261000,GHSA-642h-mx8q-47p2,"BIT-liferay-2022-42126, CVE-2022-42126",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33940,MODERATE,7.4.0,7.4.3.30,7.3.7,7.4.3.120,1619433083000,1656032663000,1624274318000,2023-05-24T15:30:27Z,True,-60667909000,GHSA-x82q-mr23-27jc,"BIT-liferay-2023-33940, CVE-2023-33940",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42125,HIGH,7.4.3.5,7.4.3.47,7.4.3.48,7.4.3.120,1640742163000,1666366045000,1666963355000,2022-11-15T12:00:16Z,True,-1550261000,GHSA-g8hp-rc67-jf96,"BIT-liferay-2022-42125, CVE-2022-42125",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42127,MODERATE,7.4.3.5,7.4.3.47,7.4.3.48,7.4.3.120,1640742163000,1666366045000,1666963355000,2022-11-15T12:00:16Z,True,-1550261000,GHSA-5x9h-p2gx-35mg,"BIT-liferay-2022-42127, CVE-2022-42127",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2022-42128,MODERATE,7.4.1,7.4.3.4,7.3.7,7.4.3.120,1623691605000,1635188559000,1624274318000,2022-11-15T12:00:16Z,True,-44239298000,GHSA-wgqm-qp44-cg6x,"BIT-liferay-2022-42128, CVE-2022-42128",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33947,MODERATE,7.4.3.4,7.4.3.60,7.4.3.61-ga61,7.4.3.120,1635188559000,1675325308000,1674853359000,2023-05-24T18:30:26Z,True,-10099667000,GHSA-769c-p92r-xgxj,"BIT-liferay-2023-33947, CVE-2023-33947",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33946,MODERATE,7.4.3.4,7.4.3.48,7.4.3.49,7.4.3.120,1635188559000,1666963355000,1667567691000,2023-05-24T18:30:26Z,True,-17385335000,GHSA-2868-ff44-43qv,"BIT-liferay-2023-33946, CVE-2023-33946",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2023-47795,CRITICAL,7.4.3.18,7.4.3.101,7.4.3.103,7.4.3.120,1648842198000,1699318000000,1701458596000,2024-02-21T15:30:45Z,True,-7070849000,GHSA-q2cv-7j58-rfmj,CVE-2023-47795,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33943,MODERATE,7.4.3.21-ga21,7.4.3.62,7.4.3.20,7.4.3.120,1650637556000,1675444973000,1650963089000,2023-05-24T15:30:27Z,True,-33979138000,GHSA-p9xg-9378-cqp7,"BIT-liferay-2023-33943, CVE-2023-33943",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33941,MODERATE,7.4.3.41,7.4.3.52,7.4.3.53,7.4.3.120,1662747476000,1669310802000,1669918454000,2023-05-24T15:30:27Z,True,-15023773000,GHSA-mvfv-w3fq-xp67,"BIT-liferay-2023-33941, CVE-2023-33941",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2023-40191,CRITICAL,7.4.3.44,7.4.3.97,7.4.3.98,7.4.3.120,1664566425000,1696942181000,1697565627000,2024-02-21T03:30:37Z,True,-10920610000,GHSA-468x-frcm-ghx6,CVE-2023-40191,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2023-42498,CRITICAL,7.4.3.8,7.4.3.97,7.4.3.98,7.4.3.120,1642674847000,1696942181000,1697565627000,2024-02-21T03:30:37Z,True,-10920610000,GHSA-73x3-8mrg-5r93,CVE-2023-42498,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33950,MODERATE,7.4.3.48,7.4.3.76,7.4.3.77,7.4.3.120,1666963355000,1683839231000,1684509014000,2023-05-24T18:30:26Z,True,-444012000,GHSA-chrc-q6v3-jfv8,"BIT-liferay-2023-33950, CVE-2023-33950",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33942,MODERATE,7.4.3.50,7.4.3.50,7.4.3.51,7.4.3.120,1668181316000,1668181316000,1668706823000,2023-05-24T15:30:27Z,True,-16235404000,GHSA-wv99-wmpf-jrqr,"BIT-liferay-2023-33942, CVE-2023-33942",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,CVE-2023-47797,CRITICAL,7.4.3.94,7.4.3.95-1,7.4.3.96,7.4.3.120,1695043351000,1695866684000,1696281673000,2023-11-17T06:31:22Z,True,-3921009000,GHSA-v32m-pf9q-p3xg,CVE-2023-47797,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:com.liferay.portal.kernel,com.liferay.portal,com.liferay.portal.kernel,CVE-2020-7961,CRITICAL,1.0.0,2.158.0,4.35.3,148.0.0,1457034511000,1709034198000,1572981323000,2022-05-24T17:12:05Z,True,-80431002000,GHSA-w7pm-cc4v-f3g8,CVE-2020-7961,http://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.portal.bom,com.liferay.portal,release.portal.bom,BIT-liferay-2023-33948,HIGH,7.4.3.67,7.4.3.67,7.4.3.68,7.4.3.120,1678761285000,1678761285000,1679089182000,2023-05-24T18:30:26Z,True,-5863844000,GHSA-w6f8-mxf5-4vf8,"BIT-liferay-2023-33948, CVE-2023-33948",https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25145,CRITICAL,7.1.10,7.1.10.fp28,7.2.10.1,2024.q2.11,1546558670000,1665003421000,1570744508000,2024-02-07T15:30:50Z,True,-136575342000,GHSA-9vgq-w5pv-v77q,CVE-2024-25145,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,BIT-liferay-2020-15839,MODERATE,7.1.10,7.0.10.fp102,7.1.10.1,2024.q2.11,1546558670000,1641924752000,1549417652000,2022-02-10T20:46:21Z,True,-95108329000,GHSA-c7f6-4vx5-4263,"BIT-liferay-2020-15839, CVE-2020-15839",https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2023-47798,MODERATE,7.2.10,7.2.10.fp4,7.0.10.fp83,2024.q2.11,1559692654000,1582159365000,1560982640000,2024-02-08T03:32:45Z,True,-146380525000,GHSA-2mx7-xvfg-fg53,CVE-2023-47798,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25147,CRITICAL,7.2.10,7.2.10.fp14,7.0.10.fp83,2024.q2.11,1559692654000,1629156743000,1560982640000,2024-02-21T03:30:37Z,True,-147503597000,GHSA-xpjg-7hx7-wgcx,CVE-2024-25147,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25148,HIGH,7.2.10,7.2.10.fp14,7.0.10.fp83,2024.q2.11,1559692654000,1629156743000,1560982640000,2024-02-08T06:30:23Z,True,-146391183000,GHSA-qwj8-qgpr-8crm,CVE-2024-25148,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay:com.liferay.portal.tools.bundle.support,com.liferay,com.liferay.portal.tools.bundle.support,CVE-2018-1324,MODERATE,3.2.7,3.7.3,3.7.4,3.7.6,1542748711000,1620145751000,1692112597000,2019-03-14T15:41:12Z,True,139534525000,GHSA-h436-432x-8fvx,CVE-2018-1324,http://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25603,CRITICAL,7.2.10,7.4.13.u102,7.0.10.fp83,2024.q2.11,1559692654000,1701113783000,1560982640000,2024-02-21T03:30:38Z,True,-147503598000,GHSA-44jg-jgjx-3xg5,CVE-2024-25603,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25144,MODERATE,7.2.10,7.3.10.u5,7.0.10.fp83,2024.q2.11,1559692654000,1654782210000,1560982640000,2024-02-08T06:30:23Z,True,-146391183000,GHSA-w275-m8cr-hf2v,CVE-2024-25144,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25601,CRITICAL,7.2.10,7.2.10.fp16,7.0.10.fp83,2024.q2.11,1559692654000,1637285316000,1560982640000,2024-02-21T03:30:37Z,True,-147503597000,GHSA-cr36-3vqf-x5w5,CVE-2024-25601,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25152,CRITICAL,7.2.10,7.2.10.fp16,7.0.10.fp83,2024.q2.11,1559692654000,1637285316000,1560982640000,2024-02-21T03:30:37Z,True,-147503597000,GHSA-p28x-4r5h-ph6j,CVE-2024-25152,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25602,CRITICAL,7.2.10,7.2.10.fp16,7.0.10.fp83,2024.q2.11,1559692654000,1637285316000,1560982640000,2024-02-21T03:30:37Z,True,-147503597000,GHSA-v2xq-m22w-jmpr,CVE-2024-25602,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25146,MODERATE,7.2.10,7.2.10.fp17,7.0.10.fp83,2024.q2.11,1559692654000,1648516691000,1560982640000,2024-02-08T06:30:23Z,True,-146391183000,GHSA-mqf8-4cqm-p83x,CVE-2024-25146,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-25151,MODERATE,7.2.10,7.2.10.fp14,7.0.10.fp83,2024.q2.11,1559692654000,1629156743000,1560982640000,2024-02-21T06:30:32Z,True,-147514392000,GHSA-hgr6-6hhw-883f,CVE-2024-25151,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-26266,CRITICAL,7.2.10,7.4.13.u9,7.0.10.fp83,2024.q2.11,1559692654000,1645750106000,1560982640000,2024-02-21T03:30:38Z,True,-147503598000,GHSA-rwxc-4cmw-7x75,CVE-2024-26266,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2024-26269,CRITICAL,7.2.10,7.3.10.u10,7.0.10.fp83,2024.q2.11,1559692654000,1660677417000,1560982640000,2024-02-21T03:30:38Z,True,-147503598000,GHSA-rwhv-hvj2-qrqm,CVE-2024-26269,https://github.com/liferay/liferay-portal-ee,https://api.github.com/repos/liferay/liferay-portal-ee,liferay,liferay-portal-ee
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2023-42496,CRITICAL,7.3.10.ep3,2023.q3.5,7.0.10.fp92,2024.q2.11,1590529255000,1705605094000,1591315299000,2024-02-21T03:30:37Z,True,-117170938000,GHSA-54pv-r62j-9qqc,CVE-2023-42496,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2023-47795,CRITICAL,7.4.13.u18,2023.q3.5,7.2.10.5-1,2024.q2.11,1648841895000,1705605094000,1649199309000,2024-02-21T15:30:45Z,True,-59330136000,GHSA-q2cv-7j58-rfmj,CVE-2023-47795,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2023-40191,CRITICAL,7.4.13.u44,2023.q3.5,7.1.10.8,2024.q2.11,1664566409000,1705605094000,1664573696000,2024-02-21T03:30:37Z,True,-43912541000,GHSA-468x-frcm-ghx6,CVE-2023-40191,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.mchange:c3p0,com.mchange,c3p0,CVE-2018-20433,CRITICAL,0.9.2-pre2-RELEASE,0.9.5.2,0.9.5.3,0.10.1,1337350530000,1449641400000,1548577290000,2019-01-07T19:14:34Z,True,1688816000,GHSA-q485-j897-qc27,CVE-2018-20433,scm:git:git@github.com:swaldman/c3p0.git,,,
com.microsoft.commondatamodel:objectmodel,com.microsoft.commondatamodel,objectmodel,CVE-2023-36566,MODERATE,1.0.6,1.7.3,100.0.7,1.7.6,1599161461000,1689118183000,1599581369000,2023-10-10T18:31:33Z,True,-97381324000,GHSA-vm2m-7hpw-fpmq,CVE-2023-36566,http://github.com/Microsoft/CDM,https://api.github.com/repos/Microsoft/CDM,Microsoft,CDM
com.liferay.portal:release.dxp.bom,com.liferay.portal,release.dxp.bom,CVE-2023-42498,CRITICAL,7.4.13.u4,7.4.13.u92,7.2.10.fp17,2024.q2.11,1642675088000,1693584519000,1648516691000,2024-02-21T03:30:37Z,True,-59969546000,GHSA-73x3-8mrg-5r93,CVE-2023-42498,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
com.mchange:c3p0,com.mchange,c3p0,CVE-2019-5427,HIGH,0.9.2-pre2-RELEASE,0.9.5.3,0.9.5.4,0.10.1,1337350530000,1548577290000,1553407295000,2019-04-23T16:03:18Z,True,-2628103000,GHSA-84p2-vf58-xhxv,CVE-2019-5427,scm:git:git@github.com:swaldman/c3p0.git,,,
com.microsoft.azure:msal4j,com.microsoft.azure,msal4j,CVE-2024-35255,MODERATE,1.14.4-beta,1.15.0,1.14.1,1.17.0,1701133158000,1711473566000,1702336693000,2024-06-11T18:30:50Z,True,-15793957000,GHSA-m5vv-6r4h-3vj9,"CVE-2024-35255, GO-2024-2918",https://github.com/AzureAD/microsoft-authentication-library-for-java,https://api.github.com/repos/AzureAD/microsoft-authentication-library-for-java,AzureAD,microsoft-authentication-library-for-java
com.linecorp.armeria:armeria,com.linecorp.armeria,armeria,CVE-2023-38493,HIGH,0.4.0.Final,1.24.2,1.24.3,1.30.0,1447659927000,1687930863000,1690290606000,2023-07-25T18:24:39Z,True,-18873000,GHSA-wvp2-9ppw-337j,CVE-2023-38493,scm:git:https://github.com/line/armeria.git,,,
com.linecorp.centraldogma:centraldogma-server,com.linecorp.centraldogma,centraldogma-server,CVE-2024-1143,CRITICAL,0.17.0,0.64.0,0.64.1,0.69.1,1506530789000,1706855248000,1707133113000,2024-02-02T16:55:25Z,True,240188000,GHSA-34q3-p352-c7q8,CVE-2024-1143,https://github.com/line/centraldogma,https://api.github.com/repos/line/centraldogma,line,centraldogma
com.linecorp.armeria:armeria-saml,com.linecorp.armeria,armeria-saml,CVE-2024-1735,CRITICAL,0.69.0,1.27.1,1.27.2,1.30.0,1534146396000,1707286209000,1708926040000,2024-02-26T20:04:37Z,True,-51837000,GHSA-4m6j-23p2-8c54,CVE-2024-1735,https://github.com/line/armeria,https://api.github.com/repos/line/armeria,line,armeria
com.linecorp.armeria:armeria,com.linecorp.armeria,armeria,CVE-2021-43795,HIGH,1.12.0,1.13.3,1.13.4,1.30.0,1633601046000,1637665082000,1638459496000,2021-12-02T22:25:54Z,True,-24458000,GHSA-8fp4-rp6c-5gcv,CVE-2021-43795,https://github.com/line/armeria,https://api.github.com/repos/line/armeria,line,armeria
com.mapbox.mapboxsdk:mapbox-android-core,com.mapbox.mapboxsdk,mapbox-android-core,CVE-2022-38216,HIGH,0.1.0,4.0.0,,4.0.0,1509492961000,1614959069000,,2022-08-17T00:00:33Z,False,69977141360,GHSA-4696-g7jj-xg2h,CVE-2022-38216,https://github.com/mapbox/mapbox-events-android,https://api.github.com/repos/mapbox/mapbox-events-android,mapbox,mapbox-events-android
com.linecorp.armeria:armeria,com.linecorp.armeria,armeria,CVE-2019-16771,MODERATE,0.50.0,0.96.0,0.46.3,1.30.0,1498617328000,1573824998000,1499406806000,2019-12-05T18:40:51Z,True,-76164445000,GHSA-24r8-fm9r-cpj2,"CVE-2019-16771, GHSA-35fr-h7jr-hh86",https://github.com/line/armeria,https://api.github.com/repos/line/armeria,line,armeria
com.monitorjbl:xlsx-streamer,com.monitorjbl,xlsx-streamer,CVE-2022-23640,CRITICAL,0.2.3,2.0.0,2.1.0,2.2.0,1422587696000,1539227564000,1541975283000,2022-03-02T21:30:54Z,True,-104281371000,GHSA-xvm2-9xvc-hx7f,CVE-2022-23640,https://github.com/monitorjbl/excel-streaming-reader.git,https://api.github.com/repos/monitorjbl/excel-streaming-reader,monitorjbl,excel-streaming-reader
com.ning:async-http-client,com.ning,async-http-client,CVE-2013-7397,MODERATE,1.0.0,1.8.17,1.9.0,1.9.40,1277309354000,1459437269000,1417460386000,2022-05-13T01:12:18Z,True,-234943952000,GHSA-8h53-fjgg-g42g,CVE-2013-7397,scm:git:git@github.com:ning/async-http-client.git,,,
com.ning:async-http-client,com.ning,async-http-client,CVE-2013-7398,MODERATE,1.0.0,1.8.17,1.9.0,1.9.40,1277309354000,1459437269000,1417460386000,2022-05-13T01:12:18Z,True,-234943952000,GHSA-5c66-6h6g-6q6m,CVE-2013-7398,scm:git:git@github.com:ning/async-http-client.git,,,
com.netflix.conductor:conductor-core,com.netflix.conductor,conductor-core,CVE-2020-9296,CRITICAL,0.0.4,2.25.3,2.25.4,3.15.0,1481242665000,1582585033000,1582670590000,2022-02-10T23:06:57Z,True,-61863827000,GHSA-wfj5-2mqr-7jvv,CVE-2020-9296,https://github.com/Netflix/conductor.git,https://api.github.com/repos/Netflix/conductor,Netflix,conductor
com.neovisionaries:nv-websocket-client,com.neovisionaries,nv-websocket-client,CVE-2017-1000209,MODERATE,1.0,2.0,2.1,2.14,1429625889000,1492797710000,1492931019000,2022-05-17T00:18:13Z,True,-159815674000,GHSA-4hxv-95rc-jqg7,CVE-2017-1000209,git@github.com:TakahikoKawasaki/nv-websocket-client.git,,,
com.netflix.hollow:hollow,com.netflix.hollow,hollow,CVE-2021-28099,MODERATE,2.0.0,6.1.0,6.1.1,7.11.5,1480727499000,1615330251000,1618430887000,2021-03-29T18:25:26Z,True,1388561000,GHSA-9295-mhf3-v33m,CVE-2021-28099,https://github.com/Netflix/hollow.git,https://api.github.com/repos/Netflix/hollow,Netflix,hollow
com.nablarch.framework:nablarch-fw-web,com.nablarch.framework,nablarch-fw-web,CVE-2019-5919,CRITICAL,1.2.2,1.5.0,1.5.1,2.1.0,1474976005000,1521416387000,1548909581000,2022-05-13T01:08:15Z,True,-103494514000,GHSA-hmx6-gc2p-5p82,CVE-2019-5919,https://github.com/nablarch/workspace/tree/master,https://api.github.com/repos/nablarch/workspace,nablarch,workspace
com.mysql:mysql-connector-j,com.mysql,mysql-connector-j,CVE-2023-22102,HIGH,8.0.31,8.1.0,8.2.0,9.0.0,1665701471000,1689284563000,1698223563000,2023-10-18T00:31:42Z,True,634461000,GHSA-m6vm-37g8-gqvh,CVE-2023-22102,https://github.com/mysql/mysql-connector-j,https://api.github.com/repos/mysql/mysql-connector-j,mysql,mysql-connector-j
com.netflix.priam:priam,com.netflix.priam,priam,CVE-2021-28100,MODERATE,1.1.20,3.1.104,3.11.3,4.1.13,1362009022000,1616519871000,1498698245000,2021-03-30T16:23:12Z,True,-118423147000,GHSA-f4jh-ww96-9h9j,CVE-2021-28100,scm:git:git@github.com:Netflix/Priam.git,,,
com.netflix.genie:genie-web,com.netflix.genie,genie-web,CVE-2024-4701,CRITICAL,0.20,4.3.17,4.3.18,4.3.19,1371844785000,1715113799000,1715287017000,2024-05-09T21:35:23Z,True,-3506000,GHSA-wpcv-5jgp-69f3,CVE-2024-4701,scm:git:git@github.com:Netflix/genie.git,,,
com.nepxion:discovery,com.nepxion,discovery,CVE-2022-23464,MODERATE,1.0.0,6.12.11,6.17.0,6.22.0,1529772372000,1679289338000,1664537311000,2022-09-25T00:00:15Z,True,473296000,GHSA-hhxh-qphc-v423,CVE-2022-23464,https://github.com/Nepxion/Discovery,https://api.github.com/repos/Nepxion/Discovery,Nepxion,Discovery
com.nepxion:discovery,com.nepxion,discovery,CVE-2022-23463,CRITICAL,1.0.0,6.12.11,6.17.0,6.22.0,1529772372000,1679289338000,1664537311000,2022-09-25T00:00:15Z,True,473296000,GHSA-q979-9m39-23mq,CVE-2022-23463,https://github.com/Nepxion/Discovery,https://api.github.com/repos/Nepxion/Discovery,Nepxion,Discovery
com.networknt:light-oauth2,com.networknt,light-oauth2,CVE-2023-31580,MODERATE,1.2.4,2.1.26,2.1.29,2.1.30,1487643848000,1692301301000,1700421987000,2023-10-25T18:32:21Z,True,2163246000,GHSA-mx47-h5fv-ghwh,CVE-2023-31580,https://github.com:networknt/light-oauth2.git,,,
