Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration
edu.vt.middleware:vt-ldap,CVE-2014-3607,MODERATE,3.3.1,3.3.7,2010-09-21 11:43:57,2013-07-11 12:46:44,"1024 days, 1:02:47"
edu.stanford.nlp:stanford-corenlp,CVE-2021-3878,CRITICAL,1.2.0,4.3.0,2011-09-26 06:10:13,2021-10-06 02:32:56,"3662 days, 20:22:43"
edu.stanford.nlp:stanford-corenlp,CVE-2022-0198,MODERATE,1.2.0,4.3.2,2011-09-26 06:10:13,2021-11-18 06:28:11,"3706 days, 0:17:58"
edu.stanford.nlp:stanford-corenlp,CVE-2021-3869,HIGH,1.2.0,4.3.0,2011-09-26 06:10:13,2021-10-06 02:32:56,"3662 days, 20:22:43"
edu.stanford.nlp:stanford-corenlp,CVE-2021-44550,CRITICAL,1.2.0,4.3.2,2011-09-26 06:10:13,2021-11-18 06:28:11,"3706 days, 0:17:58"
edu.stanford.nlp:stanford-corenlp,CVE-2022-0239,CRITICAL,1.2.0,4.3.2,2011-09-26 06:10:13,2021-11-18 06:28:11,"3706 days, 0:17:58"
dom4j:dom4j,CVE-2020-10683,CRITICAL,1.4-dev-2,1.5.1,2005-08-01 19:27:24,2005-08-01 19:27:26,0:00:02
dom4j:dom4j,CVE-2018-1000632,HIGH,1.4-dev-2,1.5.1,2005-08-01 19:27:24,2005-08-01 19:27:26,0:00:02
edu.gemini:gsp-graphql-core_sjs1_3,CVE-2023-50730,HIGH,0.13.0,0.14.0,2023-06-13 09:32:04,2023-10-11 06:47:31,"119 days, 21:15:27"
edu.gemini:gsp-graphql-core_sjs1_2.13,CVE-2023-50730,HIGH,0.13.0,0.14.0,2023-06-13 09:32:04,2023-10-11 06:47:29,"119 days, 21:15:25"
dnsjava:dnsjava,CVE-2024-25638,HIGH,1.2.3,3.5.3,2005-08-01 02:35:37,2023-11-11 02:46:58,"6676 days, 0:11:21"
dnsjava:dnsjava,UNKNOWN,MODERATE,3.5.0,3.5.3,2022-02-05 10:44:24,2023-11-11 02:46:58,"643 days, 16:02:34"
edu.gemini:gsp-graphql-core_2.13,CVE-2023-50730,HIGH,0.0.1,0.14.0,2020-03-24 08:15:30,2023-10-11 06:47:25,"1295 days, 22:31:55"
edu.gemini:gsp-graphql-core_3,CVE-2023-50730,HIGH,0.0.47,0.14.0,2021-05-25 12:48:16,2023-10-11 06:47:24,"868 days, 17:59:08"
fish.payara.api:payara-bom,CVE-2022-37422,HIGH,5.194,5.2022.2,2019-11-29 09:42:00,2022-04-19 07:41:48,"871 days, 21:59:48"
eu.hinsch:spring-boot-actuator-logview,CVE-2021-21234,HIGH,0.1.0,0.2.12,2015-02-28 14:10:14,2016-05-03 13:18:42,"429 days, 23:08:28"
hudson.plugins:starteam,CVE-2019-10277,HIGH,0.1.6,0.6.3,2010-05-20 01:55:54,2010-08-05 15:56:08,"77 days, 14:00:14"
io.apiman:apiman-manager-api-rest-impl,CVE-2023-28640,MODERATE,1.0.0.Beta1,3.1.0.RC6,2014-11-21 06:58:25,2023-03-21 13:10:31,"3042 days, 6:12:06"
io.apiman:apiman-manager-api-rest-impl,UNKNOWN,HIGH,2.0.0.Final,3.0.0.RC6,2020-10-13 11:20:13,2022-11-28 08:19:20,"775 days, 20:59:07"
io.apiman:apiman-manager-api-rest-impl,CVE-2022-47551,HIGH,2.0.0.Final,3.0.0.RC6,2020-10-13 11:20:13,2022-11-28 08:19:20,"775 days, 20:59:07"
geronimo:geronimo-console-standard,CVE-2006-0254,MODERATE,1.0-M5,1.0,2005-11-22 10:13:58,2006-01-05 17:39:44,"44 days, 7:25:46"
hudson.plugins.klaros:klaros-testmanagement,CVE-2019-10282,MODERATE,1.1,1.0,2010-05-20 01:57:28,2010-05-20 01:57:29,0:00:01
io.arrow-kt:arrow-ank-gradle,CVE-2019-11404,MODERATE,0.8.0,0.8.2,2018-11-02 16:40:49,2018-12-31 10:33:42,"58 days, 17:52:53"
hudson.plugins.filesystem_scm:filesystem_scm,CVE-2019-10375,MODERATE,1.6,1.9,2010-05-20 01:56:41,2010-09-21 01:05:05,"123 days, 23:08:24"
io.apiman:apiman-distro-vertx,UNKNOWN,HIGH,1.3.0.Final,3.0.0.RC6,2017-05-03 09:41:01,2022-11-28 08:18:37,"2034 days, 22:37:36"
io.apiman:apiman-gateway-platforms-vertx,UNKNOWN,HIGH,1.0.0.Final,1.1.5.Final,2014-12-18 09:15:06,2015-07-21 12:56:55,"215 days, 3:41:49"
fr.turri:aXMLRPC,CVE-2020-36641,CRITICAL,1.8.2,1.12.0,2015-09-18 16:45:01,2018-03-31 08:16:15,"924 days, 15:31:14"
io.antmedia:ant-media-server,CVE-2024-3462,MODERATE,1.2.0,2.9.0,2018-01-26 23:57:28,2024-04-05 11:34:25,"2260 days, 11:36:57"
io.antmedia:ant-media-server,CVE-2024-32656,HIGH,2.6.0,2.8.2,2023-05-16 22:44:02,2024-02-01 04:27:53,"260 days, 5:43:51"
hudson.plugins.sctmexecutor:SCTMExecutor,CVE-2019-16568,MODERATE,1.1,1.1.1,2010-05-20 01:56:06,2010-05-20 01:56:40,0:00:34
io.airlift:aircompressor,CVE-2024-36114,HIGH,0.3,0.26,2016-03-08 15:56:58,2024-02-08 10:57:43,"2892 days, 19:00:45"
io.dataease:dataease-plugin-common,CVE-2023-32310,HIGH,1.0,1.18.6,2021-07-23 02:35:07,2023-04-17 02:55:48,"633 days, 0:20:41"
io.dataease:dataease-plugin-common,CVE-2022-39312,CRITICAL,1.0,1.15.0,2021-07-23 02:35:07,2022-10-07 19:23:59,"441 days, 16:48:52"
io.dataease:dataease-plugin-common,CVE-2023-40771,HIGH,1.0,1.18.9,2021-07-23 02:35:07,2023-07-28 02:07:51,"734 days, 23:32:44"
io.dataease:dataease-plugin-common,CVE-2022-34114,HIGH,1.0,1.11.1,2021-07-23 02:35:07,2022-06-05 18:52:00,"317 days, 16:16:53"
io.dataease:dataease-plugin-common,CVE-2022-34113,CRITICAL,1.0,1.11.1,2021-07-23 02:35:07,2022-06-05 18:52:00,"317 days, 16:16:53"
io.dataease:dataease-plugin-common,CVE-2022-34112,MODERATE,1.0,1.11.1,2021-07-23 02:35:07,2022-06-05 18:52:00,"317 days, 16:16:53"
io.dataease:dataease-plugin-common,CVE-2022-34115,CRITICAL,1.0,1.11.1,2021-07-23 02:35:07,2022-06-05 18:52:00,"317 days, 16:16:53"
io.atomix:atomix,CVE-2020-35214,HIGH,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35209,HIGH,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35213,HIGH,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35210,MODERATE,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35211,HIGH,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35216,MODERATE,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.atomix:atomix,CVE-2020-35215,MODERATE,0.1.0-beta1,2.0.30,2015-10-20 23:27:28,2019-10-28 01:07:20,"1468 days, 1:39:52"
io.digdag:digdag-server,CVE-2024-25125,MODERATE,0.10.0,0.10.5,2021-05-23 23:55:53,2023-02-14 02:21:02,"631 days, 2:25:09"
io.dropwizard:dropwizard-validation,CVE-2020-11002,HIGH,0.7.0-rc1,1.3.20,2014-01-31 04:20:55,2020-02-24 08:36:03,"2215 days, 4:15:08"
io.fusionauth:fusionauth-java-client,CVE-2022-45921,HIGH,1.37.0,1.41.0,2022-08-10 17:05:35,2022-11-10 07:46:50,"91 days, 14:41:15"
io.github.1tchy.java9modular.org.apache.commons:commons-compress,CVE-2019-12402,HIGH,1.18.1,1.18.1,2019-08-07 14:08:22,2019-08-07 14:08:22,0:00:00
io.fabric8:fabric8-maven-plugin,CVE-2020-10721,HIGH,4.0.0-M1,4.4.2,2018-11-09 11:20:54,2022-07-21 06:39:44,"1349 days, 19:18:50"
io.fabric8:kubernetes-client,CVE-2021-20218,HIGH,4.2.0,5.0.1,2019-03-29 10:52:47,2021-01-27 04:21:45,"669 days, 17:28:58"
io.fabric8:kubernetes-client,CVE-2021-4178,MODERATE,5.0.0-beta-1,5.11.1,2020-12-21 09:08:46,2021-12-24 03:36:39,"367 days, 18:27:53"
io.github.classgraph:classgraph,CVE-2021-47621,MODERATE,4.0.0-beta-11,4.8.111,2018-07-28 21:58:09,2021-08-03 22:09:51,"1102 days, 0:11:42"
io.github.javaezlib:JavaEZ,CVE-2022-29249,HIGH,1.6,1.6,2022-05-10 13:53:16,2022-05-10 13:53:16,0:00:00
io.github.karlatemp:unsafe-accessor,CVE-2022-31139,MODERATE,1.4.0,1.6.2,2021-03-16 07:42:26,2021-09-15 08:50:23,"183 days, 1:07:57"
io.github.microcks:microcks,CVE-2023-48910,CRITICAL,0.1.3,1.8.1,2017-11-09 10:05:41,2024-01-09 07:48:10,"2251 days, 21:42:29"
io.github.microcks:microcks-app,CVE-2024-44076,MODERATE,1.0.0-RC1,1.9.1-fix-1,2020-08-06 03:11:16,2024-05-30 04:41:20,"1393 days, 1:30:04"
io.github.skylot:jadx-plugins-api,CVE-2022-39259,MODERATE,1.3.1,1.4.4,2021-12-19 08:01:52,2022-08-20 08:49:23,"244 days, 0:47:31"
io.github.talelin:lin-cms-core,CVE-2022-44244,MODERATE,0.0.1-RC1,0.2.0-RELEASE,2020-02-06 02:54:02,2021-04-11 18:47:15,"430 days, 15:53:13"
io.github.talelin:lin-cms-core,CVE-2022-32430,HIGH,0.0.1-RC1,0.2.0-RELEASE,2020-02-06 02:54:02,2021-04-11 18:47:15,"430 days, 15:53:13"
io.github.skylot:jadx-core,UNKNOWN,LOW,1.3.1,1.4.7,2021-12-19 08:00:57,2023-04-20 08:03:26,"487 days, 0:02:29"
io.github.skylot:jadx-core,CVE-2022-0219,MODERATE,1.3.1,1.3.1,2021-12-19 08:00:57,2021-12-19 08:00:57,0:00:00
io.jooby:jooby-netty,CVE-2020-7622,CRITICAL,2.0.0.M1,2.2.0,2019-02-20 09:31:44,2019-10-06 17:44:31,"228 days, 8:12:47"
io.gitlab.arturbosch.detekt:detekt-core,CVE-2022-0272,HIGH,1.0.0.RC7-3,1.20.0-RC2,2018-06-27 11:47:37,2022-03-31 13:30:56,"1373 days, 1:43:19"
io.hawt:hawtio-core,CVE-2019-9827,CRITICAL,1.1,1.5.12,2013-04-19 02:43:07,2020-01-29 19:16:38,"2476 days, 16:33:31"
io.grpc:grpc-protobuf,CVE-2023-1428,HIGH,0.7.0,1.50.3,2015-05-26 16:58:32,2023-04-11 15:43:30,"2876 days, 22:44:58"
io.grpc:grpc-protobuf,CVE-2023-32732,MODERATE,0.7.0,1.50.3,2015-05-26 16:58:32,2023-04-11 15:43:30,"2876 days, 22:44:58"
io.grpc:grpc-protobuf,CVE-2023-32731,HIGH,0.7.0,1.50.3,2015-05-26 16:58:32,2023-04-11 15:43:30,"2876 days, 22:44:58"
io.jsonwebtoken:jjwt-impl,UNKNOWN,MODERATE,0.10.0,0.12.5,2018-08-01 15:13:04,2024-01-31 18:45:39,"2009 days, 3:32:35"
io.jstach:jstachio,CVE-2023-33962,MODERATE,0.6.0,1.0.0,2022-11-07 10:12:05,2023-05-25 08:23:22,"198 days, 22:11:17"
io.jooby:jooby,CVE-2020-7647,MODERATE,2.0.0.M1,2.8.1,2019-02-20 09:33:44,2020-04-16 19:53:34,"421 days, 10:19:50"
io.hawt:project,CVE-2023-33544,MODERATE,1.0,2.17.2,2013-03-05 08:49:22,2023-04-27 21:35:26,"3705 days, 12:46:04"
io.hawt:project,CVE-2017-2594,HIGH,1.0,1.4.68,2013-03-05 08:49:22,2017-01-04 02:21:36,"1400 days, 17:32:14"
io.hawt:project,CVE-2017-2589,CRITICAL,1.0,1.4.68,2013-03-05 08:49:22,2017-01-04 02:21:36,"1400 days, 17:32:14"
io.hawt:project,CVE-2017-7556,HIGH,1.0,1.5.X,2013-03-05 08:49:22,2017-10-25 00:52:04,"1694 days, 16:02:42"
io.gravitee.apim:gravitee-api-management,CVE-2022-38723,HIGH,3.8.6,3.10.21,2021-07-16 04:41:53,2022-09-16 03:09:57,"426 days, 22:28:04"
io.netty:netty-codec-haproxy,CVE-2022-41881,MODERATE,4.1.0.Beta1,4.1.85.Final,2014-07-04 01:33:02,2022-11-09 09:43:26,"3050 days, 8:10:24"
io.netty:netty-codec,CVE-2021-37136,HIGH,4.0.0.Alpha1,4.1.67.Final,2012-07-10 07:23:02,2021-08-16 02:10:50,"3323 days, 18:47:48"
io.netty:netty-codec,CVE-2021-37137,HIGH,4.0.0.Final,4.1.67.Final,2013-07-15 07:07:06,2021-08-16 02:10:50,"2953 days, 19:03:44"
io.kubernetes:client-java,CVE-2021-25738,MODERATE,0.1,10.0.2,2017-08-11 07:57:07,2021-12-30 23:07:18,"1602 days, 15:10:11"
io.kubernetes:client-java,CVE-2020-8570,HIGH,0.1,10.0.0,2017-08-11 07:57:07,2020-09-17 08:22:05,"1133 days, 0:24:58"
io.micronaut:micronaut-http-server-tck,CVE-2024-23639,MODERATE,3.8.0,3.8.2,2022-12-27 22:54:19,2023-01-20 03:02:41,"23 days, 4:08:22"
io.ktor:ktor,CVE-2022-38179,MODERATE,1.0.0-rc,2.0.3,2018-11-15 10:34:15,2022-06-28 03:18:52,"1320 days, 16:44:37"
io.ktor:ktor,CVE-2022-38180,MODERATE,1.0.0-rc,2.0.3,2018-11-15 10:34:15,2022-06-28 03:18:52,"1320 days, 16:44:37"
io.micronaut.security:micronaut-security-oauth2,CVE-2023-36820,MODERATE,3.1.0,3.4.2,2021-10-06 04:48:51,2023-06-28 01:47:44,"629 days, 20:58:53"
io.micronaut:micronaut-http-client,CVE-2020-7611,CRITICAL,1.0.0.RC3,1.3.1,2018-10-16 08:21:15,2020-02-13 10:42:28,"485 days, 2:21:13"
io.netty:netty-codec-http2,BIT-zookeeper-2021-21295,MODERATE,4.1.0.Beta4,4.1.60.Final,2015-03-03 00:58:43,2021-03-09 00:32:14,"2197 days, 23:33:31"
io.netty:netty-codec-http2,UNKNOWN,HIGH,4.1.0.Beta4,4.1.99.Final,2015-03-03 00:58:43,2023-09-28 00:27:14,"3130 days, 23:28:31"
io.netty:netty-parent,CVE-2015-2156,HIGH,4.0.0.Final,4.0.27.Final,2013-07-15 07:02:54,2015-04-02 09:06:48,"626 days, 2:03:54"
io.kroxylicious:kroxylicious-runtime,CVE-2024-8285,HIGH,0.4.0,0.7.0,2023-12-14 03:24:32,2024-08-20 07:05:17,"250 days, 3:40:45"
io.netty.incubator:netty-incubator-codec-bhttp,CVE-2024-40642,HIGH,0.0.1.Final,0.0.12.Final,2023-12-10 23:47:04,2024-07-11 00:03:32,"213 days, 0:16:28"
io.micronaut:micronaut-http-server-netty,CVE-2024-23639,MODERATE,1.0.0.RC3,3.7.7,2018-10-16 08:27:52,2023-02-06 06:42:16,"1573 days, 22:14:24"
io.micronaut:micronaut-http-server-netty,CVE-2021-32769,HIGH,1.0.0.RC3,2.5.8,2018-10-16 08:27:52,2021-07-08 13:11:31,"996 days, 4:43:39"
io.ktor:ktor-client-cio,CVE-2020-5207,LOW,1.0.0-rc,1.3.0-rc2,2018-11-15 10:35:24,2019-12-28 12:57:33,"408 days, 2:22:09"
io.micronaut:micronaut-http-server,CVE-2024-23639,MODERATE,1.0.0.RC3,3.7.7,2018-10-16 08:26:00,2023-02-06 06:42:15,"1573 days, 22:16:15"
io.netty:netty-all,CVE-2019-16869,HIGH,4.0.0.Beta1,4.1.41.Final,2013-02-14 13:06:10,2019-09-12 10:16:19,"2400 days, 21:10:09"
io.netty:netty-all,CVE-2014-0193,MODERATE,4.0.0.Beta1,4.0.18.Final,2013-02-14 13:06:10,2014-03-31 22:52:35,"410 days, 9:46:25"
io.netty:netty-codec-http,CVE-2024-29025,MODERATE,4.0.0.Alpha1,4.1.107.Final,2012-07-10 07:23:49,2024-02-13 00:05:52,"4234 days, 16:42:03"
io.netty:netty-codec-http,CVE-2021-21290,MODERATE,4.0.0.Alpha1,4.1.76.Final,2012-07-10 07:23:49,2022-04-12 11:34:48,"3563 days, 4:10:59"
io.netty:netty-codec-http,CVE-2021-43797,MODERATE,4.0.0.Final,4.1.70.Final,2013-07-15 07:08:44,2021-11-03 02:47:21,"3032 days, 19:38:37"
io.netty:netty-codec-http,CVE-2019-20444,CRITICAL,4.0.0.Final,4.1.43.Final,2013-07-15 07:08:44,2019-10-24 06:13:46,"2291 days, 23:05:02"
io.netty:netty-codec-http,CVE-2022-41915,MODERATE,4.1.83.Final,4.1.85.Final,2022-10-11 14:13:59,2022-11-09 10:43:38,"28 days, 20:29:39"
io.micronaut:micronaut-http,CVE-2022-21700,MODERATE,1.0.0.RC3,3.2.6,2018-10-16 08:18:19,2022-01-13 09:38:48,"1185 days, 1:20:29"
io.ktor:ktor-client-core,CVE-2019-19703,MODERATE,1.0.0-rc,1.3.0-rc2,2018-11-15 10:37:36,2019-12-28 12:58:49,"408 days, 2:21:13"
io.netty:netty-handler,UNKNOWN,MODERATE,4.1.0.Final,4.1.99.Final,2016-05-25 10:24:04,2023-09-28 02:53:48,"2681 days, 16:29:44"
io.netty:netty-handler,CVE-2023-34462,MODERATE,4.0.0.Alpha1,4.1.93.Final,2012-07-10 07:24:35,2023-05-25 00:37:47,"3970 days, 17:13:12"
io.netty:netty-handler,CVE-2019-20445,MODERATE,4.0.0.Final,4.1.44.Final,2013-07-15 07:07:50,2019-12-18 00:53:25,"2346 days, 17:45:35"
io.netty:netty-handler,CVE-2016-4970,HIGH,4.0.0.Alpha1,4.1.0.Final,2012-07-10 07:24:35,2016-05-25 10:24:04,"1415 days, 2:59:29"
io.netty:netty-handler,CVE-2020-11612,HIGH,4.1.0.Final,4.1.45.Final,2016-05-25 10:24:04,2020-01-13 01:27:03,"1327 days, 15:02:59"
io.netty:netty-handler,CVE-2020-7238,HIGH,4.1.43.Final,4.1.44.Final,2019-10-24 06:12:59,2019-12-18 00:53:25,"54 days, 18:40:26"
io.ktor:ktor-server-cio,CVE-2020-5207,LOW,1.0.0-rc,1.3.0-rc2,2018-11-15 11:03:38,2019-12-28 13:02:53,"408 days, 1:59:15"
io.netty.incubator:netty-incubator-codec-ohttp,CVE-2024-36121,MODERATE,0.0.3.Final,0.0.10.Final,2023-12-22 09:40:31,2024-05-02 05:54:48,"131 days, 20:14:17"
io.netty:netty,CVE-2021-37136,HIGH,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2019-20445,MODERATE,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2021-21290,MODERATE,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2021-37137,HIGH,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2015-2156,HIGH,3.3.0.Final,3.10.2.Final,2012-01-18 20:54:38,2015-05-08 01:43:44,"1205 days, 4:49:06"
io.netty:netty,CVE-2021-43797,MODERATE,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,BIT-zookeeper-2021-21295,MODERATE,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2019-20444,CRITICAL,3.3.0.Final,3.10.6.Final,2012-01-18 20:54:38,2016-06-29 05:45:27,"1623 days, 8:50:49"
io.netty:netty,CVE-2014-0193,MODERATE,4.0.0.Alpha1,3.8.1.Final,2012-07-10 07:28:08,2014-03-12 22:27:07,"610 days, 14:58:59"
io.projectreactor.netty:reactor-netty,CVE-2019-11284,HIGH,0.8.0.RELEASE,0.8.10.RELEASE,2018-09-19 23:15:29,2019-07-29 19:01:14,"312 days, 19:45:45"
io.quarkus:quarkus-csrf-reactive,CVE-2023-4853,HIGH,2.13.0.CR1,2.13.9.Final,2022-09-14 01:27:42,2023-11-21 02:39:34,"433 days, 1:11:52"
io.ratpack:ratpack-core,CVE-2021-29485,CRITICAL,0.9.0,1.9.0-rc-2,2014-01-02 10:40:54,2021-05-06 19:02:35,"2681 days, 8:21:41"
io.ratpack:ratpack-core,CVE-2019-17513,HIGH,0.9.0,1.7.4,2014-01-02 10:40:54,2019-09-24 19:38:21,"2091 days, 8:57:27"
io.ratpack:ratpack-core,CVE-2019-10770,MODERATE,0.9.0,1.7.5,2014-01-02 10:40:54,2019-10-08 20:06:00,"2105 days, 9:25:06"
io.ratpack:ratpack-core,CVE-2021-29479,HIGH,0.9.0,1.9.0-rc-2,2014-01-02 10:40:54,2021-05-06 19:02:35,"2681 days, 8:21:41"
io.projectreactor.netty:reactor-netty-http,CVE-2023-34062,HIGH,1.0.0,1.1.12,2020-10-26 12:07:30,2023-10-10 11:40:59,"1078 days, 23:33:29"
io.projectreactor.netty:reactor-netty-http,CVE-2022-31684,MODERATE,1.0.11,1.0.23,2021-09-14 02:54:16,2022-09-13 04:33:03,"364 days, 1:38:47"
io.quarkus:quarkus-smallrye-graphql-client,CVE-2023-6394,HIGH,2.0.0.Alpha3,3.2.12.Final,2021-05-20 07:13:11,2024-04-16 05:49:55,"1061 days, 22:36:44"
io.quarkus:quarkus-resteasy-reactive-common,CVE-2023-5675,MODERATE,1.11.0.Beta1,3.6.8,2020-12-17 04:16:18,2024-01-26 03:48:04,"1134 days, 23:31:46"
io.pebbletemplates:pebble,CVE-2022-37767,CRITICAL,2.5.0,3.1.5,2018-05-01 19:58:33,2021-02-12 11:47:39,"1017 days, 15:49:06"
io.quarkus:quarkus-kubernetes-deployment,CVE-2024-1979,LOW,0.13.0,3.2.11.Final,2019-04-08 03:06:37,2024-03-14 07:51:16,"1802 days, 4:44:39"
io.quarkus:quarkus-resteasy-reactive-common-deployment,CVE-2023-5675,MODERATE,1.11.0.Beta1,3.6.8,2020-12-17 03:42:45,2024-01-26 03:46:05,"1135 days, 0:03:20"
io.quarkus:quarkus-vertx-http-deployment,CVE-2022-4116,CRITICAL,0.23.0,2.7.7.Final,2019-09-25 12:22:59,2023-01-26 02:23:36,"1218 days, 14:00:37"
io.quarkiverse.cxf:quarkus-cxf,CVE-2024-9621,MODERATE,0.1.0,3.14.0,2020-10-30 05:12:28,2024-08-21 09:19:18,"1391 days, 4:06:50"
io.pivotal.spring.cloud:spring-cloud-sso-connector,CVE-2018-1256,HIGH,2.1.2.RELEASE,2.1.2.RELEASE,2017-12-15 12:28:29,2017-12-15 12:28:29,0:00:00
io.projectreactor.netty:reactor-netty-core,CVE-2023-34054,HIGH,1.0.0,1.1.12,2020-10-26 12:07:34,2023-10-10 11:40:57,"1078 days, 23:33:23"
io.quarkus.resteasy.reactive:resteasy-reactive-common,CVE-2023-0481,LOW,1.11.0.Beta1,2.13.9.Final,2020-12-17 03:49:23,2023-11-21 02:29:24,"1068 days, 22:40:01"
io.quarkus.resteasy.reactive:resteasy-reactive,CVE-2024-1726,MODERATE,1.11.0.Beta1,3.8.0.CR1,2020-12-17 03:53:42,2024-02-14 03:02:11,"1153 days, 23:08:29"
io.quarkus.resteasy.reactive:resteasy-reactive,CVE-2023-6267,HIGH,1.11.0.Beta1,3.2.8.Final,2020-12-17 03:53:42,2023-11-08 03:35:24,"1055 days, 23:41:42"
io.prestosql:presto-server,CVE-2020-15087,HIGH,300,336,2019-01-22 12:42:25,2020-06-16 17:40:46,"511 days, 4:58:21"
io.prometheus.jmx:jmx_prometheus_httpserver,CVE-2022-38749,MODERATE,0.17.0,0.17.0,2022-05-23 05:25:10,2022-05-23 05:25:10,0:00:00
io.ratpack:ratpack-groovy,CVE-2019-11808,LOW,0.9.0,1.6.0,2014-01-02 10:41:10,2018-12-20 18:26:35,"1813 days, 7:45:25"
io.ratpack:ratpack-session,CVE-2021-29481,MODERATE,0.9.0,1.9.0-rc-2,2014-01-02 10:42:25,2021-05-06 19:03:59,"2681 days, 8:21:34"
io.ratpack:ratpack-session,CVE-2019-11808,LOW,0.9.0,1.6.0,2014-01-02 10:42:25,2018-12-20 18:26:38,"1813 days, 7:44:13"
io.ratpack:ratpack-session,CVE-2021-29480,MODERATE,0.9.0,1.9.0-rc-2,2014-01-02 10:42:25,2021-05-06 19:03:59,"2681 days, 8:21:34"
io.pebbletemplates:pebble-project,CVE-2019-19899,CRITICAL,3.0.0,3.1.3,2018-07-13 12:06:28,2020-05-01 11:44:13,"657 days, 23:37:45"
io.quarkus:quarkus-vertx-http,CVE-2023-0044,MODERATE,0.23.0,2.7.7.Final,2019-09-25 12:10:44,2023-01-26 02:48:26,"1218 days, 14:37:42"
io.quarkus:quarkus-vertx-http,CVE-2022-4147,HIGH,0.23.0,2.7.7.Final,2019-09-25 12:10:44,2023-01-26 02:48:26,"1218 days, 14:37:42"
io.quarkus:quarkus-vertx-http,CVE-2023-4853,HIGH,0.23.0,2.13.9.Final,2019-09-25 12:10:44,2023-11-21 02:14:38,"1517 days, 14:03:54"
io.quarkus:quarkus-core-parent,CVE-2022-2466,CRITICAL,2.10.0.Final,2.10.3.Final,2022-06-15 08:23:21,2022-07-19 02:31:00,"33 days, 18:07:39"
io.quarkus:quarkus-oidc,CVE-2023-1584,HIGH,0.24.0,3.0.4.Final,2019-10-11 22:52:28,2023-05-24 06:10:39,"1320 days, 7:18:11"
io.quarkus:quarkus-project,CVE-2023-5720,HIGH,3.1.0.Final,3.2.9.Final,2023-05-24 04:47:33,2023-11-17 06:35:19,"177 days, 1:47:46"
io.quarkus:quarkus-keycloak-authorization,CVE-2023-4853,HIGH,0.27.0,2.13.9.Final,2019-10-30 00:58:08,2023-11-21 02:15:41,"1483 days, 1:17:33"
io.quarkus:quarkus-core,CVE-2024-2700,HIGH,0.11.0,3.9.1,2019-03-06 06:32:29,2024-03-27 03:36:25,"1847 days, 21:03:56"
io.quarkus:quarkus-core,CVE-2023-2974,MODERATE,0.11.0,2.13.9.Final,2019-03-06 06:32:29,2023-11-21 02:19:55,"1720 days, 19:47:26"
io.prometheus.jmx:jmx_prometheus_httpserver_java6,CVE-2022-38749,MODERATE,0.17.0,0.18.0,2022-05-23 05:25:00,2023-03-07 12:56:05,"288 days, 7:31:05"
io.quarkus:quarkus-cache,CVE-2023-6393,MODERATE,3.2.0.CR1,3.5.1,2023-06-21 03:38:54,2023-11-08 04:28:31,"140 days, 0:49:37"
io.quarkus:quarkus-undertow,CVE-2023-4853,HIGH,0.11.0,2.13.9.Final,2019-03-06 06:30:12,2023-11-21 02:39:27,"1720 days, 20:09:15"
io.vertx:vertx-stomp,CVE-2023-32081,MODERATE,3.1.0,4.4.1,2015-10-07 02:49:07,2023-03-29 07:52:15,"2730 days, 5:03:08"
io.swagger:swagger-codegen,CVE-2021-21364,MODERATE,2.1.1,2.4.18,2015-06-08 16:29:09,2020-12-29 07:40:22,"2030 days, 15:11:13"
io.swagger:swagger-codegen,CVE-2021-21363,LOW,2.1.1,2.4.18,2015-06-08 16:29:09,2020-12-29 07:40:22,"2030 days, 15:11:13"
