Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration,API_ID,API_Aliases,API_Modified,API_Published,API_Severity
org.apache.calcite.avatica:avatica-core,CVE-2022-36364,HIGH,1.9.0,1.21.0,2016-10-26 17:14:06,2022-05-04 16:26:18,"2015 days, 23:12:12",GHSA-w7f5-jrpr-5c2m,CVE-2022-36364,2023-11-08T04:10:02.580106Z,2022-07-29T00:00:44Z,HIGH
org.apache.activemq:activemq-core,CVE-2012-6092,MODERATE,4.1.1,5.7.0,2007-04-02 07:16:23,2012-10-02 08:45:42,"2010 days, 1:29:19",GHSA-rp9p-863f-9c4h,CVE-2012-6092,2024-03-05T19:01:07.484659Z,2022-05-17T03:46:33Z,MODERATE
org.apache.activemq:activemq-core,CVE-2013-1880,MODERATE,4.1.1,5.7.0,2007-04-02 07:16:23,2012-10-02 08:45:42,"2010 days, 1:29:19",GHSA-c9gx-27hq-wcvj,CVE-2013-1880,2024-02-21T05:51:44.148697Z,2022-05-17T03:46:32Z,MODERATE
org.apache.activemq:activemq-core,CVE-2011-4905,MODERATE,4.1.1,5.4.3,2007-04-02 07:16:23,2011-10-12 07:01:44,"1653 days, 23:45:21",GHSA-9wcx-326r-7j7w,CVE-2011-4905,2024-02-21T05:22:30.910621Z,2022-05-17T05:35:59Z,MODERATE
org.apache.any23:apache-any23,CVE-2021-38555,CRITICAL,0.7.0-incubating,2.4,2012-07-06 01:42:09,2020-09-20 19:44:11,"2998 days, 18:02:02",GHSA-838r-hvwh-24h8,CVE-2021-38555,2023-11-08T04:06:28.248934Z,2021-09-13T20:06:31Z,CRITICAL
org.apache.any23:apache-any23,CVE-2022-25312,CRITICAL,0.7.0-incubating,2.6,2012-07-06 01:42:09,2022-01-03 21:21:26,"3468 days, 19:39:17",GHSA-2rmm-87v7-34rj,CVE-2022-25312,2023-11-08T04:08:45.866349Z,2022-03-06T00:00:17Z,CRITICAL
org.apache.any23:apache-any23,CVE-2023-34150,MODERATE,0.7.0-incubating,2.7,2012-07-06 01:42:09,2022-02-21 10:34:53,"3517 days, 8:52:44",GHSA-2gpr-j5vj-wvh2,CVE-2023-34150,2024-02-16T08:15:15.639362Z,2023-07-05T09:30:20Z,MODERATE
org.apache.any23:apache-any23,CVE-2021-40146,CRITICAL,0.7.0-incubating,2.4,2012-07-06 01:42:09,2020-09-20 19:44:11,"2998 days, 18:02:02",GHSA-99px-7724-484v,CVE-2021-40146,2023-11-08T04:06:46.538965Z,2021-09-13T20:06:38Z,CRITICAL
org.apache.activemq:apache-activemq,BIT-activemq-2022-41678,HIGH,4.1.1,5.15.16,2007-04-02 07:16:42,2023-10-26 00:19:03,"6050 days, 17:02:21",GHSA-53v4-42fg-g287,"BIT-activemq-2022-41678, CVE-2022-41678",2024-05-31T21:08:16.273933Z,2023-11-28T18:30:23Z,HIGH
org.apache.activemq:apache-activemq,CVE-2012-6551,MODERATE,4.1.1,5.7.0,2007-04-02 07:16:42,2012-10-02 09:16:09,"2010 days, 1:59:27",GHSA-34fp-xvxp-rg22,CVE-2012-6551,2024-03-14T23:01:40.796384Z,2022-05-17T03:46:32Z,MODERATE
org.apache.activemq:apache-activemq,BIT-activemq-2024-32114,HIGH,6.0.0,6.1.1,2023-11-13 23:59:25,2024-04-01 11:10:20,"139 days, 11:10:55",GHSA-gj5m-m88j-v7c3,"BIT-activemq-2024-32114, CVE-2024-32114",2024-05-04T08:11:42.112926Z,2024-05-02T09:30:48Z,HIGH
org.apache.camel:camel-http4,CVE-2015-5348,HIGH,2.3.0,2.14.4,2010-05-22 13:00:17,2015-11-06 09:57:57,"1993 days, 20:57:40",GHSA-26v6-w6fw-rh94,CVE-2015-5348,2024-03-09T05:20:21.633510Z,2018-10-16T23:12:20Z,HIGH
org.apache.calcite:calcite-druid,CVE-2020-13955,MODERATE,1.8.0,1.25.0,2016-06-08 19:52:29,2020-08-08 20:12:47,"1522 days, 0:20:18",GHSA-hxp5-8pgq-mgv9,CVE-2020-13955,2023-11-08T04:02:24.261790Z,2021-04-22T16:14:14Z,MODERATE
org.apache.camel:camel-http,CVE-2015-5348,HIGH,1.0.0,2.14.4,2007-07-02 12:02:34,2015-11-06 09:57:04,"3048 days, 21:54:30",GHSA-26v6-w6fw-rh94,CVE-2015-5348,2024-03-09T05:20:21.633510Z,2018-10-16T23:12:20Z,HIGH
org.apache.accumulo:accumulo-shell,CVE-2023-34340,CRITICAL,2.1.0,2.1.0,2022-10-26 22:49:31,2022-10-26 22:49:31,0:00:00,GHSA-hp5w-w29m-vg63,CVE-2023-34340,2024-10-09T19:46:34Z,2023-06-21T09:30:15Z,CRITICAL
org.apache.accumulo:accumulo-master,CVE-2020-17533,HIGH,1.6.0,1.10.0,2014-04-29 14:26:42,2020-08-27 08:59:04,"2311 days, 18:32:22",GHSA-grc3-8q8m-4j7c,CVE-2020-17533,2024-02-16T08:05:55.194537Z,2022-02-09T22:37:59Z,HIGH
org.apache.camel:camel-http-common,CVE-2015-5348,HIGH,2.16.0,2.16.0,2015-10-05 09:14:14,2015-10-05 09:14:14,0:00:00,GHSA-26v6-w6fw-rh94,CVE-2015-5348,2024-03-09T05:20:21.633510Z,2018-10-16T23:12:20Z,HIGH
org.apache.bookkeeper:bookkeeper-common,CVE-2022-32531,MODERATE,4.6.0,4.15.0,2017-12-15 18:55:45,2022-04-29 12:48:38,"1595 days, 17:52:53",GHSA-gxq5-79m2-gvvq,"CVE-2022-32531, PYSEC-2022-43060",2024-02-16T08:13:45.163019Z,2022-12-15T21:30:29Z,MODERATE
org.alluxio:alluxio-core-common,CVE-2022-23848,CRITICAL,1.0.0,2.6.2-4,2016-02-23 01:04:53,2022-03-24 15:34:42,"2221 days, 14:29:49",GHSA-j3ch-vjph-8q6v,CVE-2022-23848,2024-02-19T05:30:26.222607Z,2022-02-21T00:00:19Z,CRITICAL
org.apache.camel:camel-netty,CVE-2020-11973,CRITICAL,3.0.0,3.1.0,2019-11-24 13:28:37,2020-02-20 13:48:49,"88 days, 0:20:12",GHSA-h79p-32mx-fjj9,CVE-2020-11973,2023-11-08T04:02:07.992722Z,2020-05-21T21:09:04Z,CRITICAL
org.apache.activemq:artemis-core-client,CVE-2021-4040,MODERATE,1.0.0,2.19.0,2015-05-21 07:39:33,2021-10-11 11:49:17,"2335 days, 4:09:44",GHSA-gf8c-j759-86mg,CVE-2021-4040,2023-11-08T04:06:47.528704Z,2022-08-25T00:00:27Z,MODERATE
org.apache.activemq:artemis-core-client,CVE-2022-23913,HIGH,1.0.0,2.19.0,2015-05-21 07:39:33,2021-10-11 11:49:17,"2335 days, 4:09:44",GHSA-pr38-qpxm-g88x,CVE-2022-23913,2024-02-21T05:41:32.704182Z,2022-02-06T00:00:55Z,HIGH
org.apache.axis2:axis2,CVE-2012-5785,MODERATE,1.1,1.7.9,2006-11-15 13:19:43,2018-11-15 16:01:32,"4383 days, 2:41:49",GHSA-wwq7-pxwc-p4rc,CVE-2012-5785,2023-11-08T03:57:10.399220Z,2022-05-17T01:38:56Z,MODERATE
org.apache.axis2:axis2,CVE-2012-4418,MODERATE,1.1,1.7.8,2006-11-15 13:19:43,2018-05-19 11:01:53,"4202 days, 21:42:10",GHSA-88r4-38gc-97p4,CVE-2012-4418,2024-02-16T08:07:50.485424Z,2022-05-17T05:16:12Z,MODERATE
org.apache.axis2:axis2,CVE-2012-5351,MODERATE,1.1,1.6.3,2006-11-15 13:19:43,2015-06-27 16:10:59,"3146 days, 2:51:16",GHSA-66rx-gqx3-p98m,CVE-2012-5351,2023-11-08T03:57:08.257860Z,2022-05-13T01:01:04Z,MODERATE
org.apache.activemq:activemq-openwire-legacy,BIT-activemq-2023-46604,CRITICAL,5.8.0,5.17.5,2013-02-06 08:18:43,2023-06-28 04:26:17,"3793 days, 20:07:34",GHSA-crg9-44h2-xw35,"BIT-activemq-2023-46604, CVE-2023-46604",2024-02-17T05:36:54.720233Z,2023-10-27T15:30:20Z,CRITICAL
org.apache.atlas:apache-atlas,CVE-2022-34271,HIGH,1.0.0-alpha,2.2.0,2018-01-25 12:35:29,2021-08-17 11:51:34,"1299 days, 23:16:05",GHSA-p782-4j23-xqcg,CVE-2022-34271,2023-11-08T04:09:45.334674Z,2022-12-14T09:30:24Z,HIGH
org.apache.atlas:apache-atlas,CVE-2020-13928,MODERATE,0.5-incubating,0.8.4,2015-09-28 00:49:11,2019-06-21 22:44:50,"1362 days, 21:55:39",GHSA-h6xq-3h62-99qx,CVE-2020-13928,2023-11-08T04:02:22.704999Z,2022-02-10T20:51:46Z,MODERATE
org.apache.atlas:apache-atlas,CVE-2019-10070,MODERATE,0.5-incubating,0.8.3,2015-09-28 00:49:11,2018-10-31 15:20:39,"1129 days, 14:31:28",GHSA-v62j-fcxq-j239,CVE-2019-10070,2023-11-08T04:00:39.434638Z,2020-01-08T17:26:53Z,MODERATE
org.apache.activemq:artemis-pom,CVE-2016-4978,HIGH,1.0.0,1.3.0,2015-05-21 07:37:29,2016-06-09 04:54:20,"384 days, 21:16:51",GHSA-r9vv-xj4w-g8m8,CVE-2016-4978,2024-03-13T05:31:35.292422Z,2022-05-13T01:11:53Z,HIGH
org.apache.camel:camel-jackson,CVE-2016-8749,CRITICAL,2.0-M2,2.18.1,2009-06-12 01:32:06,2016-11-27 08:21:23,"2725 days, 6:49:17",GHSA-vvjc-q5vr-52q6,CVE-2016-8749,2024-03-09T05:16:21.431490Z,2018-10-16T23:13:00Z,CRITICAL
org.apache.brooklyn:brooklyn,CVE-2016-8744,HIGH,0.7.0-incubating,0.9.0,2015-07-15 01:27:38,2016-04-08 05:07:34,"268 days, 3:39:56",GHSA-9cqh-5x6g-wgm9,CVE-2016-8744,2023-11-08T03:58:36.958644Z,2022-05-17T00:36:06Z,HIGH
org.apache.brooklyn:brooklyn,CVE-2017-3165,MODERATE,0.7.0-incubating,0.9.0,2015-07-15 01:27:38,2016-04-08 05:07:34,"268 days, 3:39:56",GHSA-j3g9-3fvv-gqfp,CVE-2017-3165,2023-11-08T03:59:20.773184Z,2022-05-17T00:47:43Z,MODERATE
org.apache.activemq:activemq-parent,BIT-activemq-2021-26117,HIGH,4.1.1,5.16.0,2007-04-02 10:39:29,2020-06-24 22:30:58,"4832 days, 11:51:29",GHSA-9mgm-gcq8-86wq,"BIT-activemq-2021-26117, CVE-2021-26117",2024-03-14T21:50:07.286160Z,2021-06-16T17:39:35Z,HIGH
org.apache.activemq:activemq-parent,BIT-activemq-2020-13920,MODERATE,4.1.1,5.15.11,2007-04-02 10:39:29,2019-11-20 08:34:16,"4614 days, 21:54:47",GHSA-xgrx-xpv2-6vp4,"BIT-activemq-2020-13920, CVE-2020-13920",2024-03-14T22:03:23.572709Z,2022-02-09T22:15:00Z,MODERATE
org.apache.activemq:activemq-parent,CVE-2010-1244,MODERATE,4.1.1,5.3.0,2007-04-02 10:39:29,2009-10-08 03:28:38,"919 days, 16:49:09",GHSA-33j4-8vcr-f79v,CVE-2010-1244,2024-02-22T05:20:21.183566Z,2022-05-02T06:20:35Z,MODERATE
org.apache.activemq:activemq-parent,CVE-2010-0684,LOW,4.1.1,5.3.0,2007-04-02 10:39:29,2009-10-08 03:28:38,"919 days, 16:49:09",GHSA-mxf7-pv8q-294h,CVE-2010-0684,2024-02-21T19:16:05.367783Z,2022-05-02T06:14:45Z,LOW
org.apache.activemq:activemq-parent,BIT-activemq-2020-13947,MODERATE,4.1.1,5.16.0,2007-04-02 10:39:29,2020-06-24 22:30:58,"4832 days, 11:51:29",GHSA-66gw-ch5v-74v8,"BIT-activemq-2020-13947, CVE-2020-13947",2024-03-14T22:02:52.092568Z,2022-02-09T22:01:32Z,MODERATE
org.apache.activemq:activemq-parent,BIT-activemq-2020-11998,CRITICAL,5.15.12,5.15.12,2020-03-13 03:15:27,2020-03-13 03:15:27,0:00:00,GHSA-wqfh-9m4g-7x6x,"BIT-activemq-2020-11998, CVE-2020-11998",2024-03-14T21:56:27Z,2022-02-09T22:14:58Z,CRITICAL
org.apache.activemq:activemq-parent,CVE-2017-15709,LOW,5.14.0,5.15.2,2016-08-02 06:14:36,2017-10-17 07:17:33,"441 days, 1:02:57",GHSA-7qm4-p377-fr2r,CVE-2017-15709,2024-02-16T08:10:24.193433Z,2022-05-13T01:11:29Z,LOW
org.apache.activemq:artemis-openwire-protocol,CVE-2021-26118,HIGH,1.0.0,2.15.0,2015-05-21 07:42:14,2020-08-24 11:35:57,"1922 days, 3:53:43",GHSA-q7fr-vqhq-v5xr,CVE-2021-26118,2024-02-16T08:13:39.562110Z,2021-06-16T17:39:05Z,HIGH
org.apache.activemq:activemq-client,CVE-2015-5254,CRITICAL,5.8.0,5.12.1,2013-02-06 08:16:48,2015-10-12 10:27:41,"978 days, 2:10:53",GHSA-q9hr-3pg4-3jp4,CVE-2015-5254,2024-02-21T05:31:33.245914Z,2022-05-13T01:30:05Z,CRITICAL
org.apache.activemq:activemq-client,CVE-2014-3576,HIGH,5.8.0,5.10.2,2013-02-06 08:16:48,2015-02-13 10:54:32,"737 days, 2:37:44",GHSA-3wfj-vh84-732p,CVE-2014-3576,2024-02-16T08:22:32.608173Z,2022-05-14T01:14:52Z,HIGH
org.apache.activemq:activemq-client,CVE-2014-8110,MODERATE,5.8.0,5.10.0,2013-02-06 08:16:48,2014-06-05 05:52:10,"483 days, 21:35:22",GHSA-9cvr-8xq4-2m73,CVE-2014-8110,2024-03-14T23:01:13.631977Z,2022-05-14T01:14:52Z,MODERATE
org.apache.activemq:activemq-client,CVE-2016-3088,CRITICAL,5.8.0,5.13.5,2013-02-06 08:16:48,2016-12-16 10:19:48,"1409 days, 2:03:00",GHSA-rxqh-fc23-gxp2,CVE-2016-3088,2024-07-25T13:48:59.127094Z,2022-05-14T01:14:51Z,CRITICAL
org.apache.activemq:activemq-client,CVE-2018-11775,HIGH,5.8.0,5.15.5,2013-02-06 08:16:48,2018-08-06 05:31:51,"2006 days, 21:15:03",GHSA-m9w8-v359-9ffr,CVE-2018-11775,2024-02-16T08:22:46.508156Z,2018-10-19T16:42:27Z,HIGH
org.apache.activemq:activemq-client,CVE-2014-3600,CRITICAL,5.8.0,5.10.0,2013-02-06 08:16:48,2014-06-05 05:52:10,"483 days, 21:35:22",GHSA-4vhf-2hv7-8mrx,CVE-2014-3600,2024-02-21T05:19:43.254048Z,2022-05-14T01:14:52Z,CRITICAL
org.apache.activemq:activemq-client,CVE-2015-1830,MODERATE,5.8.0,5.10.2,2013-02-06 08:16:48,2015-02-13 10:54:32,"737 days, 2:37:44",GHSA-3v63-f83x-37x4,CVE-2015-1830,2024-02-21T05:26:30.546486Z,2022-05-14T01:14:51Z,MODERATE
org.apache.activemq:activemq-client,CVE-2019-0222,HIGH,5.8.0,5.15.8,2013-02-06 08:16:48,2018-11-14 09:46:23,"2107 days, 1:29:35",GHSA-jpv3-g4cc-6vfx,CVE-2019-0222,2024-03-14T22:16:37.154401Z,2019-04-02T15:46:42Z,HIGH
org.apache.activemq:activemq-client,CVE-2016-6810,MODERATE,5.8.0,5.13.5,2013-02-06 08:16:48,2016-12-16 10:19:48,"1409 days, 2:03:00",GHSA-5jg4-p78r-p5j3,CVE-2016-6810,2024-03-14T22:32:48.469103Z,2022-05-14T01:06:24Z,MODERATE
org.apache.activemq:activemq-client,BIT-activemq-2023-46604,CRITICAL,5.8.0,5.17.5,2013-02-06 08:16:48,2023-06-28 04:23:49,"3793 days, 20:07:01",GHSA-crg9-44h2-xw35,"BIT-activemq-2023-46604, CVE-2023-46604",2024-02-17T05:36:54.720233Z,2023-10-27T15:30:20Z,CRITICAL
org.apache.activemq:activemq-client,CVE-2016-0782,MODERATE,5.8.0,5.13.1,2013-02-06 08:16:48,2016-02-02 10:03:43,"1091 days, 1:46:55",GHSA-8rcq-p4gh-vmj8,CVE-2016-0782,2024-03-14T22:46:12.526712Z,2022-05-14T01:14:51Z,MODERATE
org.apache.activemq:activemq-client,CVE-2016-0734,MODERATE,5.8.0,5.11.4,2013-02-06 08:16:48,2016-02-03 11:20:55,"1092 days, 3:04:07",GHSA-w525-w93j-rxgm,CVE-2016-0734,2024-03-14T22:46:39.236378Z,2022-05-14T01:14:51Z,MODERATE
org.apache.activemq:activemq-client,CVE-2015-7559,MODERATE,5.8.0,5.14.4,2013-02-06 08:16:48,2017-02-27 05:48:14,"1481 days, 21:31:26",GHSA-jvpp-hxjj-5ccc,CVE-2015-7559,2024-02-16T08:17:27.519482Z,2019-08-01T19:17:45Z,MODERATE
org.apache.activemq:activemq-client,CVE-2013-1879,MODERATE,5.8.0,5.8.0,2013-02-06 08:16:48,2013-02-06 08:16:48,0:00:00,GHSA-mfhr-3xmc-r2gg,CVE-2013-1879,2024-02-21T05:36:44.020907Z,2022-05-17T01:36:25Z,MODERATE
org.apache-extras.beanshell:bsh,CVE-2016-2510,HIGH,2.0b5,2.0b5,2015-01-12 18:08:50,2015-01-12 18:08:50,0:00:00,GHSA-gxg6-rc6c-v673,CVE-2016-2510,2023-11-08T03:58:24.404260Z,2022-05-13T01:14:25Z,HIGH
org.apache.activemq:activemq-web-console,CVE-2018-8006,MODERATE,5.0.0,5.15.5,2007-12-13 02:39:30,2018-08-06 05:36:49,"3889 days, 2:57:19",GHSA-hvwm-2624-rp9x,CVE-2018-8006,2024-03-14T22:16:11.609966Z,2018-10-30T20:48:58Z,MODERATE
org.apache.activemq:activemq-web-console,BIT-activemq-2020-1941,MODERATE,5.0.0,5.15.11,2007-12-13 02:39:30,2019-11-20 09:20:53,"4360 days, 6:41:23",GHSA-cc94-3v9c-7rm8,"BIT-activemq-2020-1941, CVE-2020-1941",2024-03-14T21:50:10.151916Z,2020-05-21T21:08:56Z,MODERATE
org.apache.activemq:activemq-web-console,CVE-2010-1587,MODERATE,5.0.0,5.3.1,2007-12-13 02:39:30,2010-03-18 07:36:42,"826 days, 4:57:12",GHSA-v2c9-9m8v-8jjm,CVE-2010-1587,2024-03-15T15:51:02.488401Z,2022-05-14T02:45:01Z,MODERATE
org.apache.camel:camel-castor,CVE-2017-12634,CRITICAL,2.1.0,2.20.0,2009-11-30 22:17:27,2017-10-07 10:41:30,"2867 days, 12:24:03",GHSA-vf4q-8mr7-5c5c,CVE-2017-12634,2024-02-16T08:11:59.175995Z,2018-10-16T23:05:58Z,CRITICAL
org.apache.activemq:activemq-jaas,CVE-2015-6524,MODERATE,5.0.0,5.10.1,2007-12-13 02:39:42,2015-01-15 07:58:58,"2590 days, 5:19:16",GHSA-23cr-5hr4-rgwv,CVE-2015-6524,2024-02-21T05:29:52.441399Z,2022-05-17T03:22:06Z,MODERATE
org.apache.activemq:activemq-jaas,CVE-2014-3612,HIGH,5.0.0,5.10.0,2007-12-13 02:39:42,2014-06-05 05:55:32,"2366 days, 3:15:50",GHSA-72m6-23ff-7q26,CVE-2014-3612,2024-02-21T05:32:58.708490Z,2022-05-14T01:14:52Z,HIGH
org.apache.calcite:calcite-core,CVE-2022-39135,CRITICAL,0.9.1-incubating,1.31.0,2014-10-06 10:43:56,2022-07-29 04:52:07,"2852 days, 18:08:11",GHSA-fj2m-w3wv-x9pr,CVE-2022-39135,2023-11-08T04:10:14.320942Z,2022-09-12T00:00:34Z,CRITICAL
org.apache.calcite:calcite-core,CVE-2020-13955,MODERATE,0.9.1-incubating,1.25.0,2014-10-06 10:43:56,2020-08-08 20:12:46,"2133 days, 9:28:50",GHSA-hxp5-8pgq-mgv9,CVE-2020-13955,2023-11-08T04:02:24.261790Z,2021-04-22T16:14:14Z,MODERATE
org.apache.helix:helix,CVE-2022-47500,MODERATE,0.8.0,1.0.4,2018-01-31 12:08:12,2022-06-09 13:34:54,"1590 days, 1:26:42",GHSA-mhxg-2xf7-4xwx,CVE-2022-47500,2023-11-08T04:11:00.410301Z,2022-12-19T12:30:23Z,MODERATE
org.apache.helix:helix,CVE-2024-22281,HIGH,0.6.0-incubating,1.4.0,2013-01-09 13:46:14,2024-06-18 18:20:30,"4178 days, 4:34:16",GHSA-6247-7862-q2pq,CVE-2024-22281,2024-08-21T20:27:34.768346Z,2024-08-21T00:30:29Z,HIGH
org.apache.james:james-project,CVE-2017-12628,HIGH,1.1,3.0.0,2007-05-31 02:48:44,2017-07-18 02:06:33,"3700 days, 23:17:49",GHSA-xj7q-q94c-6wr3,CVE-2017-12628,2024-02-16T08:05:09.459478Z,2022-05-17T00:25:34Z,HIGH
org.apache.camel:camel-xmljson,CVE-2019-0188,HIGH,2.10.0,2.23.4,2012-06-27 16:34:05,2019-09-15 10:59:45,"2635 days, 18:25:40",GHSA-h896-mx9x-g32g,CVE-2019-0188,2023-11-08T04:00:30.615560Z,2019-05-29T18:15:50Z,HIGH
org.apache.kafka:kafka_2.12,BIT-kafka-2021-38153,MODERATE,2.0.0,2.8.0,2018-07-24 07:39:40,2021-04-14 10:15:46,"995 days, 2:36:06",GHSA-3j6g-hxx5-3q26,"BIT-kafka-2021-38153, CGA-6xhq-ggm7-4q2r, CVE-2021-38153",2024-10-22T05:28:59.273186Z,2021-09-23T23:18:58Z,MODERATE
org.apache.cxf.fediz:fediz-spring3,CVE-2017-12631,MODERATE,1.4.0,1.4.2,2017-04-25 04:37:36,2017-09-12 08:12:04,"140 days, 3:34:28",GHSA-fv7x-4hpc-hf9f,CVE-2017-12631,2024-04-12T21:16:19.586447Z,2018-10-18T16:57:21Z,MODERATE
org.apache.cxf.fediz:fediz-spring3,CVE-2018-8038,HIGH,1.4.0,1.4.3,2017-04-25 04:37:36,2017-11-23 06:40:26,"212 days, 2:02:50",GHSA-w3gh-g32m-cvhr,CVE-2018-8038,2023-11-08T04:00:25.225829Z,2018-10-18T16:56:47Z,HIGH
org.apache.hbase:hbase-thrift,CVE-2018-8025,HIGH,0.96.0-hadoop1,2.0.0,2013-10-11 15:19:21,2018-05-03 10:49:14,"1664 days, 19:29:53",GHSA-r86j-2gc6-2cq9,CVE-2018-8025,2024-03-04T23:46:11.539766Z,2018-10-18T18:05:02Z,HIGH
org.apache.geronimo.plugins:console,CVE-2009-0039,MODERATE,2.1,2.1.3,2008-02-18 08:11:42,2008-09-15 20:03:07,"210 days, 11:51:25",GHSA-678x-xfp4-r92r,CVE-2009-0039,2024-02-26T22:32:38.524855Z,2022-05-02T03:12:31Z,MODERATE
org.apache.geronimo.plugins:console,CVE-2008-5518,HIGH,2.1,2.1.3,2008-02-18 08:11:42,2008-09-15 20:03:07,"210 days, 11:51:25",GHSA-xm92-rf24-h74w,CVE-2008-5518,2024-02-26T22:43:42.021090Z,2022-05-14T02:40:10Z,HIGH
org.apache.geronimo.plugins:console,CVE-2009-0038,MODERATE,2.1,2.1.3,2008-02-18 08:11:42,2008-09-15 20:03:07,"210 days, 11:51:25",GHSA-c372-x57p-6x7v,CVE-2009-0038,2024-02-26T22:43:42.101796Z,2022-05-02T03:12:29Z,MODERATE
org.apache.dolphinscheduler:dolphinscheduler-alert-plugins,CVE-2022-45462,CRITICAL,2.0.1,2.0.5,2021-12-13 07:06:56,2022-03-02 04:34:25,"78 days, 21:27:29",GHSA-wqg7-mx6p-2rw3,CVE-2022-45462,2023-11-08T04:10:53.027178Z,2022-11-23T09:30:24Z,CRITICAL
org.apache.cxf.fediz:fediz-spring2,CVE-2017-12631,MODERATE,1.1.0,1.4.2,2013-11-04 13:35:51,2017-09-12 08:11:35,"1407 days, 18:35:44",GHSA-fv7x-4hpc-hf9f,CVE-2017-12631,2024-04-12T21:16:19.586447Z,2018-10-18T16:57:21Z,MODERATE
org.apache.cxf.fediz:fediz-spring2,CVE-2018-8038,HIGH,1.1.0,1.3.3,2013-11-04 13:35:51,2017-11-23 08:28:42,"1479 days, 18:52:51",GHSA-w3gh-g32m-cvhr,CVE-2018-8038,2023-11-08T04:00:25.225829Z,2018-10-18T16:56:47Z,HIGH
org.apache.cxf.fediz:fediz-spring2,CVE-2017-7661,MODERATE,1.1.0,1.2.3,2013-11-04 13:35:51,2016-09-02 02:56:52,"1032 days, 13:21:01",GHSA-whw7-h25v-9qvx,CVE-2017-7661,2023-11-08T03:59:25.598320Z,2018-10-18T16:56:38Z,MODERATE
org.apache.cxf.fediz:fediz-spring2,CVE-2016-4464,HIGH,1.2.0,1.3.0,2015-04-24 10:59:31,2016-03-27 13:59:36,"338 days, 3:00:05",GHSA-qpwj-mvv7-v3m9,CVE-2016-4464,2023-11-08T03:58:28.995009Z,2018-10-18T16:57:10Z,HIGH
org.apache.cxf:cxf-rt-transports-http,CVE-2024-41172,LOW,4.0.0,3.6.3,2022-12-18 06:51:43,2024-03-07 09:30:45,"445 days, 2:39:02",GHSA-4mgg-fqfq-64hg,CVE-2024-41172,2024-07-19T19:42:16.063904Z,2024-07-19T09:32:06Z,LOW
org.apache.cxf:cxf-rt-transports-http,CVE-2012-5575,MODERATE,2.5.0,2.7.3,2011-10-28 15:29:08,2013-01-28 16:07:28,"458 days, 0:38:20",GHSA-7v5v-9v8r-w864,CVE-2012-5575,2024-02-22T05:31:42.015416Z,2022-05-13T01:09:21Z,MODERATE
org.apache.karaf.config:org.apache.karaf.config.core,CVE-2019-0226,MODERATE,3.0.0.RC1,3.0.10,2013-03-11 19:32:29,2020-01-05 21:38:47,"2491 days, 2:06:18",GHSA-fjw4-39pg-vf4f,CVE-2019-0226,2023-11-08T04:00:32.092843Z,2022-05-24T16:45:24Z,MODERATE
org.apache.dolphinscheduler:dolphinscheduler-service,CVE-2023-49620,MODERATE,1.3.0,2.0.9,2020-06-17 04:39:35,2023-05-30 06:02:08,"1077 days, 1:22:33",GHSA-r44q-98gx-pmh2,CVE-2023-49620,2024-02-16T08:24:05.222859Z,2023-11-30T09:30:32Z,MODERATE
org.apache.cxf:cxf-core,CVE-2022-46364,CRITICAL,3.0.0-milestone1,3.5.4,2013-11-20 12:21:19,2022-10-03 10:30:38,"3238 days, 22:09:19",GHSA-x3x3-qwjq-8gj4,CVE-2022-46364,2023-11-08T04:10:56.313603Z,2022-12-13T18:30:26Z,CRITICAL
org.apache.cxf:cxf-core,CVE-2022-46363,HIGH,3.0.0-milestone1,3.5.4,2013-11-20 12:21:19,2022-10-03 10:30:38,"3238 days, 22:09:19",GHSA-3w37-5p3p-jv92,CVE-2022-46363,2024-02-16T08:04:58.630125Z,2022-12-13T15:30:27Z,HIGH
org.apache.cxf:cxf-core,CVE-2024-28752,CRITICAL,3.0.0-milestone1,4.0.3,2013-11-20 12:21:19,2023-09-13 10:16:46,"3583 days, 21:55:27",GHSA-qmgx-j96g-4428,CVE-2024-28752,2024-08-02T15:49:40.936825Z,2024-03-15T12:30:37Z,CRITICAL
org.apache.cxf:cxf-core,CVE-2017-5653,MODERATE,3.0.0-milestone1,3.1.10,2013-11-20 12:21:19,2017-01-27 10:28:43,"1163 days, 22:07:24",GHSA-hgg6-8x62-m9gf,CVE-2017-5653,2024-02-22T05:32:13.853013Z,2022-05-13T01:09:19Z,MODERATE
org.apache.cxf:cxf-core,CVE-2016-6812,MODERATE,3.0.0-milestone1,3.1.8,2013-11-20 12:21:19,2016-10-14 11:20:21,"1058 days, 22:59:02",GHSA-vw2c-5wph-v92r,CVE-2016-6812,2024-02-22T05:34:42.266110Z,2022-05-13T01:09:20Z,MODERATE
org.apache.cxf:cxf-core,CVE-2017-5656,HIGH,3.0.0-milestone1,3.1.10,2013-11-20 12:21:19,2017-01-27 10:28:43,"1163 days, 22:07:24",GHSA-v936-x3j5-c76j,CVE-2017-5656,2024-02-22T05:34:09.525375Z,2022-05-13T01:09:19Z,HIGH
org.apache.cxf:cxf-core,CVE-2016-8739,HIGH,3.0.0-milestone1,3.1.8,2013-11-20 12:21:19,2016-10-14 11:20:21,"1058 days, 22:59:02",GHSA-x7xf-253v-x3w8,CVE-2016-8739,2024-02-22T05:32:37.182266Z,2022-05-13T01:09:20Z,HIGH
