',artifact_name,release_version,timestamp,cve_id,cve_severity,clean_release_version
254,com.wutka:jox,1.16,2006-07-23,CVE-2021-43142,MODERATE,1.16
255,com.xnx3.wangmarket:wangmarket,5.6.17,2022-09-28,CVE-2023-6886,MODERATE,5.6.17
256,com.xuxueli:xxl-job,2.4.0,2023-03-23,CVE-2024-24113,HIGH,2.4.0
257,com.xuxueli:xxl-job-core,2.4.1,2024-04-17,CVE-2024-42681,HIGH,2.4.1
258,com.xuxueli:xxl-rpc-core,1.7.0,2022-10-02,CVE-2023-45146,CRITICAL,1.7.0
259,com.yahoo.elide:elide-core,4.5.13,2020-02-15,CVE-2020-5289,HIGH,4.5.13
260,com.yahoo.elide:elide-datastore-aggregation,6.1.3,2022-03-31,CVE-2022-24827,HIGH,6.1.3
261,com.zaxxer:nuprocess,2.0.4,2022-08-18,CVE-2022-39243,HIGH,2.0.4
262,commons-beanutils:commons-beanutils,1.9.3,2016-09-21,CVE-2019-10086,HIGH,1.9.3
263,commons-collections:commons-collections,3.2.1,2008-04-14,CVE-2015-6420,HIGH,3.2.1
264,commons-fileupload:commons-fileupload,1.4,2018-12-23,CVE-2023-24998,HIGH,1.4
265,commons-httpclient:commons-httpclient,3.1-beta1,2006-10-31,CVE-2012-5783,MODERATE,3.1
266,commons-io:commons-io,2.13.0,2023-06-03,CVE-2024-47554,HIGH,2.13.0
267,commons-jelly:commons-jelly,1.0-beta-4.20030104.110205,2005-10-14,CVE-2017-12621,CRITICAL,1.0
268,commons-jxpath:commons-jxpath,1.3,2008-08-13,UNKNOWN,CRITICAL,1.3
269,commons-net:commons-net,3.8.0,2021-02-13,CVE-2021-37533,MODERATE,3.8.0
270,de.averbis.textanalysis:pear-archetype,2.0.0,2021-10-01,UNKNOWN,CRITICAL,2.0.0
271,de.codecentric:spring-boot-admin,3.0.0-M5,2022-10-22,CVE-2022-46166,HIGH,3.0.0
272,de.codecentric:spring-boot-admin-server,3.1.1,2023-07-07,CVE-2023-38286,HIGH,3.1.1
273,de.gematik.refv.commons:commons,2.5.0,2024-08-15,CVE-2024-46984,HIGH,2.5.0
274,de.grobmeier.json:jjson,0.1.7,2016-07-09,CVE-2023-35110,HIGH,0.1.7
275,de.ipb-halle:molecularfaces,0.2.0,2021-03-05,CVE-2024-0758,MODERATE,0.2.0
276,de.mhus.ports:vaadin-shared-deps,7.4.0,2022-03-21,CVE-2018-10237,MODERATE,7.4.0
277,de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.api.datasets-asl,1.10.0,2018-09-10,CVE-2019-11082,HIGH,1.10.0
278,de.tum.in.ase:artemis-java-test-sandbox,1.11.1,2022-12-11,CVE-2024-23681,HIGH,1.11.1
279,dnsjava:dnsjava,3.5.3,2023-11-11,UNKNOWN,MODERATE,3.5.3
280,dom4j:dom4j,1.6.1,2005-08-01,CVE-2020-10683,CRITICAL,1.6.1
281,edu.gemini:gsp-graphql-core_2.13,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
282,edu.gemini:gsp-graphql-core_3,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
283,edu.gemini:gsp-graphql-core_native0.4_2.13,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
284,edu.gemini:gsp-graphql-core_native0.4_3,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
285,edu.gemini:gsp-graphql-core_sjs1_2.13,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
286,edu.gemini:gsp-graphql-core_sjs1_3,0.14.0,2023-10-11,CVE-2023-50730,HIGH,0.14.0
287,edu.stanford.nlp:stanford-corenlp,4.3.2,2021-11-18,CVE-2022-0198,MODERATE,4.3.2
288,edu.stanford.nlp:stanford-parser,3.9.2,2018-10-17,CVE-2023-39020,CRITICAL,3.9.2
289,edu.vt.middleware:vt-ldap,3.3.7,2013-07-11,CVE-2014-3607,MODERATE,3.3.7
290,eu.hinsch:spring-boot-actuator-logview,0.2.12,2016-05-03,CVE-2021-21234,HIGH,0.2.12
291,fish.payara.api:payara-bom,5.2022.2,2022-04-19,CVE-2022-37422,HIGH,5.2022.2
292,fr.turri:aXMLRPC,1.12.0,2018-03-31,CVE-2020-36641,CRITICAL,1.12.0
293,geronimo:geronimo-console-standard,1.0-M5,2005-11-22,CVE-2006-0254,MODERATE,1.0
294,hudson.plugins.filesystem_scm:filesystem_scm,1.9,2010-09-21,CVE-2019-10375,MODERATE,1.9
295,hudson.plugins.klaros:klaros-testmanagement,1.1,2010-05-20,CVE-2019-10282,MODERATE,1.1
296,hudson.plugins.sctmexecutor:SCTMExecutor,1.5.1,2010-05-20,CVE-2019-16568,MODERATE,1.5.1
297,hudson.plugins:starteam,0.6.3,2010-08-05,CVE-2019-10277,HIGH,0.6.3
298,io.airlift:aircompressor,0.26,2024-02-08,CVE-2024-36114,HIGH,0.26
299,io.antmedia:ant-media-server,2.9.0,2024-04-05,CVE-2024-3462,MODERATE,2.9.0
300,io.apiman:apiman-distro-vertx,3.0.0.RC6,2022-11-28,UNKNOWN,HIGH,3.0.0
301,io.apiman:apiman-gateway-platforms-vertx,1.1.5.Final,2015-07-21,UNKNOWN,HIGH,1.1.5
302,io.apiman:apiman-manager-api-rest-impl,3.1.0.RC6,2023-03-21,CVE-2023-28640,MODERATE,3.1.0
303,io.arrow-kt:arrow-ank-gradle,0.8.2,2018-12-31,CVE-2019-11404,MODERATE,0.8.2
304,io.atomix:atomix,3.1.5,2019-01-16,CVE-2020-35214,HIGH,3.1.5
305,io.dataease:dataease-plugin-common,1.18.9,2023-07-28,CVE-2023-40771,HIGH,1.18.9
306,io.digdag:digdag-server,0.10.5,2023-02-14,CVE-2024-25125,MODERATE,0.10.5
307,io.dropwizard:dropwizard-validation,2.0.2,2020-02-19,CVE-2020-11002,HIGH,2.0.2
308,io.fabric8:fabric8-maven-plugin,4.4.2,2022-07-21,CVE-2020-10721,HIGH,4.4.2
309,io.fabric8:kubernetes-client,5.11.1,2021-12-24,CVE-2021-4178,MODERATE,5.11.1
310,io.fusionauth:fusionauth-java-client,1.41.0,2022-11-10,CVE-2022-45921,HIGH,1.41.0
311,io.github.1tchy.java9modular.org.apache.commons:commons-compress,1.18.1,2019-08-07,CVE-2019-12402,HIGH,1.18.1
312,io.github.classgraph:classgraph,4.8.111,2021-08-03,CVE-2021-47621,MODERATE,4.8.111
313,io.github.javaezlib:JavaEZ,1.6,2022-05-10,CVE-2022-29249,HIGH,1.6
314,io.github.karlatemp:unsafe-accessor,1.6.2,2021-09-15,CVE-2022-31139,MODERATE,1.6.2
315,io.github.microcks:microcks,1.8.1-M1,2023-11-28,CVE-2023-48910,CRITICAL,1.8.1
316,io.github.microcks:microcks-app,1.9.1-fix-1,2024-05-30,CVE-2024-44076,MODERATE,1.9.1
317,io.github.skylot:jadx-core,1.4.7,2023-04-20,UNKNOWN,LOW,1.4.7
318,io.github.skylot:jadx-plugins-api,1.4.4,2022-08-20,CVE-2022-39259,MODERATE,1.4.4
319,io.github.talelin:lin-cms-core,0.2.0-RC2,2020-07-13,CVE-2022-44244,MODERATE,0.2.0
320,io.gitlab.arturbosch.detekt:detekt-core,1.20.0-RC2,2022-03-31,CVE-2022-0272,HIGH,1.20.0
321,io.gravitee.apim:gravitee-api-management,3.15.12,2022-07-08,CVE-2022-38723,HIGH,3.15.12
322,io.grpc:grpc-protobuf,1.52.1,2023-01-13,CVE-2023-1428,HIGH,1.52.1
323,io.hawt:hawtio-core,2.4.0,2018-12-18,CVE-2019-9827,CRITICAL,2.4.0
324,io.hawt:project,2.17.2,2023-04-27,CVE-2023-33544,MODERATE,2.17.2
325,io.jooby:jooby,2.8.1,2020-04-16,CVE-2020-7647,MODERATE,2.8.1
326,io.jooby:jooby-netty,2.2.0,2019-10-06,CVE-2020-7622,CRITICAL,2.2.0
327,io.jsonwebtoken:jjwt-impl,0.12.5,2024-01-31,UNKNOWN,MODERATE,0.12.5
328,io.jstach:jstachio,1.0.0,2023-05-25,CVE-2023-33962,MODERATE,1.0.0
329,io.kroxylicious:kroxylicious-runtime,0.7.0,2024-08-20,CVE-2024-8285,HIGH,0.7.0
330,io.ktor:ktor,2.0.3,2022-06-28,CVE-2022-38179,MODERATE,2.0.3
331,io.ktor:ktor-client-cio,1.3.0-rc2,2019-12-28,CVE-2020-5207,LOW,1.3.0
332,io.ktor:ktor-client-core,1.3.0-rc2,2019-12-28,CVE-2019-19703,MODERATE,1.3.0
333,io.ktor:ktor-server-cio,1.3.0-rc2,2019-12-28,CVE-2020-5207,LOW,1.3.0
334,io.kubernetes:client-java,11.0.0,2020-12-20,CVE-2021-25738,MODERATE,11.0.0
335,io.micronaut.security:micronaut-security-oauth2,3.11.0,2023-04-11,CVE-2023-36820,MODERATE,3.11.0
336,io.micronaut:micronaut-http,3.2.6,2022-01-13,CVE-2022-21700,MODERATE,3.2.6
337,io.micronaut:micronaut-http-client,1.3.1,2020-02-13,CVE-2020-7611,CRITICAL,1.3.1
338,io.micronaut:micronaut-http-server,3.8.2,2023-01-20,CVE-2024-23639,MODERATE,3.8.2
339,io.micronaut:micronaut-http-server-netty,3.8.2,2023-01-20,CVE-2024-23639,MODERATE,3.8.2
340,io.micronaut:micronaut-http-server-tck,3.8.2,2023-01-20,CVE-2024-23639,MODERATE,3.8.2
341,io.netty.incubator:netty-incubator-codec-bhttp,0.0.12.Final,2024-07-11,CVE-2024-40642,HIGH,0.0.12
342,io.netty.incubator:netty-incubator-codec-ohttp,0.0.10.Final,2024-05-02,CVE-2024-36121,MODERATE,0.0.10
343,io.netty:netty,4.0.0.Alpha8,2012-12-03,CVE-2021-37136,HIGH,4.0.0
344,io.netty:netty-all,4.1.41.Final,2019-09-12,CVE-2019-16869,HIGH,4.1.41
345,io.netty:netty-codec,4.1.67.Final,2021-08-16,CVE-2021-37136,HIGH,4.1.67
346,io.netty:netty-codec-haproxy,4.1.85.Final,2022-11-09,CVE-2022-41881,MODERATE,4.1.85
347,io.netty:netty-codec-http,4.1.107.Final,2024-02-13,CVE-2024-29025,MODERATE,4.1.107
348,io.netty:netty-codec-http2,4.1.99.Final,2023-09-28,UNKNOWN,HIGH,4.1.99
349,io.netty:netty-handler,4.1.99.Final,2023-09-28,UNKNOWN,MODERATE,4.1.99
350,io.netty:netty-parent,4.0.27.Final,2015-04-02,CVE-2015-2156,HIGH,4.0.27
351,io.pebbletemplates:pebble,3.1.5,2021-02-12,CVE-2022-37767,CRITICAL,3.1.5
352,io.pebbletemplates:pebble-project,3.1.3,2020-05-01,CVE-2019-19899,CRITICAL,3.1.3
353,io.pivotal.spring.cloud:spring-cloud-sso-connector,2.1.2.RELEASE,2017-12-15,CVE-2018-1256,HIGH,2.1.2
354,io.prestosql:presto-server,336,2020-06-16,CVE-2020-15087,HIGH,336
355,io.projectreactor.netty:reactor-netty,0.8.10.RELEASE,2019-07-29,CVE-2019-11284,HIGH,0.8.10
356,io.projectreactor.netty:reactor-netty-core,1.1.12,2023-10-10,CVE-2023-34054,HIGH,1.1.12
357,io.projectreactor.netty:reactor-netty-http,1.1.12,2023-10-10,CVE-2023-34062,HIGH,1.1.12
358,io.prometheus.jmx:jmx_prometheus_httpserver,0.17.0,2022-05-23,CVE-2022-38749,MODERATE,0.17.0
359,io.prometheus.jmx:jmx_prometheus_httpserver_java6,0.18.0,2023-03-07,CVE-2022-38749,MODERATE,0.18.0
360,io.quarkiverse.cxf:quarkus-cxf,3.14.0,2024-08-21,CVE-2024-9621,MODERATE,3.14.0
361,io.quarkus.resteasy.reactive:resteasy-reactive,3.8.0.CR1,2024-02-14,CVE-2024-1726,MODERATE,3.8.0
362,io.quarkus.resteasy.reactive:resteasy-reactive-common,3.0.0.Alpha3,2023-01-19,CVE-2023-0481,LOW,3.0.0
363,io.quarkus:quarkus-cache,3.5.1,2023-11-08,CVE-2023-6393,MODERATE,3.5.1
364,io.quarkus:quarkus-core,3.9.1,2024-03-27,CVE-2024-2700,HIGH,3.9.1
365,io.quarkus:quarkus-core-parent,2.10.3.Final,2022-07-19,CVE-2022-2466,CRITICAL,2.10.3
366,io.quarkus:quarkus-csrf-reactive,3.3.2,2023-09-05,CVE-2023-4853,HIGH,3.3.2
367,io.quarkus:quarkus-keycloak-authorization,3.3.2,2023-09-05,CVE-2023-4853,HIGH,3.3.2
368,io.quarkus:quarkus-kubernetes-deployment,3.7.2,2024-02-08,CVE-2024-1979,LOW,3.7.2
369,io.quarkus:quarkus-oidc,3.1.0.CR1,2023-05-17,CVE-2023-1584,HIGH,3.1.0
370,io.quarkus:quarkus-project,3.5.1,2023-11-08,CVE-2023-5720,HIGH,3.5.1
371,io.quarkus:quarkus-resteasy-reactive-common,3.7.0,2024-01-24,CVE-2023-5675,MODERATE,3.7.0
372,io.quarkus:quarkus-resteasy-reactive-common-deployment,3.7.0,2024-01-24,CVE-2023-5675,MODERATE,3.7.0
373,io.quarkus:quarkus-smallrye-graphql-client,3.5.2,2023-11-16,CVE-2023-6394,HIGH,3.5.2
374,io.quarkus:quarkus-undertow,3.3.2,2023-09-05,CVE-2023-4853,HIGH,3.3.2
375,io.quarkus:quarkus-vertx-http,3.3.2,2023-09-05,CVE-2023-4853,HIGH,3.3.2
376,io.quarkus:quarkus-vertx-http-deployment,2.14.1.Final,2022-11-16,CVE-2022-4116,CRITICAL,2.14.1
377,io.ratpack:ratpack-core,1.9.0-rc-2,2021-05-06,CVE-2021-29485,CRITICAL,1.9.0
378,io.ratpack:ratpack-groovy,1.6.0-rc-4,2018-12-20,CVE-2019-11808,LOW,1.6.0
379,io.ratpack:ratpack-session,1.9.0-rc-2,2021-05-06,CVE-2021-29481,MODERATE,1.9.0
380,io.smallrye.config:smallrye-config,1.6.1,2020-02-10,CVE-2020-1729,MODERATE,1.6.1
381,io.smallrye:smallrye-health-ui,3.1.1,2021-06-25,CVE-2021-3914,MODERATE,3.1.1
382,io.socket:socket.io-client,2.0.0,2020-12-15,CVE-2022-25867,HIGH,2.0.0
383,io.spray:spray-json_2.10,1.3.4,2017-10-23,CVE-2018-18853,HIGH,1.3.4
384,io.spray:spray-json_2.11,1.3.4,2017-10-23,CVE-2018-18853,HIGH,1.3.4
385,io.spray:spray-json_2.12,1.3.4,2017-10-23,CVE-2018-18853,HIGH,1.3.4
386,io.springfox:springfox-swagger-ui,2.9.2,2018-06-23,CVE-2019-17495,CRITICAL,2.9.2
387,io.strimzi:strimzi,0.41.0,2024-05-10,CVE-2024-36543,HIGH,0.41.0
388,io.swagger:swagger-codegen,2.4.18,2020-12-29,CVE-2021-21364,MODERATE,2.4.18
389,io.swagger:swagger-parser,1.0.30,2017-06-16,CVE-2017-1000207,HIGH,1.0.30
390,io.takari:commons-compress,1.12,2016-01-27,CVE-2018-1324,MODERATE,1.12
391,io.undertow:undertow-core,2.3.15.Final,2024-07-16,CVE-2024-7885,HIGH,2.3.15
392,io.undertow:undertow-parent,2.2.23.Final,2023-02-13,CVE-2023-3223,HIGH,2.2.23
393,io.undertow:undertow-servlet,2.0.22.Final,2019-06-17,CVE-2019-10184,HIGH,2.0.22
394,io.vertx:vertx-core,4.5.2,2024-01-30,CVE-2024-1300,MODERATE,4.5.2
395,io.vertx:vertx-grpc-client,4.5.9,2024-07-16,CVE-2024-8391,MODERATE,4.5.9
396,io.vertx:vertx-grpc-server,4.5.9,2024-07-16,CVE-2024-8391,MODERATE,4.5.9
397,io.vertx:vertx-stomp,4.4.1,2023-03-29,CVE-2023-32081,MODERATE,4.4.1
398,io.vertx:vertx-web,4.3.7,2022-12-20,CVE-2023-24815,MODERATE,4.3.7
399,io.whitesource:curekit,1.1.3,2022-01-23,CVE-2022-23082,HIGH,1.1.3
400,junit:junit,4.13-beta-3,2019-05-05,CVE-2020-15250,MODERATE,4.13
401,log4j:log4j,1.2.17,2012-05-26,CVE-2022-23302,HIGH,1.2.17
402,ml.combust.mleap:mleap-runtime_2.12,0.23.0,2023-06-23,CVE-2023-5245,HIGH,0.23.0
403,ml.shifu:shifu,0.12.0,2019-04-03,CVE-2023-7148,MODERATE,0.12.0
404,mysql:mysql-connector-java,8.0.27,2021-09-28,CVE-2022-21363,MODERATE,8.0.27
405,net.bramp.ffmpeg:ffmpeg,0.7.0,2022-04-10,UNKNOWN,CRITICAL,0.7.0
406,net.bull.javamelody:javamelody-core,1.73.1,2018-06-27,CVE-2018-15531,CRITICAL,1.73.1
407,net.hasor:cobble-lang,4.6.2,2024-01-20,CVE-2021-29425,MODERATE,4.6.2
408,net.liftweb:lift-webkit,2.0-M5,2010-05-05,CVE-2013-3300,MODERATE,2.0
409,net.lingala.zip4j:zip4j,2.11.2,2022-09-12,CVE-2023-22899,MODERATE,2.11.2
410,net.mingsoft:ms-basic,2.1.15,2022-11-12,CVE-2021-46062,HIGH,2.1.15
411,net.mingsoft:ms-mcms,5.3.5,2023-11-15,CVE-2024-22567,HIGH,5.3.5
412,net.minidev:json-smart,2.4.8,2022-02-12,CVE-2023-1370,HIGH,2.4.8
413,net.minidev:json-smart-mini,1.0.8,2011-07-04,CVE-2021-27568,MODERATE,1.0.8
414,net.opentsdb:opentsdb,2.4.1,2021-09-07,CVE-2023-36812,CRITICAL,2.4.1
415,net.pwall.json:jsonutil,5.0,2021-04-19,CVE-2023-34615,CRITICAL,5.0
416,net.sf.mpxj:mpxj,10.14.0,2022-11-21,CVE-2022-41954,LOW,10.14.0
417,net.sf.sojo:sojo,1.1.1,2022-12-01,CVE-2023-34613,HIGH,1.1.1
418,net.snowflake:snowflake-jdbc,3.13.28,2023-02-23,CVE-2023-30535,HIGH,3.13.28
419,net.sourceforge.collections:collections-generic,4.01,2007-02-12,CVE-2015-7501,CRITICAL,4.01
420,net.sourceforge.htmlcleaner:htmlcleaner,2.28,2023-04-29,CVE-2023-34624,HIGH,2.28
421,net.sourceforge.htmlunit:htmlunit,2.70.0,2023-01-22,CVE-2023-26119,CRITICAL,2.70.0
422,net.sourceforge.htmlunit:neko-htmlunit,2.60.0,2022-03-19,CVE-2022-29546,HIGH,2.60.0
423,net.sourceforge.plantuml:plantuml,1.2023.8,2023-05-21,CVE-2023-3432,HIGH,1.2023.8
424,net.sourceforge.plantuml:plantuml-mit,1.2023.8,2023-05-21,CVE-2023-3432,HIGH,1.2023.8
425,net.sourceforge.pmd:pmd-core,5.8.1,2017-07-01,CVE-2019-7722,HIGH,5.8.1
426,nl.basjes.parse.useragent:yauaa,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
427,nl.basjes.parse.useragent:yauaa-beam,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
428,nl.basjes.parse.useragent:yauaa-beam-sql,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
429,nl.basjes.parse.useragent:yauaa-drill,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
430,nl.basjes.parse.useragent:yauaa-elasticsearch,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
431,nl.basjes.parse.useragent:yauaa-elasticsearch-8,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
432,nl.basjes.parse.useragent:yauaa-flink,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
433,nl.basjes.parse.useragent:yauaa-flink-table,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
434,nl.basjes.parse.useragent:yauaa-hive,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
435,nl.basjes.parse.useragent:yauaa-logparser,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
436,nl.basjes.parse.useragent:yauaa-snowflake,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
437,nl.basjes.parse.useragent:yauaa-trino,7.8.0,2022-10-28,CVE-2022-23496,HIGH,7.8.0
438,no.priv.garshol.duke:duke,1.2,2014-02-15,CVE-2023-39013,CRITICAL,1.2
439,ognl:ognl,3.0.11,2015-04-07,CVE-2016-3093,MODERATE,3.0.11
440,opensymphony:oscore,2.2.6,2007-10-29,CVE-2023-39022,CRITICAL,2.2.6
441,opensymphony:xwork,2.0.3,2007-05-29,CVE-2007-4556,MODERATE,2.0.3
442,org.acegisecurity:acegi-security,1.0.7,2008-04-15,CVE-2010-3700,MODERATE,1.0.7
443,org.alluxio:alluxio-core-common,2.7.2,2021-12-27,CVE-2022-23848,CRITICAL,2.7.2
444,org.alluxio:alluxio-parent,2.9.3,2023-03-23,CVE-2023-38889,CRITICAL,2.9.3
445,org.apache-extras.beanshell:bsh,2.0b5,2015-01-12,CVE-2016-2510,HIGH,2.0
446,org.apache.accumulo:accumulo-master,2.0.0,2019-07-29,CVE-2020-17533,HIGH,2.0.0
447,org.apache.accumulo:accumulo-shell,2.1.0,2022-10-26,CVE-2023-34340,CRITICAL,2.1.0
448,org.apache.activemq:activemq-broker,5.10.1,2015-01-15,CVE-2015-6524,MODERATE,5.10.1
449,org.apache.activemq:activemq-client,5.18.2,2023-06-27,BIT-activemq-2023-46604,CRITICAL,5.18.2
450,org.apache.activemq:activemq-core,5.7.0,2012-10-02,CVE-2012-6092,MODERATE,5.7.0
451,org.apache.activemq:activemq-jaas,5.10.1,2015-01-15,CVE-2015-6524,MODERATE,5.10.1
452,org.apache.activemq:activemq-openwire-generator,5.15.2,2017-10-17,CVE-2017-15709,LOW,5.15.2
453,org.apache.activemq:activemq-openwire-legacy,5.18.2,2023-06-27,BIT-activemq-2023-46604,CRITICAL,5.18.2
454,org.apache.activemq:activemq-parent,5.16.0,2020-06-24,BIT-activemq-2021-26117,HIGH,5.16.0
455,org.apache.activemq:activemq-web-console,5.15.11,2019-11-20,BIT-activemq-2020-1941,MODERATE,5.15.11
456,org.apache.activemq:activemq-web-demo,5.7.0,2012-10-02,CVE-2012-6551,MODERATE,5.7.0
457,org.apache.activemq:apache-activemq,6.1.1,2024-04-01,BIT-activemq-2024-32114,HIGH,6.1.1
458,org.apache.activemq:apache-artemis,2.15.0,2020-08-24,BIT-activemq-2021-26117,HIGH,2.15.0
459,org.apache.activemq:apollo-project,1.7,2014-02-24,CVE-2014-3579,CRITICAL,1.7
460,org.apache.activemq:artemis-commons,2.12.0,2020-04-21,CVE-2020-10727,MODERATE,2.12.0
461,org.apache.activemq:artemis-core-client,2.19.0,2021-10-11,CVE-2021-4040,MODERATE,2.19.0
462,org.apache.activemq:artemis-native,2.3.0,2017-09-05,CVE-2017-12174,HIGH,2.3.0
463,org.apache.activemq:artemis-openwire-protocol,2.15.0,2020-08-24,CVE-2021-26118,HIGH,2.15.0
464,org.apache.activemq:artemis-pom,1.3.0,2016-06-09,CVE-2016-4978,HIGH,1.3.0
465,org.apache.activemq:artemis-server,2.23.1,2022-06-14,CVE-2022-35278,MODERATE,2.23.1
466,org.apache.ambari:ambari,2.0.0.0,2015-04-07,CVE-2016-4976,MODERATE,2.0.0.0
467,org.apache.ant:ant,1.10.10,2021-04-11,CVE-2021-36373,MODERATE,1.10.10
468,org.apache.any23:apache-any23,2.7,2022-02-21,CVE-2023-34150,MODERATE,2.7
469,org.apache.archiva:archiva,2.2.10,2023-03-15,CVE-2024-27138,HIGH,2.2.10
470,org.apache.archiva:archiva-common,2.2.10,2023-03-15,CVE-2024-27140,MODERATE,2.2.10
471,org.apache.atlas:apache-atlas,2.2.0,2021-08-17,CVE-2022-34271,HIGH,2.2.0
472,org.apache.atlas:atlas-common,0.7.1-incubating,2017-01-29,CVE-2016-8752,HIGH,0.7.1
473,org.apache.avro:avro,1.11.3,2023-09-17,CVE-2024-47561,CRITICAL,1.11.3
474,org.apache.axis2:axis2,1.7.9,2018-11-15,CVE-2012-5785,MODERATE,1.7.9
475,org.apache.axis:axis,1.4,2006-04-22,CVE-2012-5784,MODERATE,1.4
476,org.apache.bcel:bcel,6.5.0,2020-06-05,CVE-2022-42920,CRITICAL,6.5.0
477,org.apache.beam:beam-sdks-java-io-mongodb,2.16.0,2019-09-30,CVE-2020-1929,HIGH,2.16.0
478,org.apache.bookkeeper:bookkeeper-common,4.15.0,2022-04-29,CVE-2022-32531,MODERATE,4.15.0
479,org.apache.brooklyn:brooklyn,0.9.0,2016-04-08,CVE-2016-8744,HIGH,0.9.0
480,org.apache.calcite.avatica:avatica-core,1.21.0,2022-05-04,CVE-2022-36364,HIGH,1.21.0
481,org.apache.calcite:calcite-core,1.31.0,2022-07-29,CVE-2022-39135,CRITICAL,1.31.0
482,org.apache.calcite:calcite-druid,1.25.0,2020-08-08,CVE-2020-13955,MODERATE,1.25.0
483,org.apache.calcite:calcite-splunk,1.25.0,2020-08-08,CVE-2020-13955,MODERATE,1.25.0
484,org.apache.camel:camel,3.1.0,2020-02-20,CVE-2020-11971,HIGH,3.1.0
485,org.apache.camel:camel-ahc,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
486,org.apache.camel:camel-cassandraql,4.3.0,2023-12-11,CVE-2024-23114,HIGH,4.3.0
487,org.apache.camel:camel-castor,2.20.0,2017-10-07,CVE-2017-12634,CRITICAL,2.20.0
488,org.apache.camel:camel-core,4.3.0,2023-12-11,CVE-2024-22371,LOW,4.3.0
489,org.apache.camel:camel-hessian,2.20.0,2017-10-07,CVE-2017-12633,CRITICAL,2.20.0
490,org.apache.camel:camel-http,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
491,org.apache.camel:camel-http-common,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
492,org.apache.camel:camel-http4,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
493,org.apache.camel:camel-jackson,2.18.1,2016-11-27,CVE-2016-8749,CRITICAL,2.18.1
494,org.apache.camel:camel-jetty,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
495,org.apache.camel:camel-jira,4.0.0-M3,2023-04-28,CVE-2023-34442,LOW,4.0.0
496,org.apache.camel:camel-ldap,3.18.3,2022-10-22,CVE-2022-45046,CRITICAL,3.18.3
497,org.apache.camel:camel-mail,2.22.0,2018-06-29,CVE-2018-8041,MODERATE,2.22.0
498,org.apache.camel:camel-management,3.1.0,2020-02-20,CVE-2020-11971,HIGH,3.1.0
499,org.apache.camel:camel-netty,3.1.0,2020-02-20,CVE-2020-11973,CRITICAL,3.1.0
500,org.apache.camel:camel-rabbitmq,3.1.0,2020-02-20,CVE-2020-11972,HIGH,3.1.0
501,org.apache.camel:camel-robotframework,3.3.0,2020-05-10,CVE-2020-11994,HIGH,3.3.0
502,org.apache.camel:camel-servlet,2.16.0,2015-10-05,CVE-2015-5348,HIGH,2.16.0
503,org.apache.camel:camel-snakeyaml,2.18.1,2016-11-27,CVE-2017-3159,CRITICAL,2.18.1
504,org.apache.camel:camel-sql,4.3.0,2023-12-11,CVE-2024-22369,HIGH,4.3.0
505,org.apache.camel:camel-xmljson,2.23.4,2019-09-15,CVE-2019-0188,HIGH,2.23.4
506,org.apache.camel:camel-xstream,2.16.0,2015-10-05,CVE-2015-5344,CRITICAL,2.16.0
507,org.apache.cassandra:apache-cassandra,2.1.3,2015-02-11,CVE-2015-0225,HIGH,2.1.3
508,org.apache.cassandra:cassandra-all,4.1.1,2023-03-15,BIT-cassandra-2023-30601,HIGH,4.1.1
509,org.apache.cayenne:cayenne-parent,4.1.B2,2019-05-04,CVE-2018-11758,HIGH,4.1
510,org.apache.cayenne:cayenne-server,4.1.RC2,2019-10-25,CVE-2022-24289,HIGH,4.1
511,org.apache.commons:commons-collections4,4.0,2013-11-20,CVE-2015-6420,HIGH,4.0
512,org.apache.commons:commons-compress,1.25.0,2023-11-12,CVE-2024-25710,HIGH,1.25.0
513,org.apache.commons:commons-configuration2,2.10.0,2024-03-06,CVE-2024-29131,MODERATE,2.10.0
