artifact,scm_url,github_url,github_api_url,github_owner,github_repo,invalidGithubUrl,nonGithubLinkFound,scmLinkNotFound,pomNotFound,invalidArtifactFormat
com.adongs:security-manager-spring-boot-starter,https://adongs.com,,,,,,True,,,
com.adobe.mac:com.adobe.mac.core.notificationsupport,https://git.corp.adobe.com/Tartan/tartan/tree/master/bundles/notifications/core,,,,,,True,,,
com.android.tools.analytics-library:shared,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.amazon.android:aps-sdk,ssh://git.amazon.com/pkg/DTBAndroidSDK,,,,,,True,,,
com.almworks.sqlite4java:libsqlite4java-osx-ppc,http://sqlite4java.googlecode.com/svn/trunk/,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-httpd-roundcube,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.adobe.granite:com.adobe.granite.i18n,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/i18n,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.openarchitectureware.core.expressions,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.openarchitectureware.core.xpand2,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.adsoul:redjob,https://gitlab.com/adsoul/redjob,,,,,,True,,,
com.alanapi.fab.animation:com.alanapi.fab.animation,http://www.alanapi.com,,,,,,True,,,
com.aliyun.openservices:ons-parent,git@gitlab.alibaba-inc.com:middleware/ons.git,,,,,,True,,,
com.alibaba.lindorm:lucene-classification,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.ai-republic:microverse-parent,scm:svn:svn://ai-republic.com/repository/ai-republic/microverse/tags/microverse-parent-1.1.2,,,,,,True,,,
com.aparapi:aparapi-jni,https://git.qoto.org/aparapi/aparapi-jni,,,,,,True,,,
com.adobe.granite:com.adobe.granite.rest.api,https://git.corp.adobe.com/Granite/com.adobe.granite.rest.api/tree/master/,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.core.runtime,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.android.tools.external.lombok:lombok-ast,https://android.googlesource.com/platform/prebuilts/tools,,,,,,True,,,
com.aeontronix.enhanced-mule:enhanced-mule-api,https://gitlab.com/aeontronix/oss/enhanced-mule/enhanced-mule-api,,,,,,True,,,
com.alanapi.seekbar:alanapi-seekbar,http://www.alanapi.com,,,,,,True,,,
com.aeontronix.enhanced-mule:enhanced-mule-properties-provider,scm:git:git@gitlab.com:aeontronix/oss/enhanced-mule-properties-provider.git,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.equinox.registry,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.americanwell.android:webrtc,http://www.americanwell.com,,,,,,True,,,
com.adobe.granite:com.adobe.granite.timeline,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/timeline,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-parent,https://anrisoftware.com/projects/projects/sscontrol-parent1/repository,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.core.resources,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.android.tools.lint:lint,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.alibaba.dingtalk:bundle-annotation,https://www.dingtalk.com,,,,,,True,,,
com.alanapi.fab.animation:alanapi.fabanimation,http://www.alanapi.com,,,,,,True,,,
com.adobe.cq.wcm:cq-wcm-launches-core,https://git.corp.adobe.com/CQ5/cq5/tree/master/content/jcr_root/libs/wcm/launches/src/core,,,,,,True,,,
com.aizuda:snail-job-sqlserver-datasource,https://gitee.com/aizuda/snail-job/snail-job-datasource/snail-job-sqlserver-datasource,,,,,,True,,,
com.anaptecs.jeaf.x-fun:jeaf-x-fun-test-runtime-project,https://bitbucket.org/anaptecs/jeaf-x-fun-test-runtime,,,,,,True,,,
com.aizuda:snail-job-common-core,https://gitee.com/aizuda/snail-job/snail-job-common/snail-job-common-core,,,,,,True,,,
com.android.tools.external.com-intellij:uast,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.alibaba.dingtalk:extension-interface,https://www.dingtalk.com,,,,,,True,,,
com.anrisoftware.prefdialog:prefdialog-core,https://anrisoftware.com/projects/projects/prefdialog1/repository,,,,,,True,,,
com.akeshmiri:cats.jira,scm:git:https://gitlab.com/akeshmiri/cats.jira.git,,,,,,True,,,
com.adobe.api.platform:micro-service-build,${git.repo.url},,,,,,True,,,
com.alibaba.lindorm:lucene-demo,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.anrisoftware.anlopencl:anlopencl-jme3-izpack-windows,https://project.anrisoftware.com/projects/anl-opencl/repository,,,,,,True,,,
com.adobe.granite:com.adobe.granite.auth.sso,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/auth/sso,,,,,,True,,,
com.anaptecs.jeaf.tools:jeaf-tools-api-project,https://bitbucket.org/anaptecs/jeaf-tools-api,,,,,,True,,,
com.anaptecs.jeaf.fast-lane:jeaf-fast-lane-impl-project,https://bitbucket.org/anaptecs/jeaf-fast-lane-impl.git,,,,,,True,,,
com.anrisoftware.gsanalysis:gsanalysis-api,https://anrisoftware.com/projects/projects/gsanalysis-api/repository,,,,,,True,,,
com.anrisoftware.globalpom:globalpom-groovy-osgi,${project.custom.scm.url},,,,,,True,,,
com.aeontronix.aeonfileprocessor:aeon-vfs,https://gitlab.com/aeontronix/oss/aeon-vfs,,,,,,True,,,
com.aizuda:snail-job-client-common,https://gitee.com/aizuda/snail-job/snail-job-client/snail-job-client-common,,,,,,True,,,
com.anrisoftware.registration:registration-parent,https://anrisoftware.com/projects/projects/registration-code/repository,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-cli-parent,https://anrisoftware.com/projects/projects/sscontrol-cli2/repository,,,,,,True,,,
com.aftia:fbp,https://bitbucket.org/aftia/aftia-fbp,,,,,,True,,,
com.alibaba.edas:schedulerX-client,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.adobe.granite:com.adobe.granite.crxde-lite,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/platform/crxde-lite,,,,,,True,,,
com.anrisoftware.resources:resources-images-tests,${project.custom.scm.url},,,,,,True,,,
com.aizuda:aizuda-toolkit,https://gitee.com/aizuda/aizuda-toolkit,,,,,,True,,,
com.adobe.granite:com.adobe.granite.installer.factory.packages,https://git.corp.adobe.com/Granite/granite/tree/master/installer/factories/packages,,,,,,True,,,
com.adobe.cq:cq-searchpromote-integration,https://git.corp.adobe.com/CQ/integration-searchpromote/tree/master/bundles/cq-searchpromote-integration,,,,,,True,,,
com.antdigital.livenessverify:ocr,https://antdigital.com/docs/11/2639946,,,,,,True,,,
com.adobe.cq.screens:com.adobe.cq.screens,https://git.corp.adobe.com/CQ/screens-core/tree/master/bundles/com.adobe.cq.screens,,,,,,True,,,
com.alibaba.middleware:tls-sslsocketfactory,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.emf.common,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.aeontronix.enhanced-mule:enhanced-mule-tools,scm:git:git@gitlab.com:aeontronix/oss/enhanced-mule-tools.git,,,,,,True,,,
com.android.tools.build:gradle-experimental,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-source,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.anaptecs.jeaf.services:jeaf-services-impl-project,https://bitbucket.org/anaptecs/jeaf-services-impl.git,,,,,,True,,,
com.advancedpwr:db-client,https://gitlab.com/avery1701/db-client,,,,,,True,,,
com.anaptecs.jeaf.uml:jeaf-uml-services-model-project,https://bitbucket.org/anaptecs/jeaf-services-model.git,,,,,,True,,,
com.adobe.tat:AEM-SOLR7-MLS-phasetwo,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.aoindustries:aoweb-struts-resources-book,${documented.scm.url},,,,,,True,,,
com.adobe.granite:com.adobe.granite.extensions.webconsolebranding,http://svn.day.com/repos/granite/tags/com.adobe.granite.extensions.webconsolebranding-0.0.4,,,,,,True,,,
com.adobe.cq:cq-launches-api,https://git.corp.adobe.com/CQ5/cq5/tree/master/content/jcr_root/libs/launches/src/api,,,,,,True,,,
com.anrisoftware.resources:resources-bundle,${project.custom.scm.url},,,,,,True,,,
com.aparapi:aparapi-examples,https://git.qoto.org/aparapi/aparapi-examples,,,,,,True,,,
com.alibaba.edas:edas-sc-gray-autoconfigure,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.adobe.cq.social:cq-social-console,https://git.corp.adobe.com/CQ/social-console/tree/master/bundles/cq-social-console,,,,,,True,,,
com.androideasy.permissions:EasyPermissions,https://gitee.com/AndroidEasy/EasyPermissions,,,,,,True,,,
com.amashchenko.struts2.actionflow:struts2-actionflow-parent,${url},,,,,,True,,,
com.adobe.creativesdk:color,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.aliyun.schedulerx:schedulerx-netty,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.airlenet.dubbo.extension:dubbo-mysql,https://gitee.com/airlenet/dubbo-extension,,,,,,True,,,
com.adobe.granite:com.adobe.granite.scribe,https://fit.corp.adobe.com/Granite/granite/tree/master/bundles/auth/scribe,,,,,,True,,,
com.aliyun.schedulerx:schedulerx2-worker,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.adobe.creativesdk.foundation:assetcore,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.aftia.plugin:aem-build-maven-plugin,https://bitbucket.org/aftia/mavenlcaplugin/,,,,,,True,,,
com.alanapi.switchbutton:alanapi-switchbutton,http://www.alanapi.com,,,,,,True,,,
com.adobe.adep.maven:content-package-maven-plugin,http://svn.day.com/repos/filevault/tags/content-package-maven-plugin-0.0.12,,,,,,True,,,
com.adobe.cq.wcm:com.adobe.aem.wcm.seo,https://git.corp.adobe.com/CQ/sites-seo/tree/main/bundles/com.adobe.aem.wcm.seo,,,,,,True,,,
com.android.databinding:compiler,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.alipay.sdk:alipaysdk-android,private,,,,,,True,,,
com.adobe.granite:crx2oak,https://git.corp.adobe.com/Granite/crx2oak/tree/master,,,,,,True,,,
com.alibaba.middleware.race:rpc-demo,scm:git:git@gitlab.alibaba-inc.com:middleware-race/rpc-framework.git,,,,,,True,,,
com.aliyun.schedulerx:schedulerx2-plugin-xxljob,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.aigens:aigens-sdk-core,https://gitlab.com/aigens/aigens-sdk/-/tree/main/android,,,,,,True,,,
com.alipay.mychainx:mychainx-sdk-java-all,https://antchain.antgroup.com/,,,,,,True,,,
com.anaptecs.jeaf.x-fun:jeaf-x-fun-types-project,https://bitbucket.org/anaptecs/jeaf-x-fun-types,,,,,,True,,,
com.aliyun.openservices:aliyun-log-view,http://gitlab.alipay-inc.com/DTS/aliyun-log-java-sdk.git,,,,,,True,,,
com.alibaba.android.mnnkit:core,http://www.mnn.zone/,,,,,,True,,,
com.apa70:idvalidation,http://apa70.com,,,,,,True,,,
com.aoindustries:aoweb-struts-webapp-book,${documented.scm.url},,,,,,True,,,
com.adobe.cq:cq-history,https://git.corp.adobe.com/CQ5/cq5/tree/master/content/jcr_root/libs/cq/history/src/impl,,,,,,True,,,
com.adobe.granite:com.adobe.granite.asset.core,https://git.corp.adobe.com/Granite/granite/tree/master/asset/core,,,,,,True,,,
com.adobe.cq.commerce:cq-commerce-hybris-impl,https://git.corp.adobe.com/CQ5/cq5-hybris-integration/tree/master/hybris-pkg/jcr_root/libs/commerce/src/hybris-impl,,,,,,True,,,
com.aizuda:snail-job-client,https://gitee.com/aizuda/snail-job/snail-job-client,,,,,,True,,,
com.aeontronix.maven:aeontronix-oss-parent-pom,scm:git:git@gitlab.com:aeontronix/oss/aeontronix-oss-parent-pom.git,,,,,,True,,,
com.aeontronix.enhancedmule:enhanced-mule-api,https://gitlab.com/aeontronix/oss/enhanced-mule/enhanced-mule-api,,,,,,True,,,
com.anaptecs.jeaf.services:jeaf-services-api-project,https://bitbucket.org/anaptecs/jeaf-services-api.git,,,,,,True,,,
com.aigens:aigens-sdk-googlepay,https://gitlab.com/aigens/aigens-sdk/-/tree/main/android,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-dns-maradns,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.adobe.granite:com.adobe.granite.asset.api,https://git.corp.adobe.com/Granite/com.adobe.granite.asset.api/tree/master/,,,,,,True,,,
com.anrisoftware.propertiesutils:propertiesutils-root,${project.custom.scm.url},,,,,,True,,,
com.adobe.granite:com.adobe.granite.workflow.console,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/workflow/console,,,,,,True,,,
com.anaptecs.jeaf.tools:jeaf-tools-impl-project,https://bitbucket.org/anaptecs/jeaf-tools-impl,,,,,,True,,,
com.adobe.granite:com.adobe.granite.crx-explorer,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/platform/crx-explorer,,,,,,True,,,
com.aizuda:zlm4j,https://gitee.com/aizuda/zlm4j,,,,,,True,,,
com.adobe.aem.communities:aem-communities-loader,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.android.tools.jack:jack-api,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.aliyun.hbase:alihbase,https://git-wip-us.apache.org/repos/asf?p=hbase.git,,,,,,True,,,
com.alibaba.rocketmq:rocketmq-all,git@gitlab.alibaba-inc.com:middleware/rocketmq.git,,,,,,True,,,
com.anrisoftware.registration:registration-appcli,https://anrisoftware.com/projects/projects/registration-code/repository,,,,,,True,,,
com.anaptecs.jeaf.validation:jeaf-validation-impl-project,https://bitbucket.org/anaptecs/jeaf-validation-impl.git,,,,,,True,,,
com.aizuda:snail-job-dm8-datasource,https://gitee.com/aizuda/snail-job/snail-job-datasource/snail-job-dm8-datasource,,,,,,True,,,
com.androideasy.permissions:Permissions,https://gitee.com/AndroidEasy/EasyPermissions,,,,,,True,,,
com.adobe.qe:toughday2-api,https://git.corp.adobe.com/QE/toughday2/tree/master/toughday2-api,,,,,,True,,,
com.aizuda:snail-job-common-log,https://gitee.com/aizuda/snail-job/snail-job-common/snail-job-common-log,,,,,,True,,,
com.anaptecs.jeaf.persistence:jeaf-persistence-hibernate4-project,https://bitbucket.org/anaptecs/jeaf-persistence-hibernate4.git,,,,,,True,,,
com.antdigital.livenessverify:facephotinus,https://antdigital.com/docs/11/2639946,,,,,,True,,,
com.adobe.nlp:adobenlp-resource-utils,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.adobe.granite:com.adobe.granite.xssprotection,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/xssprotection,,,,,,True,,,
com.adobe.granite:com.adobe.granite.translation.core,https://git.corp.adobe.com/Granite/com.adobe.granite.translation.core/tree/master/,,,,,,True,,,
com.anrisoftware.fractions:fractions-parent,https://anrisoftware.com/projects/projects/fractions-parent/repository,,,,,,True,,,
com.alanapi.image:alanapi-image,http://www.alanapi.com,,,,,,True,,,
com.alibaba.lindorm:lindorm-search-cell,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.alibaba.lindorm:lucene-monitor,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.anrisoftware.anlopencl:anlopencl-jme3-izpack-linux,https://project.anrisoftware.com/projects/anl-opencl/repository,,,,,,True,,,
com.amazon.device:amazon-appstore-sdk,https://developer.amazon.com/docs/appstore-sdk/integrate-appstore-sdk.html,,,,,,True,,,
com.anaptecs.jeaf.fast-lane:jeaf-fast-lane-api-project,https://bitbucket.org/anaptecs/jeaf-fast-lane-api.git,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-hosts,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.alibaba.lindorm:lucene-misc,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.amashchenko.struts2.pdfstream:struts2-pdfstream-plugin,${scm.url},,,,,,True,,,
com.alibaba.lindorm:lucene-join,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.aoindustries:aoweb-struts-book,${documented.scm.url},,,,,,True,,,
com.aliyun.eventbridge:eventbridge-parent,git@gitlab.alibaba-inc.com:messaging/aliyun-eventbridge-java-sdk.git,,,,,,True,,,
com.anrisoftware.globalpom:globalpom-log,https://anrisoftware.com/projects/${project.artifactId}/repository,,,,,,True,,,
com.amazonaws:DynamoDBLocal,http://subversion.example.com/svn/project/trunk/,,,,,,True,,,
com.adobe.blazeds:blazeds-core,http://opensource.adobe.com/svn/opensource/blazeds/tags/3.2.0/,,,,,,True,,,
com.adobe.granite:com.adobe.granite.crxde-support,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/platform/crxde-support/content/jcr_root/libs/granite/crxde/src/impl,,,,,,True,,,
com.altibase:altibase-jdbc,http://svn.altibase.in/cgi-bin/viewvc.cgi/altidev4/trunk,,,,,,True,,,
com.alibaba:edas.rpc,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.adobe.mac:com.adobe.mac.core.api.notificationsupport,https://git.corp.adobe.com/Tartan/tartan/tree/master/bundles/notifications/api,,,,,,True,,,
com.adobe.livecycle.aemformsjee-client-sdk:aemformsjee-client-sdk,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.alibaba.lindorm:lucene-sandbox,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.adobe.cq.social:cq-social-qna,https://git.corp.adobe.com/CQ/social-qna/tree/master/content/jcr_root/libs/social/qna/src/impl,,,,,,True,,,
com.alibaba.ons:ons-all,git@gitlab.alibaba-inc.com:middleware/ons.git,,,,,,True,,,
com.adobe.granite:com.adobe.granite.license,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/license,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.apache.log4j,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.emf.mapping.ecore2xml,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.adobe.cq.wcm:cq-geometrixx-commons-core,https://git.corp.adobe.com/CQ5/cq5/tree/master/geometrixx/shared/geometrixx-commons/src/main/content/jcr_root/apps/geometrixx-commons/src/core,,,,,,True,,,
com.alanapi.navigation:alanapi-navigation,http://www.alanapi.com,,,,,,True,,,
com.aiwiown.dbutils:aiwiown-dbutils-parent,git@gitee.com:dbin0123/aiwiown-dbutils-parent.git,,,,,,True,,,
com.adobe.cq.commerce:cq-commerce-pim,https://git.corp.adobe.com/CQ/commerce/tree/master/bundles/commerce-pim,,,,,,True,,,
com.aiwiown.dbutils:aiwiown-dbutils-tx,git@gitee.com:dbin0123/aiwiown-dbutils-parent.git,,,,,,True,,,
com.adobe.cq.social:cq-social-commons-oauth,https://git.corp.adobe.com/CQ5/cq5/tree/master/content/jcr_root/libs/social/connect/oauth/src/impl,,,,,,True,,,
com.adobe.cq.social:cq-social-journal,https://git.corp.adobe.com/CQ/social-journal/tree/master,,,,,,True,,,
com.aliyun.lindorm:lindorm-client-parent,https://gitlab.alibaba-inc.com:tsdb/lindorm-sql-client.git,,,,,,True,,,
com.anothercaffeinatedday:commit-controls,https://gitlab.com/another15y/commit-controls,,,,,,True,,,
com.adobe.stock:stock-api,https://git.corp.adobe.com/alliu/stock-api-libjava,,,,,,True,,,
com.alibaba.edas:edas-sc-gray-starter,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.aliyun.apsaradb:spark-connectors,https://gitlab.alibaba-inc.com/adbhbase-public/spark-connectors.git,,,,,,True,,,
com.adobe.granite:com.adobe.granite.auth.oauth,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/auth/oauth,,,,,,True,,,
com.almworks.sqlite4java:libsqlite4java-osx-10.4,http://sqlite4java.googlecode.com/svn/trunk/,,,,,,True,,,
com.anaptecs.jeaf.x-fun:jeaf-x-fun-api-project,https://bitbucket.org/anaptecs/jeaf-x-fun-api,,,,,,True,,,
com.advancedpwr:thor,https://gitlab.com/advanced-power-opensource/thor,,,,,,True,,,
com.almworks.jira.structure:structure-project-pom,scm:svn:http://svn/h4j/trunk/structure,,,,,,True,,,
com.adobe.granite:com.adobe.granite.crypto,https://git.corp.adobe.com/Granite/com.adobe.granite.crypto/tree/master/,,,,,,True,,,
com.alanapi.wheelview:alanapi-wheelview,http://www.alanapi.com,,,,,,True,,,
com.adobe.cq.media:cq-media-publishing-cphook,https://git.corp.adobe.com/CQ5/cq5/tree/master/media/content/jcr_root/libs/media/publishing/src/dps-cphook,,,,,,True,,,
com.adobe.cq.testing:cq-integration-testing,https://fit.corp.adobe.com/CQ5/cq5/tree/master/testing/integration-testing,,,,,,True,,,
com.alibaba.lindorm:lucene-analyzers-common,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.anrisoftware.fractions:fractions-core,https://anrisoftware.com/projects/projects/fractions-core/repository,,,,,,True,,,
com.adobe.creativesdk:behance,http://git.corp.adobe.com/some-repo/tree/master,,,,,,True,,,
com.anaptecs.jeaf.mail:jeaf-mail-api-project,https://bitbucket.org/anaptecs/jeaf-mail-api.git,,,,,,True,,,
com.adobe.mac:com.adobe.mac.core.api,https://git.corp.adobe.com/Tartan/tartan/tree/master/bundles/api,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-httpd-nginx,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.alibaba.lindorm:lucene-codecs,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.admc:repotst,http://admc.com,,,,,,True,,,
com.anrisoftware.prefdialog:prefdialog-api,https://anrisoftware.com/projects/projects/prefdialog1/repository,,,,,,True,,,
com.anrisoftware.resources:resources-texts,${project.custom.scm.url},,,,,,True,,,
com.anrisoftware.globalpom:globalpom-groovytestutils,${globalpom.custom.scm.url},,,,,,True,,,
com.alibaba.lindorm:lindorm-search-velocity,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.andrewswan:bgg4j,https://bitbucket.org/AndrewSwan_au/bgg4j,,,,,,True,,,
com.aliyun.schedulerx:schedulerx-client,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.alanapi.tab:alanapi-tablayout,http://www.alanapi.com,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.openarchitectureware.dependencies,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.anaptecs.jeaf.owalibs:org.eclipse.emf.ecore.xmi,https://subversion.anaptecs.de/svn/JEAF/oawlibs,,,,,,True,,,
com.alanapi.rx.http:alanapi-rx-http-one,http://www.alanapi.com,,,,,,True,,,
com.amazon.device.inputmapping:inputmapping,https://developer.integ.amazon.com/docs/appstore-on-windows/input-sdk.html,,,,,,True,,,
com.adobe.cq.social:cq-social-tally,https://git.corp.adobe.com/CQ/social-tally/tree/master/bundles/cq-social-tally,,,,,,True,,,
com.alibaba.lindorm:lucene-core,${vc-browse-base-url};f=${module-directory},,,,,,True,,,
com.aeontronix.enhanced-mule:enhanced-mule-config,https://gitlab.com/aeontronix/oss/enhanced-mule/enhanced-mule-config,,,,,,True,,,
com.adobe.granite:com.adobe.granite.activitystreams,https://git.corp.adobe.com/Granite/com.adobe.granite.activitystreams/tree/master/,,,,,,True,,,
com.ai-solutions.freeflyer:freeflyer-runtimeapi,N/A,,,,,,True,,,
com.albertoborsetta:formscanner-api,hg clone http://hg.code.sf.net/p/formscanner/code formscanner-code,,,,,,True,,,
com.aeontronix.log4j2:log4j2-enhanced-json-layout,scm:git:git@gitlab.com:aeontronix/oss/log4j2-enhanced-json-layout.git,,,,,,True,,,
com.altom:altunitytester-java-client,http://gitlab.com/altom/altunity/altunitytester/tree/master,,,,,,True,,,
com.anrisoftware.globalpom:globalpomutils-parent,${project.custom.scm.url},,,,,,True,,,
com.aizuda:snail-job-server-retry-task,https://gitee.com/aizuda/snail-job/snail-job-server/snail-job-server-retry-task,,,,,,True,,,
com.aiwiown:aiwiown-spring-cache,git@gitee.com:dbin0123/aiwiown-spring-cache.git,,,,,,True,,,
com.aiwiown.jword:jword,git@gitee.com:dbin0123/jword.git,,,,,,True,,,
com.alanapi.refreshlayout:alanapi-refreshlayout,http://www.alanapi.com,,,,,,True,,,
com.aeontronix.anypoint-tools:anypoint-tools,scm:git:git@gitlab.com:aeontronix/oss/anypoint-tools.git,,,,,,True,,,
com.adobe.cq.social:cq-social-scoring-api,https://git.corp.adobe.com/CQ/social-scoring/tree/master/bundles/cq-social-scoring-api,,,,,,True,,,
com.adobe.cq:cq-address,https://git.corp.adobe.com/CQ/address/tree/master/bundles/cq-address,,,,,,True,,,
com.alibaba.middleware:tls-common,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-source-service,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-httpd-yourls,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.adobe:adobe-jar-resource-bundle,http://svn.day.com/repos/day/granite/tags/adobe-jar-resource-bundle-1.0.0,,,,,,True,,,
com.anrisoftware.globalpom:globalpomutils-it,${globalpom.custom.scm.url},,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-httpd-redmine,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.alibaba.lindorm:lindorm-search-grandparent,${vc-browse-base-url},,,,,,True,,,
com.adobe.scc:parent,https://git.corp.adobe.com/Tartan/sharedcloud-connector/tree/master/parent,,,,,,True,,,
com.android.tools.analytics-library:inspector,https://android.googlesource.com/platform/tools/base,,,,,,True,,,
com.adobe.blazeds:blazeds-opt,http://opensource.adobe.com/svn/opensource/blazeds/tags/3.2.0/,,,,,,True,,,
com.alibaba.dingtalk:dingtalk-bundle-gradle-open,https://www.dingtalk.com,,,,,,True,,,
com.anrisoftware.globalpom:anlopencl-jme3-izpack,https://project.anrisoftware.com/projects/anl-opencl/repository,,,,,,True,,,
com.anrisoftware.sscontrol:sscontrol-dns,https://anrisoftware.com/projects/projects/sscontrol-core-project/repository,,,,,,True,,,
com.alibaba.edas:edas-sc-migration-starter,http://svn.apache.org/viewvc/maven,,,,,,True,,,
com.adobe.cq.social:cq-social-srp-api,https://git.corp.adobe.com/CQ/social-srp/tree/master/bundles/cq-social-srp-api,,,,,,True,,,
com.adobe.granite:com.adobe.granite.monitoring.core,https://fit.corp.adobe.com/Granite/granite/tree/master/bundles/monitoring/core,,,,,,True,,,
com.adobe.granite:com.adobe.granite.poi,https://git.corp.adobe.com/Granite/com.adobe.granite.poi/tree/master/,,,,,,True,,,
com.adobe.cq.social:cq-social-forum,https://git.corp.adobe.com/CQ/social-forum/tree/master/content/jcr_root/libs/social/forum/src/impl,,,,,,True,,,
com.adobe.granite:com.adobe.granite.workflow.contenthook,https://git.corp.adobe.com/Granite/granite/tree/master/bundles/workflow/content,,,,,,True,,,
com.aliyun.be:aliyun-sdk-be,scm:git:ssh://git@gitlab.alibaba-inc.com:openrec/aime-cloud-sdk.git,,,,,,True,,,
com.aizuda:snail-job-datasource,https://gitee.com/aizuda/snail-job/snail-job-datasource,,,,,,True,,,
com.adobe.granite:com.adobe.granite.testing.granite-it-framework,https://git.corp.adobe.com/Granite/granite/tree/master/testing/granite-it-framework,,,,,,True,,,
com.aliyun.openservices:loghub-storm-1.0-spout,http://gitlab.alibaba-inc.com/sls/loghub-storm-1.0,,,,,,True,,,
com.anrisoftware.resources:resources-binary-tests,${project.custom.scm.url},,,,,,True,,,
