patched_release_id,full_name,cve_id,severity,cve_patched,cve_publish_date,patched_version_date,issues_new_acc,issues_closed_acc,issue_comments_acc,code_change_lines_add_acc,code_change_lines_remove_acc,code_change_lines_sum_acc,change_requests_acc,change_requests_accepted_acc,change_requests_reviews_acc,bus_factor_acc,inactive_contributors_acc,activity_acc,new_contributors_acc,attention_acc,stars_acc,technical_fork_acc,participants_acc,openrank_acc,cve
com.zaxxer:nuprocess:2.0.5,brettwooldridge/NuProcess,CVE-2022-39243,HIGH,True,2022-09-30T04:29:11Z,2022-09-20,75.0,57.0,460.0,10078.0,3690.0,6388.0,56.0,43.0,142.0,134.0,957.0,332.17000000000013,19.0,781.0,587.0,97.0,193.0,86.42999999999998,1
org.postgresql:postgresql:42.4.1,pgjdbc/pgjdbc,BIT-postgresql-jdbc-driver-2022-31197,HIGH,True,2022-08-06T05:51:38Z,2022-08-03,961.0,780.0,12063.0,756779.0,392976.0,363803.0,1300.0,886.0,2550.0,1088.0,7202.0,5074.4,199.0,2708.0,1136.0,786.0,2352.0,1376.03,1
org.postgresql:postgresql:42.7.2,pgjdbc/pgjdbc,BIT-postgresql-jdbc-driver-2024-1597,CRITICAL,True,2024-02-21T23:33:43Z,2024-02-20,1104.0,858.0,13453.0,907311.0,514055.0,393256.0,1617.0,1129.0,3065.0,1280.0,10808.0,5875.820000000002,222.0,3194.0,1392.0,901.0,2741.0,1552.12,1
org.postgresql:pgjdbc-aggregate:42.2.5,pgjdbc/pgjdbc,CVE-2018-10936,MODERATE,True,2018-10-19T16:53:33Z,2018-08-27,457.0,322.0,5733.0,443678.0,239158.0,204520.0,593.0,366.0,1280.0,459.0,1095.0,2304.7,86.0,1149.0,491.0,329.0,1017.0,644.6899999999999,1
com.sparkjava:spark-core:2.5.2,perwendel/spark,CVE-2016-9177,HIGH,True,2018-10-04T19:53:35Z,2016-11-06,280.0,154.0,1491.0,47861.0,16941.0,30920.0,217.0,109.0,127.0,488.0,310.0,1235.34,57.0,5548.0,3826.0,861.0,803.0,273.57,1
com.sparkjava:spark-core:2.7.2,perwendel/spark,CVE-2018-9159,MODERATE,True,2018-10-19T16:56:00Z,2018-03-07,465.0,375.0,2540.0,67014.0,24479.0,42535.0,307.0,175.0,178.0,813.0,1213.0,1980.26,84.0,8864.0,6226.0,1319.0,1314.0,448.7,1
io.springfox:springfox-swagger-ui:2.10.0,springfox/springfox,CVE-2019-17495,CRITICAL,True,2019-10-15T19:27:05Z,2020-06-22,2474.0,1781.0,13632.0,409599.0,275525.0,134074.0,295.0,204.0,500.0,3038.0,4614.0,7367.89,146.0,7353.0,4487.0,1433.0,5496.0,1584.62,1
org.neo4j.procedure:apoc-core:5.5.0,neo4j/apoc,CVE-2023-23926,MODERATE,True,2023-02-16T20:46:49Z,2023-02-16,153.0,41.0,369.0,95231.0,156064.0,-60833.0,147.0,129.0,276.0,28.0,2.0,263.15,11.0,43.0,21.0,11.0,78.0,70.64,1
org.graylog:graylog-parent:3.3.3,Graylog2/graylog2-server,CVE-2020-15813,HIGH,True,2022-02-10T22:39:58Z,2020-07-29,4138.0,3215.0,12628.0,2667291.0,1400090.0,1267201.0,3596.0,3095.0,3989.0,2321.0,896.0,9028.86,57.0,6432.0,4654.0,889.0,4373.0,2766.469999999999,1
com.datadoghq:datadog-api-client:1.0.0-beta.9,DataDog/datadog-api-client-java,CVE-2021-21331,LOW,True,2021-03-03T23:01:17Z,2021-02-12,4.0,3.0,1007.0,617530.0,209388.0,408142.0,419.0,310.0,157.0,39.0,8.0,455.61,8.0,18.0,8.0,5.0,119.0,57.370000000000005,1
io.digdag:digdag-server:0.10.5.1,treasure-data/digdag,CVE-2024-25125,MODERATE,True,2024-02-14T15:08:23Z,2024-02-13,422.0,354.0,3051.0,670374.0,231179.0,439195.0,1240.0,1066.0,1791.0,476.0,5370.0,2650.439999999998,104.0,1928.0,1347.0,291.0,992.0,875.3900000000004,1
co.elastic.apm:apm-agent-parent:1.27.1,elastic/apm-agent-java,CVE-2021-37942,HIGH,True,2023-11-22T03:30:19Z,2021-11-30,827.0,689.0,5759.0,544924.0,160830.0,384094.0,1438.0,1227.0,3544.0,336.0,953.0,2962.68,63.0,993.0,472.0,260.0,1051.0,684.5999999999999,1
io.strimzi:strimzi:0.42.0,strimzi/strimzi-kafka-operator,CVE-2024-36543,HIGH,True,2024-06-17T21:31:10Z,2024-07-08,2416.0,2109.0,32375.0,2854909.0,1863517.0,991392.0,5487.0,5041.0,27978.0,1078.0,6580.0,12001.979999999998,246.0,7950.0,4969.0,1490.0,3913.0,3542.240000000001,1
com.typesafe.akka:akka-actor_2.11:2.4.18,akka/akka,CVE-2018-16115,CRITICAL,True,2018-10-22T20:44:26Z,2017-05-02,3373.0,3370.0,37713.0,2508645.0,898864.0,1609781.0,3227.0,2811.0,18223.0,710.0,2360.0,8020.409999999999,310.0,7971.0,4331.0,1820.0,2729.0,2274.5899999999997,1
com.typesafe.akka:akka-actor_2.12:2.4.18,akka/akka,CVE-2018-16115,CRITICAL,True,2018-10-22T20:44:26Z,2017-05-02,3373.0,3370.0,37713.0,2508645.0,898864.0,1609781.0,3227.0,2811.0,18223.0,710.0,2360.0,8020.409999999999,310.0,7971.0,4331.0,1820.0,2729.0,2274.5899999999997,1
com.typesafe.akka:akka-http-core_2.11:10.0.6,akka/akka,CVE-2017-1000118,HIGH,True,2018-10-22T20:53:02Z,2017-05-03,3373.0,3370.0,37713.0,2508645.0,898864.0,1609781.0,3227.0,2811.0,18223.0,710.0,2360.0,8020.409999999999,310.0,7971.0,4331.0,1820.0,2729.0,2274.5899999999997,1
com.fastasyncworldedit:FastAsyncWorldEdit-Core:2.6.3,IntellectualSites/FastAsyncWorldEdit,CVE-2023-35925,MODERATE,True,2023-06-22T20:00:36Z,2023-06-12,1431.0,1364.0,4459.0,584163.0,575271.0,8892.0,885.0,586.0,1201.0,1249.0,1287.0,3531.379999999999,57.0,1349.0,609.0,370.0,1816.0,951.9700000000004,1
com.fastasyncworldedit:FastAsyncWorldEdit-Bukkit:2.6.3,IntellectualSites/FastAsyncWorldEdit,CVE-2023-35925,MODERATE,True,2023-06-22T20:00:36Z,2023-06-12,1431.0,1364.0,4459.0,584163.0,575271.0,8892.0,885.0,586.0,1201.0,1249.0,1287.0,3531.379999999999,57.0,1349.0,609.0,370.0,1816.0,951.9700000000004,1
org.springframework.integration:spring-integration-core:4.2.9.RELEASE,spring-projects/spring-integration,CVE-2020-5413,CRITICAL,True,2020-08-05T14:53:06Z,2016-07-25,13.0,13.0,1949.0,208194.0,51990.0,156204.0,499.0,105.0,1853.0,41.0,3.0,573.6400000000001,5.0,590.0,196.0,197.0,125.0,140.20000000000002,1
org.webjars.npm:jquery-ui:1.13.0,jquery/jquery-ui,BIT-drupal-2021-41182,MODERATE,True,2021-10-26T14:55:02Z,2021-10-28,22.0,1.0,2075.0,981384.0,683868.0,297516.0,552.0,110.0,1829.0,425.0,667.0,1527.8,24.0,12085.0,4205.0,3940.0,749.0,304.61000000000007,1
org.webjars.npm:jquery-ui:1.13.0,jquery/jquery-ui,BIT-drupal-2021-41183,MODERATE,True,2021-10-26T14:55:21Z,2021-10-28,22.0,1.0,2075.0,981384.0,683868.0,297516.0,552.0,110.0,1829.0,425.0,667.0,1527.8,24.0,12085.0,4205.0,3940.0,749.0,304.61000000000007,1
org.webjars.npm:jquery-ui:1.13.0,jquery/jquery-ui,BIT-drupal-2021-41184,MODERATE,True,2021-10-26T14:55:12Z,2021-10-28,22.0,1.0,2075.0,981384.0,683868.0,297516.0,552.0,110.0,1829.0,425.0,667.0,1527.8,24.0,12085.0,4205.0,3940.0,749.0,304.61000000000007,1
org.webjars.npm:jquery-ui:1.13.2,jquery/jquery-ui,CVE-2022-31160,MODERATE,True,2022-07-18T17:07:36Z,2022-07-19,75.0,34.0,2380.0,983269.0,684687.0,298582.0,586.0,128.0,1856.0,518.0,868.0,1743.9700000000005,28.0,12557.0,4401.0,4078.0,880.0,344.19000000000005,1
org.ngrinder:ngrinder-core:3.5.9,naver/ngrinder,CVE-2024-28213,CRITICAL,True,2024-03-07T06:30:31Z,2024-02-28,299.0,192.0,1215.0,569759.0,472779.0,96980.0,509.0,414.0,650.0,283.0,1257.0,1230.2500000000002,24.0,3053.0,1969.0,542.0,530.0,469.69999999999993,1
org.java-websocket:Java-WebSocket:1.5.0,TooTallNate/Java-WebSocket,CVE-2020-11050,HIGH,True,2020-05-08T18:54:39Z,2020-05-05,517.0,557.0,2646.0,71322.0,53631.0,17691.0,221.0,202.0,48.0,600.0,1106.0,1497.6100000000004,50.0,10016.0,6256.0,1880.0,902.0,410.03000000000014,1
org.rundeck:rundeck:4.3.0-rc1-20220523,rundeck/rundeck,CVE-2022-31044,HIGH,True,2022-06-17T20:51:48Z,2022-05-23,3833.0,3671.0,12638.0,2361751.0,1502090.0,859661.0,2664.0,2379.0,678.0,3703.0,5817.0,10527.339999999998,147.0,6158.0,4281.0,938.0,6348.0,3117.9499999999994,1
org.rundeck:rundeck:3.0.13-20190123,rundeck/rundeck,CVE-2019-6804,MODERATE,True,2022-05-13T01:06:55Z,2019-01-23,2282.0,1566.0,6629.0,934267.0,371637.0,562630.0,990.0,895.0,89.0,2159.0,1700.0,5388.209999999999,93.0,3608.0,2376.0,616.0,3550.0,1406.7799999999995,1
org.rundeck:rundeck:3.2.6-20200427,rundeck/rundeck,CVE-2020-11009,MODERATE,True,2020-04-29T16:31:12Z,2020-04-27,3085.0,2848.0,9730.0,1405011.0,629165.0,775846.0,1743.0,1562.0,323.0,2864.0,3008.0,7681.849999999999,113.0,4870.0,3306.0,782.0,4787.0,2163.0899999999992,1
org.rundeck:rundeck:4.17.3-20231113,rundeck/rundeck,CVE-2023-48222,HIGH,True,2023-11-16T20:48:46Z,2023-11-13,4106.0,3880.0,13716.0,7439398.0,6125267.0,1314131.0,3280.0,2858.0,1145.0,4033.0,8190.0,12214.839999999998,156.0,6990.0,4905.0,1042.0,7254.0,3801.88,1
com.h2database:h2:2.2.220,h2database/h2database,CVE-2022-45868,HIGH,True,2022-11-23T21:30:31Z,2023-07-05,2016.0,1655.0,10294.0,670805.0,540557.0,130248.0,1652.0,1492.0,2291.0,1369.0,8152.0,5360.190000000001,157.0,7077.0,4125.0,1476.0,2581.0,1601.7999999999995,1
com.h2database:h2:2.0.202,h2database/h2database,CVE-2021-23463,HIGH,True,2021-12-16T14:29:57Z,2021-11-29,1588.0,1279.0,8666.0,614601.0,496321.0,118280.0,1494.0,1348.0,2031.0,919.0,5375.0,4274.0599999999995,137.0,5755.0,3291.0,1232.0,1956.0,1330.17,1
org.javadelight:delight-nashorn-sandbox:0.3.1,javadelight/delight-nashorn-sandbox,CVE-2021-40660,HIGH,True,2022-06-15T00:00:24Z,2023-05-26,96.0,51.0,507.0,40227.0,23203.0,17024.0,39.0,36.0,28.0,165.0,1202.0,364.76000000000016,23.0,429.0,249.0,90.0,235.0,127.22,1
org.yamcs:yamcs:5.8.7,yamcs/yamcs,CVE-2023-45278,CRITICAL,True,2023-10-19T18:30:30Z,2023-09-29,297.0,243.0,839.0,1570459.0,1333392.0,237067.0,429.0,373.0,58.0,240.0,755.0,1097.7500000000002,24.0,312.0,154.0,78.0,455.0,471.22,1
org.yamcs:yamcs:5.8.7,yamcs/yamcs,CVE-2023-45277,HIGH,True,2023-10-19T18:30:30Z,2023-09-29,297.0,243.0,839.0,1570459.0,1333392.0,237067.0,429.0,373.0,58.0,240.0,755.0,1097.7500000000002,24.0,312.0,154.0,78.0,455.0,471.22,1
org.yamcs:yamcs:5.8.7,yamcs/yamcs,CVE-2023-45279,MODERATE,True,2023-10-20T00:30:24Z,2023-09-29,297.0,243.0,839.0,1570459.0,1333392.0,237067.0,429.0,373.0,58.0,240.0,755.0,1097.7500000000002,24.0,312.0,154.0,78.0,455.0,471.22,1
org.yamcs:yamcs:5.8.7,yamcs/yamcs,CVE-2023-45280,MODERATE,True,2023-10-20T00:30:24Z,2023-09-29,297.0,243.0,839.0,1570459.0,1333392.0,237067.0,429.0,373.0,58.0,240.0,755.0,1097.7500000000002,24.0,312.0,154.0,78.0,455.0,471.22,1
org.webjars.bowergithub.vaadin:vaadin-menu-bar:1.2.1,vaadin/vaadin-menu-bar,CVE-2021-33611,MODERATE,True,2021-11-03T17:33:32Z,2020-12-11,72.0,45.0,118.0,13280.0,8484.0,4796.0,45.0,45.0,92.0,55.0,63.0,168.82999999999996,8.0,13.0,5.0,4.0,86.0,34.77,1
org.scala-lang:scala-library:2.12.9,scala/scala,CVE-2022-36944,CRITICAL,True,2022-09-25T00:00:20Z,2019-08-05,6.0,7.0,22571.0,1304517.0,1429419.0,-124902.0,4001.0,3076.0,9025.0,857.0,6209.0,7846.71,291.0,15750.0,10428.0,2661.0,2628.0,1852.28,1
org.apache.openmeetings:openmeetings-parent:5.1.0,apache/openmeetings,CVE-2020-13951,HIGH,True,2022-02-10T20:36:45Z,2020-12-01,47.0,43.0,320.0,246109.0,109562.0,136547.0,70.0,54.0,305.0,78.0,126.0,244.68,11.0,901.0,439.0,231.0,111.0,130.56,1
org.apache.openmeetings:openmeetings-parent:6.2.0,apache/openmeetings,CVE-2021-27576,HIGH,True,2021-06-16T17:43:36Z,2022-04-26,57.0,49.0,389.0,257629.0,112213.0,145416.0,113.0,84.0,384.0,98.0,287.0,334.84000000000003,13.0,1142.0,564.0,284.0,145.0,170.91000000000005,1
com.rabbitmq.jms:rabbitmq-jms:2.2.0,rabbitmq/rabbitmq-jms-client,CVE-2020-36282,HIGH,True,2021-12-10T17:15:49Z,2020-11-03,57.0,57.0,186.0,13758.0,2834.0,10924.0,71.0,41.0,26.0,69.0,213.0,196.99999999999997,11.0,117.0,41.0,38.0,102.0,41.120000000000005,1
org.springframework.session:spring-session-core:2.7.1,spring-projects/spring-session,CVE-2023-20866,MODERATE,True,2023-04-13T21:30:27Z,2023-03-21,1756.0,1612.0,4842.0,214838.0,169164.0,45674.0,402.0,174.0,374.0,1104.0,2069.0,3136.6700000000005,48.0,4493.0,1900.0,1297.0,1845.0,739.1600000000001,1
org.keycloak:keycloak-parent:19.0.2,keycloak/keycloak,CVE-2022-2256,MODERATE,True,2022-09-23T16:32:51Z,2022-09-14,2728.0,1529.0,29365.0,7719070.0,3403201.0,4315869.0,8957.0,7345.0,11232.0,3709.0,21003.0,17503.079999999998,681.0,26298.0,14362.0,5968.0,6869.0,5161.440000000001,1
org.keycloak:keycloak-parent:20.0.5,keycloak/keycloak,CVE-2022-4137,HIGH,True,2023-03-01T17:38:56Z,2023-02-20,3968.0,2466.0,33860.0,7998416.0,3826428.0,4171988.0,9614.0,7839.0,12433.0,4750.0,23897.0,20264.959999999995,714.0,28759.0,15835.0,6462.0,8451.0,5885.890000000001,1
org.keycloak:keycloak-parent:20.0.2,keycloak/keycloak,CVE-2022-3782,CRITICAL,True,2022-12-13T19:44:56Z,2022-12-13,3409.0,2016.0,31779.0,7855017.0,3568545.0,4286472.0,9282.0,7577.0,11821.0,4307.0,22700.0,19058.959999999995,696.0,27752.0,15236.0,6258.0,7789.0,5575.560000000001,1
org.keycloak:keycloak-parent:23.0.4,keycloak/keycloak,CVE-2023-6927,MODERATE,True,2023-12-19T00:30:21Z,2024-01-08,8026.0,5134.0,55947.0,9408714.0,4622206.0,4786508.0,12600.0,10291.0,16530.0,6847.0,31178.0,28602.41999999999,875.0,34778.0,19662.0,7558.0,12601.0,8240.720000000003,1
org.keycloak:keycloak-parent:19.0.2,keycloak/keycloak,CVE-2022-2668,HIGH,True,2022-09-23T16:32:32Z,2022-09-14,2728.0,1529.0,29365.0,7719070.0,3403201.0,4315869.0,8957.0,7345.0,11232.0,3709.0,21003.0,17503.079999999998,681.0,26298.0,14362.0,5968.0,6869.0,5161.440000000001,1
org.keycloak:keycloak-parent:20.0.2,keycloak/keycloak,CVE-2022-3916,MODERATE,True,2022-12-13T19:44:33Z,2022-12-13,3409.0,2016.0,31779.0,7855017.0,3568545.0,4286472.0,9282.0,7577.0,11821.0,4307.0,22700.0,19058.959999999995,696.0,27752.0,15236.0,6258.0,7789.0,5575.560000000001,1
org.zaproxy:zap:2.12.0,zaproxy/zaproxy,CVE-2022-27820,MODERATE,True,2022-03-25T00:00:34Z,2022-10-27,2900.0,2566.0,24770.0,1627788.0,943096.0,684692.0,2964.0,2785.0,4374.0,1277.0,6282.0,7835.840000000002,176.0,15732.0,10865.0,2433.0,3304.0,1668.729999999999,1
org.wso2.transport.http:org.wso2.transport.http.netty:6.3.1,wso2/transport-http,CVE-2019-10797,MODERATE,True,2022-02-09T22:35:29Z,2020-02-09,26.0,21.0,80.0,135842.0,53448.0,82394.0,353.0,330.0,620.0,91.0,139.0,617.34,19.0,99.0,9.0,45.0,200.0,99.77,1
com.amazonaws:aws-java-sdk-s3:1.12.261,aws/aws-sdk-java,CVE-2022-31159,HIGH,True,2022-07-15T20:44:55Z,2022-07-14,2006.0,1890.0,9711.0,266494.0,279918.0,-13424.0,415.0,183.0,242.0,2617.0,8291.0,6107.570000000002,143.0,9345.0,3465.0,2940.0,4069.0,1369.8799999999997,1
org.springframework.cloud:spring-cloud-openfeign-core:2.1.5.RELEASE,spring-cloud/spring-cloud-openfeign,CVE-2021-22044,HIGH,True,2022-05-24T19:19:03Z,2020-01-31,193.0,163.0,1013.0,15058.0,3511.0,11547.0,82.0,59.0,95.0,315.0,193.0,731.76,29.0,788.0,356.0,216.0,475.0,138.42999999999998,1
org.webjars:swagger-ui:3.23.11,webjars/swagger-ui,CVE-2019-17495,CRITICAL,True,2019-10-15T19:27:05Z,2019-10-17,79.0,83.0,66.0,69.0,17.0,52.0,7.0,6.0,1.0,84.0,210.0,160.88000000000005,6.0,63.0,27.0,18.0,120.0,72.17,1
net.snowflake:snowflake-jdbc:3.13.29,snowflakedb/snowflake-jdbc,CVE-2023-30535,HIGH,True,2023-04-14T18:28:58Z,2023-03-17,529.0,502.0,2595.0,764230.0,423178.0,341052.0,715.0,518.0,1381.0,427.0,837.0,2157.6400000000003,61.0,476.0,150.0,163.0,1009.0,557.71,1
com.vaadin:vaadin-server:8.8.5,vaadin/vaadin,CVE-2019-25028,MODERATE,True,2021-04-19T14:49:48Z,2019-07-01,8.0,4.0,22.0,555.0,179.0,376.0,40.0,35.0,4.0,33.0,105.0,104.6,13.0,293.0,241.0,26.0,52.0,19.729999999999997,1
io.micronaut.security:micronaut-security-oauth2:4.0.0-M1,micronaut-projects/micronaut-security,CVE-2023-36820,MODERATE,True,2023-10-05T20:55:14Z,2023-03-27,323.0,240.0,1775.0,159679.0,70284.0,89395.0,901.0,713.0,336.0,290.0,1125.0,1674.11,56.0,445.0,174.0,132.0,679.0,247.84,1
com.webauthn4j:webauthn4j-spring-security-core:0.9.1.RELEASE,webauthn4j/webauthn4j-spring-security,CVE-2023-45669,MODERATE,True,2023-10-17T13:23:20Z,2023-10-16,28.0,27.0,1162.0,270495.0,262217.0,8278.0,1253.0,909.0,3.0,60.0,33.0,856.0999999999999,7.0,233.0,153.0,40.0,166.0,59.27999999999999,1
com.yahoo.elide:elide-core:4.5.14,yahoo/elide,CVE-2020-5289,HIGH,True,2020-03-30T20:09:58Z,2020-03-26,290.0,204.0,2553.0,690100.0,249772.0,440328.0,947.0,781.0,2596.0,243.0,845.0,1869.3400000000004,46.0,1050.0,684.0,183.0,564.0,644.4200000000002,1
com.yahoo.elide:elide-datastore-aggregation:6.1.4,yahoo/elide,CVE-2022-24827,HIGH,True,2022-04-08T22:43:17Z,2022-04-07,435.0,375.0,3379.0,2523592.0,901730.0,1621862.0,2035.0,1688.0,4340.0,326.0,2078.0,3048.600000000001,69.0,1477.0,946.0,265.0,816.0,1011.24,1
org.springframework.cloud:spring-cloud-netflix:2.0.3.RELEASE,spring-cloud/spring-cloud-netflix,CVE-2020-5412,MODERATE,True,2021-04-30T17:29:42Z,2019-02-22,2634.0,2555.0,15748.0,350097.0,113953.0,236144.0,663.0,380.0,872.0,2579.0,2121.0,6958.990000000002,138.0,6809.0,3299.0,1755.0,4149.0,1718.13,1
com.amazon.redshift:redshift-jdbc42:2.1.0.28,aws/amazon-redshift-jdbc-driver,BIT-postgresql-jdbc-driver-2024-1597,CRITICAL,True,2024-05-15T17:10:49Z,2024-05-14,79.0,72.0,431.0,1266.0,825.0,441.0,16.0,8.0,1.0,127.0,98.0,276.68,6.0,127.0,63.0,32.0,188.0,108.61999999999998,1
org.openrefine:main:3.6.0,OpenRefine/OpenRefine,CVE-2022-41401,MODERATE,True,2023-08-04T18:30:39Z,2022-07-22,1769.0,1430.0,13364.0,1531583.0,792577.0,739006.0,2339.0,1871.0,2241.0,781.0,3902.0,5194.14,162.0,10495.0,7186.0,1654.0,1979.0,1414.67,1
org.openrefine:main:3.8-beta1,OpenRefine/OpenRefine,CVE-2023-37476,MODERATE,True,2023-07-18T18:47:27Z,2024-02-21,2172.0,1822.0,16161.0,1770063.0,934836.0,835227.0,3135.0,2581.0,2699.0,934.0,6955.0,6576.650000000001,203.0,12509.0,8638.0,1935.0,2452.0,1799.5099999999998,1
net.sourceforge.plantuml:plantuml-mit:1.2023.9,plantuml/plantuml,CVE-2023-3431,MODERATE,True,2023-06-27T15:30:28Z,2023-06-13,918.0,488.0,2887.0,390151.0,329479.0,60672.0,387.0,303.0,33.0,995.0,1572.0,2419.3900000000003,70.0,10357.0,8440.0,958.0,1484.0,568.19,1
net.sourceforge.plantuml:plantuml-mit:1.2023.9,plantuml/plantuml,CVE-2023-3432,HIGH,True,2023-06-27T15:30:29Z,2023-06-13,918.0,488.0,2887.0,390151.0,329479.0,60672.0,387.0,303.0,33.0,995.0,1572.0,2419.3900000000003,70.0,10357.0,8440.0,958.0,1484.0,568.19,1
com.cronutils:cron-utils:9.1.3,jmrozanec/cron-utils,CVE-2020-26238,CRITICAL,True,2020-11-24T23:48:38Z,2020-11-21,264.0,256.0,1473.0,86284.0,65733.0,20551.0,188.0,182.0,14.0,249.0,2561.0,862.1700000000001,85.0,1215.0,719.0,248.0,410.0,282.25,1
com.cronutils:cron-utils:9.1.6,jmrozanec/cron-utils,CVE-2021-41269,CRITICAL,True,2021-11-15T23:27:11Z,2021-11-14,282.0,264.0,1528.0,88650.0,67221.0,21429.0,198.0,191.0,14.0,270.0,3578.0,918.55,92.0,1411.0,860.0,276.0,440.0,312.26000000000005,1
com.microsoft.azure:msal4j:1.14.1,AzureAD/microsoft-authentication-library-for-java,CVE-2024-35255,MODERATE,True,2024-06-11T18:30:50Z,2023-12-11,373.0,340.0,1289.0,251409.0,91597.0,159812.0,368.0,309.0,781.0,279.0,473.0,1285.9599999999996,31.0,576.0,274.0,151.0,600.0,386.9300000000001,1
io.fusionauth:fusionauth-java-client:1.42.0,FusionAuth/fusionauth-java-client,CVE-2022-45921,HIGH,True,2022-11-28T21:30:21Z,2022-12-07,10.0,9.0,58.0,6227.0,2975.0,3252.0,21.0,10.0,46.0,30.0,18.0,110.41,4.0,14.0,6.0,4.0,50.0,54.39000000000001,1
com.github.samtools:htsjdk:3.0.1,samtools/htsjdk,CVE-2022-21126,HIGH,True,2022-11-29T18:30:18Z,2022-09-26,544.0,308.0,6391.0,565713.0,286571.0,279142.0,910.0,742.0,6428.0,685.0,5252.0,3826.98,100.0,816.0,242.0,287.0,1497.0,805.1000000000001,1
org.thymeleaf:thymeleaf-spring5:3.0.13.RELEASE,thymeleaf/thymeleaf-spring,CVE-2021-43466,CRITICAL,True,2021-11-10T19:52:33Z,2021-11-28,179.0,138.0,428.0,201.0,116.0,85.0,14.0,6.0,2.0,215.0,249.0,459.6600000000002,6.0,683.0,377.0,151.0,285.0,229.62,1
com.alibaba:fastjson:1.1.41.sec01,alibaba/fastjson,CVE-2022-25845,HIGH,True,2022-06-11T00:00:17Z,2017-03-09,734.0,531.0,2360.0,58125.0,56926.0,1199.0,134.0,91.0,4.0,855.0,313.0,1736.59,47.0,13275.0,7657.0,2809.0,1114.0,364.93000000000006,1
de.codecentric:spring-boot-admin:2.6.10,codecentric/spring-boot-admin,CVE-2022-46166,HIGH,True,2022-12-09T20:19:32Z,2022-12-02,1509.0,1450.0,5917.0,891347.0,973161.0,-81814.0,663.0,406.0,442.0,1637.0,3587.0,4149.650000000001,111.0,19160.0,12138.0,3511.0,2383.0,1081.45,1
com.aerospike:aerospike-client:7.0.0,aerospike/aerospike-client-java,CVE-2023-36480,CRITICAL,True,2023-08-03T19:45:39Z,2023-08-02,128.0,126.0,710.0,83214.0,21001.0,62213.0,127.0,35.0,79.0,243.0,425.0,609.2599999999999,14.0,710.0,218.0,246.0,358.0,217.18,1
net.opentsdb:opentsdb:2.4.0RC1,OpenTSDB/opentsdb,CVE-2018-13003,MODERATE,True,2022-05-14T03:06:10Z,2017-08-06,452.0,253.0,1911.0,143891.0,66811.0,77080.0,178.0,57.0,155.0,499.0,295.0,1315.3000000000002,28.0,2924.0,1806.0,559.0,817.0,340.15,1
net.opentsdb:opentsdb:2.4.0RC1,OpenTSDB/opentsdb,CVE-2018-12973,MODERATE,True,2022-05-14T03:06:10Z,2017-08-06,452.0,253.0,1911.0,143891.0,66811.0,77080.0,178.0,57.0,155.0,499.0,295.0,1315.3000000000002,28.0,2924.0,1806.0,559.0,817.0,340.15,1
net.opentsdb:opentsdb:2.4.0RC1,OpenTSDB/opentsdb,CVE-2018-12972,CRITICAL,True,2022-05-13T01:49:41Z,2017-08-06,452.0,253.0,1911.0,143891.0,66811.0,77080.0,178.0,57.0,155.0,499.0,295.0,1315.3000000000002,28.0,2924.0,1806.0,559.0,817.0,340.15,1
net.opentsdb:opentsdb:2.4.1,OpenTSDB/opentsdb,CVE-2020-35476,CRITICAL,True,2021-08-02T17:02:21Z,2021-09-07,810.0,438.0,3396.0,1903355.0,1166865.0,736490.0,897.0,515.0,698.0,890.0,2142.0,2919.649999999999,64.0,5981.0,3813.0,1084.0,1637.0,856.5400000000001,1
com.charleskorn.kaml:kaml:0.35.3,charleskorn/kaml,CVE-2021-39194,MODERATE,True,2021-09-07T23:08:40Z,2021-09-05,46.0,41.0,212.0,6159.0,2686.0,3473.0,136.0,112.0,49.0,61.0,82.0,251.4000000000001,8.0,286.0,228.0,29.0,103.0,44.879999999999995,1
com.charleskorn.kaml:kaml:0.53.0,charleskorn/kaml,CVE-2023-28118,HIGH,True,2023-03-20T21:26:59Z,2023-03-17,67.0,62.0,368.0,9461.0,3788.0,5673.0,311.0,279.0,113.0,99.0,236.0,496.56000000000006,15.0,467.0,361.0,52.0,185.0,70.51,1
org.eclipse.parsson:project:1.1.4,eclipse-ee4j/parsson,CVE-2023-4043,MODERATE,True,2023-11-03T09:32:49Z,2023-08-04,32.0,18.0,47.0,15515.0,50806.0,-35291.0,57.0,52.0,20.0,44.0,26.0,147.07000000000005,6.0,34.0,10.0,12.0,61.0,36.06999999999999,1
org.mapfish.print:print-servlet:2.1.1,mapfish/mapfish-print,CVE-2020-15232,CRITICAL,False,2020-07-07T16:32:45Z,2015-06-09,320.0,190.0,2350.0,542331.0,445126.0,97205.0,2838.0,2416.0,568.0,326.0,3380.0,2833.909999999999,55.0,673.0,129.0,272.0,810.0,317.79999999999995,1
org.mapfish.print:print-lib:2.1.1,mapfish/mapfish-print,CVE-2020-15232,CRITICAL,False,2020-07-07T16:32:45Z,2015-06-09,320.0,190.0,2350.0,542331.0,445126.0,97205.0,2838.0,2416.0,568.0,326.0,3380.0,2833.909999999999,55.0,673.0,129.0,272.0,810.0,317.79999999999995,1
