full_name,github_owner,github_repo,data_class,combined_name,group_id,artifact_id,cve_id,severity,cve_patched,cve_publish_date,cve_duration,start_version,start_version_timestamp,start_version_date,end_version,end_version_timestamp,end_version_date,patched_version,patched_version_timestamp,patched_version_date,latest_version,api_id,api_aliases,scm_url,github_url,github_api_url,patched_release_id
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk15to18,org.bouncycastle,bcprov-jdk15to18,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,-15580151000,1.65,1586148657000,2020-04-05,1.66,1594182437000,2020-07-07,1.67,1604219104000.0,2020-11-01,1.78.1,GHSA-73xv-w5gp-frxh,CVE-2020-28052,https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk15to18:1.67
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk14,org.bouncycastle,bcprov-jdk14,CVE-2019-17359,HIGH,True,2019-10-17T18:15:16Z,-493051000,1.63,1568169143000,2019-09-10,1.63,1568169143000,2019-09-10,1.64,1570843065000.0,2019-10-11,1.78.1,GHSA-2mh8-gx2m-mr75,CVE-2019-17359,https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk14:1.64
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk14,org.bouncycastle,bcprov-jdk14,CGA-88fx-6j2p-hrcp,LOW,True,2024-05-03T18:30:37Z,-2371387000,1.61,1550272041000,2019-02-15,1.77,1700023220000,2023-11-14,1.78,1712389650000.0,2024-04-06,1.78.1,GHSA-4h8f-2wvx-gg5w,"CGA-88fx-6j2p-hrcp, CGA-j5h3-f4x4-8725, CGA-xf7g-2h39-r54g, CVE-2024-34447",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk14:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk14,org.bouncycastle,bcprov-jdk14,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,-15579997000,1.65,1586150088000,2020-04-05,1.65,1586150088000,2020-04-05,1.67,1604219258000.0,2020-11-01,1.78.1,GHSA-73xv-w5gp-frxh,CVE-2020-28052,https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk14:1.67
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-ext-jdk15to18,org.bouncycastle,bcprov-ext-jdk15to18,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,-1723319000,1.64,1570844161000,2019-10-11,1.73,1681270174000,2023-04-11,1.74,1686804504000.0,2023-06-14,1.78.1,GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-ext-jdk15to18:1.74
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-ext-jdk15on,org.bouncycastle,bcprov-ext-jdk15on,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,-11119434000,1.65,1586147190000,2020-04-05,1.66,1594112469000,2020-07-07,1.67,1608679821000.0,2020-12-22,1.70,GHSA-73xv-w5gp-frxh,CVE-2020-28052,https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-ext-jdk15on:1.67
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-debug-jdk15to18,org.bouncycastle,bcprov-debug-jdk15to18,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,-1633606000,1.64,1570851840000,2019-10-11,1.73,1681270483000,2023-04-11,1.74,1686894217000.0,2023-06-15,1.78.1,GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-debug-jdk15to18:1.74
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-debug-jdk18on,org.bouncycastle,bcprov-debug-jdk18on,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,-1633517000,1.71,1649208173000,2022-04-05,1.73,1681267599000,2023-04-11,1.74,1686894306000.0,2023-06-15,1.78.1,GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-debug-jdk18on:1.74
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk15to18,org.bouncycastle,bctls-jdk15to18,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,-3311333000,1.63,1568176179000,2019-09-10,1.77,1700022694000,2023-11-14,1.78,1712389441000.0,2024-04-06,1.78.1,GHSA-v435-xc8x-wvr9,"CGA-2f4h-fc34-cw83, CGA-5mrq-75x2-g8hj, CGA-9qv8-44xh-vf2p, CVE-2024-30171",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk15to18:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk15to18,org.bouncycastle,bctls-jdk15to18,CGA-h49m-7vwx-446f,MODERATE,True,2024-05-14T15:32:54Z,-3311333000,1.63,1568176179000,2019-09-10,1.77,1700022694000,2023-11-14,1.78,1712389441000.0,2024-04-06,1.78.1,GHSA-8xfc-gm6g-vgpv,"CGA-h49m-7vwx-446f, CGA-pmw5-3929-3rqr, CGA-x9cj-c42r-f4mr, CVE-2024-29857",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk15to18:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk15to18,org.bouncycastle,bctls-jdk15to18,CGA-96m8-9rvf-gh6w,MODERATE,True,2024-05-14T15:32:54Z,-3311333000,1.63,1568176179000,2019-09-10,1.77,1700022694000,2023-11-14,1.78,1712389441000.0,2024-04-06,1.78.1,GHSA-m44j-cfrm-g8qc,"CGA-96m8-9rvf-gh6w, CGA-jjwj-6v39-vh3f, CGA-qh5m-p3cq-84w2, CVE-2024-30172",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk15to18:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk14,org.bouncycastle,bctls-jdk14,CGA-96m8-9rvf-gh6w,MODERATE,True,2024-05-14T15:32:54Z,-3311285000,1.61,1550272198000,2019-02-15,1.77,1700022742000,2023-11-14,1.78,1712389489000.0,2024-04-06,1.78.1,GHSA-m44j-cfrm-g8qc,"CGA-96m8-9rvf-gh6w, CGA-jjwj-6v39-vh3f, CGA-qh5m-p3cq-84w2, CVE-2024-30172",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk14:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk14,org.bouncycastle,bctls-jdk14,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,-3311285000,1.61,1550272198000,2019-02-15,1.77,1700022742000,2023-11-14,1.78,1712389489000.0,2024-04-06,1.78.1,GHSA-v435-xc8x-wvr9,"CGA-2f4h-fc34-cw83, CGA-5mrq-75x2-g8hj, CGA-9qv8-44xh-vf2p, CVE-2024-30171",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk14:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bctls-jdk14,org.bouncycastle,bctls-jdk14,CGA-h49m-7vwx-446f,MODERATE,True,2024-05-14T15:32:54Z,-3311285000,1.61,1550272198000,2019-02-15,1.77,1700022742000,2023-11-14,1.78,1712389489000.0,2024-04-06,1.78.1,GHSA-8xfc-gm6g-vgpv,"CGA-h49m-7vwx-446f, CGA-pmw5-3929-3rqr, CGA-x9cj-c42r-f4mr, CVE-2024-29857",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bctls-jdk14:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcpkix-jdk18on,org.bouncycastle,bcpkix-jdk18on,CGA-q98p-rjg3-8jq7,MODERATE,True,2023-11-23T18:30:33Z,-19496813000,1.71,1649207949000,2022-04-05,1.72,1664406359000,2022-09-28,1.73,1681267420000.0,2023-04-11,1.78.1,GHSA-wjxj-5m7g-mg7q,"CGA-q98p-rjg3-8jq7, CVE-2023-33202",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcpkix-jdk18on:1.73
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,-3311221000,1.71,1649208413000,2022-04-05,1.77,1700022983000,2023-11-14,1.78,1712389553000.0,2024-04-06,1.78.1,GHSA-v435-xc8x-wvr9,"CGA-2f4h-fc34-cw83, CGA-5mrq-75x2-g8hj, CGA-9qv8-44xh-vf2p, CVE-2024-30171",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-88fx-6j2p-hrcp,LOW,True,2024-05-03T18:30:37Z,-2371484000,1.71,1649208413000,2022-04-05,1.77,1700022983000,2023-11-14,1.78,1712389553000.0,2024-04-06,1.78.1,GHSA-4h8f-2wvx-gg5w,"CGA-88fx-6j2p-hrcp, CGA-j5h3-f4x4-8725, CGA-xf7g-2h39-r54g, CVE-2024-34447",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,-1722997000,1.71,1649208413000,2022-04-05,1.73,1681268115000,2023-04-11,1.74,1686804826000.0,2023-06-14,1.78.1,GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.74
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-96m8-9rvf-gh6w,MODERATE,True,2024-05-14T15:32:54Z,-3311221000,1.71,1649208413000,2022-04-05,1.77,1700022983000,2023-11-14,1.78,1712389553000.0,2024-04-06,1.78.1,GHSA-m44j-cfrm-g8qc,"CGA-96m8-9rvf-gh6w, CGA-jjwj-6v39-vh3f, CGA-qh5m-p3cq-84w2, CVE-2024-30172",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-h49m-7vwx-446f,MODERATE,True,2024-05-14T15:32:54Z,-3311221000,1.71,1649208413000,2022-04-05,1.77,1700022983000,2023-11-14,1.78,1712389553000.0,2024-04-06,1.78.1,GHSA-8xfc-gm6g-vgpv,"CGA-h49m-7vwx-446f, CGA-pmw5-3929-3rqr, CGA-x9cj-c42r-f4mr, CVE-2024-29857",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.78
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,CGA-q98p-rjg3-8jq7,MODERATE,True,2023-11-23T18:30:33Z,-19496118000,1.71,1649208413000,2022-04-05,1.72,1664406658000,2022-09-28,1.73,1681268115000.0,2023-04-11,1.78.1,GHSA-wjxj-5m7g-mg7q,"CGA-q98p-rjg3-8jq7, CVE-2023-33202",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-jdk18on:1.73
bcgit/bc-java,bcgit,bc-java,0,org.bouncycastle:bcprov-ext-jdk18on,org.bouncycastle,bcprov-ext-jdk18on,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,-1723206000,1.71,1649208337000,2022-04-05,1.73,1681267984000,2023-04-11,1.74,1686804617000.0,2023-06-14,1.78.1,GHSA-hr8g-6v94-x4m9,"CGA-9v29-fwrv-3vmr, CVE-2023-33201",https://github.com/bcgit/bc-java,https://github.com/bcgit/bc-java,https://api.github.com/repos/bcgit/bc-java,org.bouncycastle:bcprov-ext-jdk18on:1.74
classgraph/classgraph,classgraph,classgraph,0,io.github.classgraph:classgraph,io.github.classgraph,classgraph,CVE-2021-47621,MODERATE,True,2024-06-21T06:31:12Z,-90563674000,4.0.0-beta-11,1532840289000,2018-07-28,4.8.111,1628053791000,2021-08-03,4.8.112,1628387798000.0,2021-08-07,4.8.175,GHSA-v2xm-76pq-phcf,CVE-2021-47621,https://github.com/classgraph/classgraph,https://github.com/classgraph/classgraph,https://api.github.com/repos/classgraph/classgraph,io.github.classgraph:classgraph:4.8.112
kubernetes-client/java,kubernetes-client,java,0,io.kubernetes:client-java,io.kubernetes,client-java,CVE-2021-25738,MODERATE,True,2021-10-12T17:50:25Z,-19307903000,0.1,1502463427000,2017-08-11,10.0.2,1640934438000,2021-12-31,11.0.1,1614753122000.0,2021-03-02,21.0.1-legacy,GHSA-m8wh-mqgf-rr8g,CVE-2021-25738,https://github.com/kubernetes-client/java,https://github.com/kubernetes-client/java,https://api.github.com/repos/kubernetes-client/java,io.kubernetes:client-java:11.0.1
kubernetes-client/java,kubernetes-client,java,0,io.kubernetes:client-java,io.kubernetes,client-java,CVE-2020-8570,HIGH,True,2021-01-29T18:12:54Z,-14216583000,0.1,1502463427000,2017-08-11,10.0.0,1600356125000,2020-09-17,9.0.2,1597727391000.0,2020-08-17,21.0.1-legacy,GHSA-cghx-9gcr-r42x,CVE-2020-8570,https://github.com/kubernetes-client/java,https://github.com/kubernetes-client/java,https://api.github.com/repos/kubernetes-client/java,io.kubernetes:client-java:9.0.2
junrar/junrar,junrar,junrar,0,com.github.junrar:junrar,com.github.junrar,junrar,CVE-2018-12418,MODERATE,True,2018-10-17T00:04:05Z,-11827697000,0.7,1346808173000,2012-09-04,1.0.0,1524782348000,2018-04-26,1.0.1,1527906948000.0,2018-06-01,7.5.5,GHSA-5xqr-grq4-qwgx,CVE-2018-12418,git@github.com:junrar/junrar.git,https://github.com/junrar/junrar,https://api.github.com/repos/junrar/junrar,com.github.junrar:junrar:1.0.1
junrar/junrar,junrar,junrar,0,com.github.junrar:junrar,com.github.junrar,junrar,CVE-2022-23596,HIGH,True,2022-02-01T00:47:23Z,-418433000,0.7,1346808173000,2012-09-04,7.4.0,1604204036000,2020-10-31,7.4.1,1643258010000.0,2022-01-26,7.5.5,GHSA-m6cj-93v6-cvr5,CVE-2022-23596,git@github.com:junrar/junrar.git,https://github.com/junrar/junrar,https://api.github.com/repos/junrar/junrar,com.github.junrar:junrar:7.4.1
PebbleTemplates/pebble,PebbleTemplates,pebble,1,io.pebbletemplates:pebble,io.pebbletemplates,pebble,CVE-2022-37767,CRITICAL,True,2022-09-13T00:00:39Z,760559000,2.5.0,1525229913000,2018-05-01,3.1.5,1613159259000,2021-02-12,3.1.6,1663787798000.0,2022-09-21,3.2.2,GHSA-wxx5-w9jc-48wx,CVE-2022-37767,https://github.com/PebbleTemplates/pebble.git,https://github.com/PebbleTemplates/pebble,https://api.github.com/repos/PebbleTemplates/pebble,io.pebbletemplates:pebble:3.1.6
PebbleTemplates/pebble,PebbleTemplates,pebble,0,io.pebbletemplates:pebble-project,io.pebbletemplates,pebble-project,CVE-2019-19899,CRITICAL,True,2022-05-24T22:01:17Z,-62752008000,3.0.0,1531508788000,2018-07-13,3.1.3,1588358653000,2020-05-01,3.1.4,1590677669000.0,2020-05-28,3.2.2,GHSA-83m8-7hj8-ff5w,CVE-2019-19899,https://github.com/PebbleTemplates/pebble.git,https://github.com/PebbleTemplates/pebble,https://api.github.com/repos/PebbleTemplates/pebble,io.pebbletemplates:pebble-project:3.1.4
nahsra/antisamy,nahsra,antisamy,0,org.owasp.antisamy:antisamy,org.owasp.antisamy,antisamy,CVE-2021-35043,MODERATE,True,2021-08-02T16:58:43Z,-2593136000,1.5.7,1506617238000,2017-09-28,1.6.3,1617846707000,2021-04-07,1.6.4,1625330387000.0,2021-07-03,1.7.6,GHSA-9c8w-jrw3-q2c3,CVE-2021-35043,scm:git:git@github.com:nahsra/antisamy.git,https://github.com/nahsra/antisamy,https://api.github.com/repos/nahsra/antisamy,org.owasp.antisamy:antisamy:1.6.4
apache/druid,apache,druid,0,org.apache.druid:druid,org.apache.druid,druid,CVE-2020-1958,MODERATE,True,2022-02-09T22:05:39Z,-58821653000,0.17.0,1579681565000,2020-01-22,0.17.0,1579681565000,2020-01-22,0.17.1,1585622686000.0,2020-03-30,30.0.0,GHSA-qh2g-7h5p-mxf4,CVE-2020-1958,https://github.com/apache/druid.git,https://github.com/apache/druid,https://api.github.com/repos/apache/druid,org.apache.druid:druid:0.17.1
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2015-0201,MODERATE,True,2018-10-17T20:28:20Z,-129969569000,4.1.0.RELEASE,1409832130000,2014-09-04,4.1.4.RELEASE,1419945580000,2014-12-30,3.2.11.RELEASE,1409838531000.0,2014-09-04,6.1.12,GHSA-45vg-2v73-vm62,CVE-2015-0201,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:3.2.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2018-15756,HIGH,True,2020-06-15T19:34:50Z,-147349781000,4.2.0.RELEASE,1438335186000,2015-07-31,5.1.0.RELEASE,1537516368000,2018-09-21,3.2.15.RELEASE,1444899909000.0,2015-10-15,6.1.12,GHSA-ffvq-7w96-97p7,CVE-2018-15756,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:3.2.15.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2018-11040,MODERATE,True,2018-10-16T17:43:45Z,-72082354000,4.3.0.RELEASE,1465550166000,2016-06-10,5.0.6.RELEASE,1525771034000,2018-05-08,4.2.7.RELEASE,1467629471000.0,2016-07-04,6.1.12,GHSA-f26x-pr96-vw86,CVE-2018-11040,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:4.2.7.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2018-1199,MODERATE,True,2018-10-17T20:01:54Z,-72177043000,4.3.0.RELEASE,1465550166000,2016-06-10,5.0.2.RELEASE,1511785465000,2017-11-27,4.2.7.RELEASE,1467629471000.0,2016-07-04,6.1.12,GHSA-v596-fwhq-8x48,CVE-2018-1199,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:4.2.7.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2018-1258,HIGH,True,2018-10-17T20:05:49Z,-17018728000,5.0.5.RELEASE,1522787835000,2018-04-03,5.0.5.RELEASE,1522787835000,2018-04-03,4.3.15.RELEASE,1522788021000.0,2018-04-03,6.1.12,GHSA-cxrj-66c5-9fmh,CVE-2018-1258,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:4.3.15.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2024-22233,HIGH,True,2024-01-22T15:30:23Z,-971174000,6.0.15,1702545395000,2023-12-14,6.1.2,1702552162000,2023-12-14,6.1.3,1704966249000.0,2024-01-11,6.1.12,GHSA-r4q3-7g4q-x89m,CVE-2024-22233,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:6.1.3
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2021-22060,MODERATE,True,2022-01-12T23:04:06Z,-69346323000,5.2.0.RELEASE,1569837399000,2019-09-30,5.3.13,1636617556000,2021-11-11,5.1.11.RELEASE,1572682323000.0,2019-11-02,6.1.12,GHSA-6gf2-pvqw-37ph,CVE-2021-22060,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:5.1.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-core,org.springframework,spring-core,CVE-2021-22096,MODERATE,True,2022-05-24T19:19:04Z,-80737621000,5.2.0.RELEASE,1569837399000,2019-09-30,5.2.17.RELEASE,1631694883000,2021-09-15,5.1.11.RELEASE,1572682323000.0,2019-11-02,6.1.12,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-core:5.1.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-web,org.springframework,spring-web,CVE-2021-22118,HIGH,True,2022-05-24T19:03:28Z,-80736691000,5.2.0.RELEASE,1569837165000,2019-09-30,5.2.14.RELEASE,1618315430000,2021-04-13,5.1.11.RELEASE,1572682317000.0,2019-11-02,6.1.12,GHSA-gfwj-fwqj-fp3v,CVE-2021-22118,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-web:5.1.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-web,org.springframework,spring-web,CVE-2018-11039,MODERATE,True,2018-10-16T17:35:54Z,-72081868000,4.3.0.RELEASE,1465550171000,2016-06-10,5.0.6.RELEASE,1525770553000,2018-05-08,4.2.7.RELEASE,1467629486000.0,2016-07-04,6.1.12,GHSA-9gcm-f4x3-8jpw,CVE-2018-11039,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-web:4.2.7.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring,org.springframework,spring,CVE-2021-22096,MODERATE,True,2022-05-24T19:19:04Z,-19214809000,5.2.0.RELEASE,1569837621000,2019-09-30,5.2.17.RELEASE,1631694885000,2021-09-15,5.3.11,1634205135000.0,2021-10-14,5.3.39,GHSA-rfmp-97jj-h8m6,CVE-2021-22096,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring:5.3.11
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring,org.springframework,spring,CVE-2023-20860,CRITICAL,True,2023-03-28T00:34:28Z,-74969029000,5.3.0,1603813685000,2020-10-27,5.3.25,1673438721000,2023-01-11,5.2.11.RELEASE,1604994639000.0,2020-11-10,5.3.39,GHSA-7phw-cxx7-q9vq,CVE-2023-20860,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring:5.2.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-webflux,org.springframework,spring-webflux,CVE-2022-22965,CRITICAL,True,2022-03-31T18:30:50Z,-31831000,5.0.0.RELEASE,1506600930000,2017-09-28,5.3.17,1647516148000,2022-03-17,5.3.18,1648719619000.0,2022-03-31,6.1.12,GHSA-36p3-wjmg-h94x,CVE-2022-22965,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-webflux:5.3.18
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-webflux,org.springframework,spring-webflux,CVE-2020-5397,MODERATE,True,2020-01-21T20:59:33Z,-6958040000,5.2.0.RELEASE,1569837356000,2019-09-30,5.2.2.RELEASE,1575368421000,2019-12-03,5.1.11.RELEASE,1572682333000.0,2019-11-02,6.1.12,GHSA-7pm4-g2qj-j85x,CVE-2020-5397,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-webflux:5.1.11.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-webflux,org.springframework,spring-webflux,CVE-2020-5398,HIGH,True,2020-01-21T20:59:09Z,-647702000,5.0.0.RELEASE,1506600930000,2017-09-28,5.2.2.RELEASE,1575368421000,2019-12-03,5.1.13.RELEASE,1578992647000.0,2020-01-14,6.1.12,GHSA-8wx2-9q48-vm9r,CVE-2020-5398,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-webflux:5.1.13.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-webmvc,org.springframework,spring-webmvc,CVE-2020-5398,HIGH,True,2020-01-21T20:59:09Z,-71995148000,5.0.0.RELEASE,1506600936000,2017-09-28,5.2.2.RELEASE,1575368404000,2019-12-03,4.3.12.RELEASE,1507645201000.0,2017-10-10,6.1.12,GHSA-8wx2-9q48-vm9r,CVE-2020-5398,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-webmvc:4.3.12.RELEASE
spring-projects/spring-framework,spring-projects,spring-framework,0,org.springframework:spring-webmvc,org.springframework,spring-webmvc,CVE-2020-5397,MODERATE,True,2020-01-21T20:59:33Z,-6958036000,5.2.0.RELEASE,1569837344000,2019-09-30,5.2.2.RELEASE,1575368404000,2019-12-03,5.1.11.RELEASE,1572682337000.0,2019-11-02,6.1.12,GHSA-7pm4-g2qj-j85x,CVE-2020-5397,https://github.com/spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,org.springframework:spring-webmvc:5.1.11.RELEASE
