patched_release_id,full_name,cve_id,severity,cve_patched,cve_publish_date,patched_version_date,issues_new_acc,issues_closed_acc,issue_comments_acc,issue_response_time_acc,issue_resolution_duration_acc,issue_age_acc,code_change_lines_add_acc,code_change_lines_remove_acc,code_change_lines_sum_acc,change_requests_acc,change_requests_accepted_acc,change_requests_reviews_acc,change_request_response_time_acc,change_request_resolution_duration_acc,change_request_age_acc,bus_factor_acc,inactive_contributors_acc,activity_acc,new_contributors_acc,attention_acc,stars_acc,technical_fork_acc,participants_acc,openrank_acc
org.webjars:bootstrap:4.0.0-alpha,webjars/bootstrap,CVE-2018-20677,MODERATE,True,2019-01-17T13:57:56Z,2015-09-04,4.0,4.0,10.0,,,,48.0,3.0,45.0,2.0,2.0,,,,,8.0,3,16.45,2.0,23.0,7.0,8.0,11.0,3.47
org.webjars:bootstrap:4.0.0-alpha,webjars/bootstrap,CVE-2018-20676,MODERATE,True,2019-01-17T13:57:34Z,2015-09-04,4.0,4.0,10.0,,,,48.0,3.0,45.0,2.0,2.0,,,,,8.0,3,16.45,2.0,23.0,7.0,8.0,11.0,3.47
org.webjars:bootstrap:1.3.0,webjars/bootstrap,CVE-2016-10735,MODERATE,True,2019-01-17T13:57:27Z,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,
org.webjars:bootstrap:1.3.0,webjars/bootstrap,CVE-2024-6484,MODERATE,True,2024-07-11T18:31:14Z,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,
org.webjars:bootstrap:1.3.0,webjars/bootstrap,CVE-2019-8331,MODERATE,True,2019-02-22T20:54:47Z,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,
org.webjars:bootstrap:1.3.0,webjars/bootstrap,CVE-2018-14042,MODERATE,True,2018-09-13T15:50:32Z,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,
org.webjars:bootstrap:1.3.0,webjars/bootstrap,CVE-2018-14040,MODERATE,True,2022-05-13T01:07:54Z,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,
org.webjars:bootstrap:3.4.0,webjars/bootstrap,CVE-2024-6531,MODERATE,True,2024-07-11T18:31:14Z,2019-01-12,52.0,47.0,71.0,,,,54.0,9.0,45.0,3.0,3.0,1.0,,,,61.0,115,119.92999999999998,3.0,67.0,17.0,25.0,86.0,40.04
org.webjars:bootstrap:4.1.2,webjars/bootstrap,CVE-2018-14041,MODERATE,True,2018-09-13T15:49:56Z,2018-07-24,41.0,41.0,63.0,,,,54.0,9.0,45.0,3.0,3.0,1.0,,,,48.0,97,99.58999999999996,3.0,57.0,17.0,20.0,72.0,32.2
org.apache.eventmesh:eventmesh-connector-rabbitmq:1.10.0-release,apache/incubator-eventmesh,CVE-2023-26512,CRITICAL,True,2023-07-17T09:30:23Z,2023-12-19,,,3398.0,,,,,,,,1608.0,,,,,,2651,3215.36,,2475.0,,626.0,,
com.hubspot.jinjava:jinjava:2.5.4,HubSpot/jinjava,CVE-2020-12668,MODERATE,True,2022-02-09T00:33:56Z,2020-05-04,117.0,74.0,565.0,,,,63983.0,27391.0,36592.0,328.0,286.0,316.0,,,,218.0,1292,890.4000000000001,48.0,655.0,389.0,133.0,395.0,306.39
com.hubspot.jinjava:jinjava:2.4.6,HubSpot/jinjava,CVE-2018-18893,MODERATE,True,2019-01-04T17:43:36Z,2018-08-29,64.0,45.0,280.0,,,,18382.0,6052.0,12330.0,167.0,152.0,80.0,,,,129.0,580,466.09,37.0,407.0,263.0,72.0,211.0,150.67
io.spray:spray-json_2.12:1.3.5,spray/spray,CVE-2018-18853,HIGH,True,2018-11-09T17:42:26Z,2018-11-08,109.0,179.0,555.0,,,,6976.0,13390.0,-6414.0,47.0,33.0,10.0,,,,148.0,783,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002
io.spray:spray-json_2.12:1.3.5,spray/spray,CVE-2018-18854,HIGH,True,2018-11-09T17:41:35Z,2018-11-08,109.0,179.0,555.0,,,,6976.0,13390.0,-6414.0,47.0,33.0,10.0,,,,148.0,783,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002
io.spray:spray-json_2.11:1.3.5,spray/spray,CVE-2018-18854,HIGH,True,2018-11-09T17:41:35Z,2018-11-08,109.0,179.0,555.0,,,,6976.0,13390.0,-6414.0,47.0,33.0,10.0,,,,148.0,783,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002
io.spray:spray-json_2.11:1.3.5,spray/spray,CVE-2018-18853,HIGH,True,2018-11-09T17:42:26Z,2018-11-08,109.0,179.0,555.0,,,,6976.0,13390.0,-6414.0,47.0,33.0,10.0,,,,148.0,783,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002
com.linecorp.armeria:armeria-saml:1.27.2,line/armeria,CVE-2024-1735,CRITICAL,True,2024-02-26T20:04:37Z,2024-02-25,1859.0,1299.0,16749.0,,,,2325954.0,1118024.0,1207930.0,3430.0,3080.0,29982.0,,,,691.0,6926,8254.450000000003,209.0,7084.0,4962.0,1061.0,2335.0,2570.250000000001
com.linecorp.armeria:armeria:0.46.3,line/armeria,CVE-2019-16771,MODERATE,True,2019-12-05T18:40:51Z,2017-07-06,204.0,144.0,2101.0,,,,264895.0,88529.0,176366.0,499.0,469.0,3339.0,,,,69.0,176,949.07,34.0,1372.0,898.0,237.0,249.0,323.00000000000006
com.linecorp.armeria:armeria:1.13.4,line/armeria,CVE-2021-43795,HIGH,True,2021-12-02T22:25:54Z,2021-12-02,1364.0,990.0,13099.0,,,,1646270.0,782554.0,863716.0,2565.0,2361.0,22308.0,,,,413.0,3194,5729.060000000001,145.0,5238.0,3674.0,782.0,1498.0,1763.09
org.apache.dolphinscheduler:dolphinscheduler:3.1.0,apache/dolphinscheduler,CVE-2023-48796,HIGH,True,2023-11-24T09:30:28Z,2022-09-26,5626.0,4753.0,38413.0,,,,6837474.0,5003436.0,1834038.0,6212.0,5066.0,6561.0,,,,1383.0,,12462.94,426.0,18143.0,9679.0,4232.0,4216.0,3167.9700000000003
org.apache.dolphinscheduler:dolphinscheduler:3.2.1,apache/dolphinscheduler,CVE-2023-50270,MODERATE,True,2024-02-20T12:31:00Z,2024-02-06,7146.0,6263.0,52805.0,,,,9234701.0,6644807.0,2589894.0,7610.0,6119.0,9032.0,,,,2116.0,,17126.79,548.0,23900.0,12742.0,5579.0,6149.0,4621.369999999999
org.apache.dolphinscheduler:dolphinscheduler:2.0.7,apache/dolphinscheduler,CVE-2023-49109,CRITICAL,True,2024-02-20T12:30:58Z,2022-10-19,5793.0,4911.0,40088.0,,,,7328737.0,5310237.0,2018500.0,6379.0,5199.0,6964.0,,,,1455.0,,12943.86,436.0,18833.0,10177.0,4328.0,4398.0,3318.4
org.apache.dolphinscheduler:dolphinscheduler:2.0.7,apache/dolphinscheduler,CVE-2024-30188,HIGH,False,2024-08-12T15:30:49Z,2022-10-19,7668.0,7501.0,57620.0,,,,9656347.0,6891334.0,2765013.0,8017.0,6423.0,10137.0,,,,2341.0,,18704.800000000003,588.0,25976.0,13918.0,6029.0,6859.0,5064.399999999999
org.htmlunit:htmlunit:3.9.0,HtmlUnit/htmlunit,CVE-2023-49093,CRITICAL,True,2023-12-04T23:13:30Z,2023-12-03,531.0,422.0,2942.0,,,,150909.0,74449.0,76460.0,158.0,101.0,32.0,,,,497.0,803,1408.1100000000006,30.0,1253.0,855.0,196.0,773.0,537.55
org.zeroturnaround:zt-zip:1.13,zeroturnaround/zt-zip,CVE-2018-1002201,MODERATE,True,2022-05-13T01:30:44Z,2018-05-02,34.0,29.0,130.0,,,,5465.0,2527.0,2938.0,11.0,10.0,28.0,,,,66.0,154,155.56000000000003,7.0,1011.0,673.0,169.0,93.0,101.07000000000002
org.apache.iotdb:iotdb-parent:0.12.6,apache/iotdb,CVE-2023-51656,HIGH,True,2023-12-21T12:30:29Z,2022-07-08,513.0,349.0,11104.0,,,,6306968.0,3722494.0,2584474.0,5978.0,5164.0,13147.0,,,,563.0,1595,7792.3600000000015,198.0,4206.0,2282.0,962.0,1728.0,2551.95
com.azure:azure-core-amqp:1.6.0,Azure/azure-sdk-for-java,CVE-2020-16971,HIGH,True,2022-05-24T17:35:51Z,2020-10-12,4021.0,3325.0,24087.0,,,,99263001.0,14320811.0,84942190.0,12387.0,6209.0,27115.0,,,,865.0,2268,11712.52,198.0,2443.0,611.0,916.0,3334.0,2616.9899999999993
com.nepxion:discovery:6.17.0,Nepxion/Discovery,CVE-2022-23464,MODERATE,True,2022-09-25T00:00:15Z,2022-09-30,110.0,104.0,383.0,,,,36492.0,14288.0,22204.0,68.0,52.0,11.0,,,,127.0,294,348.8300000000001,14.0,8265.0,5402.0,1432.0,207.0,231.53
com.nepxion:discovery:6.17.0,Nepxion/Discovery,CVE-2022-23463,CRITICAL,True,2022-09-25T00:00:15Z,2022-09-30,110.0,104.0,383.0,,,,36492.0,14288.0,22204.0,68.0,52.0,11.0,,,,127.0,294,348.8300000000001,14.0,8265.0,5402.0,1432.0,207.0,231.53
org.cloudfoundry.identity:cloudfoundry-identity-server:4.19.2,cloudfoundry/uaa,CVE-2018-11047,HIGH,True,2022-05-13T01:49:00Z,2018-07-11,506.0,463.0,3457.0,,,,202741.0,27836.0,174905.0,266.0,118.0,59.0,,,,610.0,817,1844.4400000000005,44.0,1835.0,709.0,563.0,1005.0,600.1700000000001
org.cloudfoundry.identity:cloudfoundry-identity-server:3.12.0,cloudfoundry/uaa,CVE-2017-4960,HIGH,True,2022-05-13T01:07:24Z,2017-02-27,299.0,258.0,1836.0,,,,139485.0,19657.0,119828.0,149.0,58.0,39.0,,,,355.0,286,1028.51,34.0,1113.0,409.0,352.0,547.0,306.25
org.cloudfoundry.identity:cloudfoundry-identity-server:3.15.0,cloudfoundry/uaa,CVE-2017-4973,HIGH,True,2022-05-13T01:07:25Z,2017-04-18,335.0,268.0,2109.0,,,,181426.0,22203.0,159223.0,167.0,62.0,45.0,,,,378.0,340,1143.79,36.0,1224.0,450.0,387.0,607.0,344.61
org.cloudfoundry.identity:cloudfoundry-identity-server:3.3.0.1,cloudfoundry/uaa,CVE-2016-3084,HIGH,True,2022-05-13T01:07:24Z,2016-05-04,182.0,140.0,1066.0,,,,37357.0,8452.0,28905.0,90.0,41.0,26.0,,,,200.0,91,596.7699999999999,24.0,691.0,243.0,224.0,312.0,173.45
org.cloudfoundry.identity:cloudfoundry-identity-server:4.1.0,cloudfoundry/uaa,CVE-2017-4991,HIGH,True,2022-05-13T01:07:26Z,2017-05-15,350.0,278.0,2178.0,,,,182525.0,22453.0,160072.0,174.0,64.0,45.0,,,,401.0,368,1192.42,37.0,1287.0,469.0,409.0,635.0,359.0
org.cloudfoundry.identity:cloudfoundry-identity-server:4.4.0,cloudfoundry/uaa,CVE-2017-8032,MODERATE,True,2022-05-13T01:07:27Z,2017-06-08,362.0,302.0,2279.0,,,,182996.0,22529.0,160467.0,180.0,65.0,45.0,,,,424.0,395,1245.62,37.0,1319.0,483.0,418.0,669.0,377.61
org.cloudfoundry.identity:cloudfoundry-identity-server:4.1.0,cloudfoundry/uaa,CVE-2018-1190,MODERATE,True,2022-05-13T01:10:01Z,2017-05-15,350.0,278.0,2178.0,,,,182525.0,22453.0,160072.0,174.0,64.0,45.0,,,,401.0,368,1192.42,37.0,1287.0,469.0,409.0,635.0,359.0
org.cloudfoundry.identity:cloudfoundry-identity-server:4.23.0,cloudfoundry/uaa,CVE-2018-15761,HIGH,True,2022-05-13T01:34:08Z,2018-10-29,528.0,477.0,3563.0,,,,209225.0,37966.0,171259.0,275.0,124.0,61.0,,,,646.0,932,1926.1800000000003,46.0,1924.0,764.0,580.0,1064.0,641.3800000000001
org.cloudfoundry.identity:cloudfoundry-identity-server:4.19.0,cloudfoundry/uaa,CVE-2018-11041,MODERATE,True,2022-05-14T03:05:26Z,2018-06-13,490.0,452.0,3373.0,,,,202709.0,27700.0,175009.0,259.0,113.0,59.0,,,,591.0,780,1800.2100000000005,43.0,1795.0,689.0,553.0,980.0,581.59
org.cloudfoundry.identity:cloudfoundry-identity-server:4.8.3,cloudfoundry/uaa,CVE-2018-1192,HIGH,True,2022-05-14T03:41:29Z,2018-01-15,438.0,419.0,2971.0,,,,198293.0,26645.0,171648.0,223.0,90.0,55.0,,,,520.0,598,1573.9800000000005,40.0,1575.0,585.0,495.0,850.0,504.6
org.cloudfoundry.identity:cloudfoundry-identity-server:4.7.1,cloudfoundry/uaa,CVE-2017-8031,MODERATE,True,2022-05-13T01:10:00Z,2017-10-26,420.0,362.0,2772.0,,,,197011.0,26437.0,170574.0,208.0,86.0,51.0,,,,489.0,505,1476.3500000000004,40.0,1469.0,533.0,468.0,793.0,460.61
org.cloudfoundry.identity:cloudfoundry-identity-server:3.16.0,cloudfoundry/uaa,CVE-2017-4974,MODERATE,True,2022-05-13T01:07:26Z,2017-04-24,335.0,268.0,2109.0,,,,181426.0,22203.0,159223.0,167.0,62.0,45.0,,,,378.0,340,1143.79,36.0,1224.0,450.0,387.0,607.0,344.61
org.cloudfoundry.identity:cloudfoundry-identity-server:4.2.0,cloudfoundry/uaa,CVE-2017-4992,CRITICAL,True,2022-05-13T01:07:25Z,2017-05-22,350.0,278.0,2178.0,,,,182525.0,22453.0,160072.0,174.0,64.0,45.0,,,,401.0,368,1192.42,37.0,1287.0,469.0,409.0,635.0,359.0
org.cloudfoundry.identity:cloudfoundry-identity-server:3.3.0.5,cloudfoundry/uaa,CVE-2016-6637,CRITICAL,True,2022-05-13T01:07:27Z,2016-09-01,231.0,210.0,1371.0,,,,79149.0,11397.0,67752.0,117.0,51.0,26.0,,,,277.0,173,779.97,29.0,887.0,305.0,291.0,413.0,226.79
org.cloudfoundry.identity:cloudfoundry-identity-server:3.4.2,cloudfoundry/uaa,CVE-2016-5016,MODERATE,True,2022-05-14T01:30:57Z,2016-07-22,211.0,178.0,1214.0,,,,38487.0,8764.0,29723.0,102.0,46.0,26.0,,,,235.0,131,687.91,26.0,798.0,276.0,261.0,360.0,200.08
tech.powerjob:powerjob:4.3.3,PowerJob/PowerJob,CVE-2023-29926,CRITICAL,True,2023-04-20T15:30:27Z,2023-06-11,570.0,456.0,1585.0,,,,32763.0,17954.0,14809.0,91.0,35.0,5.0,,,,467.0,,1140.8100000000002,23.0,7752.0,5737.0,1008.0,660.0,291.45000000000005
tech.powerjob:powerjob:4.3.1-bugfix,PowerJob/PowerJob,CVE-2023-29923,MODERATE,True,2023-04-19T15:30:21Z,2023-03-07,513.0,434.0,1496.0,,,,32167.0,17830.0,14337.0,87.0,34.0,5.0,,,,411.0,,1025.5400000000002,22.0,7292.0,5411.0,941.0,577.0,257.42
tech.powerjob:powerjob:4.3.1-bugfix,PowerJob/PowerJob,CVE-2023-29924,CRITICAL,True,2023-04-21T21:30:19Z,2023-03-07,513.0,434.0,1496.0,,,,32167.0,17830.0,14337.0,87.0,34.0,5.0,,,,411.0,,1025.5400000000002,22.0,7292.0,5411.0,941.0,577.0,257.42
tech.powerjob:powerjob:4.3.1-bugfix,PowerJob/PowerJob,CVE-2023-29922,MODERATE,True,2023-04-19T21:30:26Z,2023-03-07,513.0,434.0,1496.0,,,,32167.0,17830.0,14337.0,87.0,34.0,5.0,,,,411.0,,1025.5400000000002,22.0,7292.0,5411.0,941.0,577.0,257.42
tech.powerjob:powerjob:4.3.1-bugfix,PowerJob/PowerJob,CVE-2023-29921,MODERATE,True,2023-04-19T12:30:21Z,2023-03-07,513.0,434.0,1496.0,,,,32167.0,17830.0,14337.0,87.0,34.0,5.0,,,,411.0,,1025.5400000000002,22.0,7292.0,5411.0,941.0,577.0,257.42
tech.powerjob:powerjob:4.3.3,PowerJob/PowerJob,CVE-2023-36106,HIGH,True,2023-08-17T21:30:53Z,2023-06-11,570.0,456.0,1585.0,,,,32763.0,17954.0,14809.0,91.0,35.0,5.0,,,,467.0,,1140.8100000000002,23.0,7752.0,5737.0,1008.0,660.0,291.45000000000005
com.fasterxml.jackson.dataformat:jackson-dataformats-text:2.15.0,FasterXML/jackson-dataformats-text,CVE-2023-3894,HIGH,True,2023-08-08T18:30:37Z,2023-04-23,276.0,196.0,1432.0,,,,35892.0,16534.0,19358.0,125.0,102.0,67.0,,,,356.0,1329,928.08,43.0,721.0,394.0,164.0,530.0,223.27
org.springframework.graphql:spring-graphql:1.0.4,spring-projects/spring-graphql,CVE-2023-34047,LOW,True,2023-09-20T12:30:22Z,2023-03-21,531.0,486.0,1663.0,,,,46214.0,5026.0,41188.0,112.0,18.0,44.0,,,,347.0,163,1043.1999999999998,13.0,1961.0,1426.0,268.0,589.0,258.95
org.boofcv:boofcv-core:0.43.1,lessthanoptimal/BoofCV,CVE-2023-39010,CRITICAL,True,2023-07-28T15:30:23Z,2023-05-31,189.0,150.0,810.0,,,,418682.0,208315.0,210367.0,174.0,151.0,21.0,,,,213.0,641,631.19,11.0,1445.0,927.0,259.0,326.0,340.79
io.airlift:aircompressor:0.27,airlift/aircompressor,CVE-2024-36114,HIGH,True,2024-06-02T22:30:02Z,2024-05-20,47.0,32.0,231.0,,,,77678.0,65241.0,12437.0,123.0,93.0,82.0,,,,132.0,320,395.2600000000001,10.0,689.0,469.0,110.0,187.0,59.93
org.opencms:opencms-core:11.0.1,alkacon/opencms-core,CVE-2019-13234,MODERATE,True,2019-11-12T22:58:11Z,2019-09-05,307.0,301.0,835.0,,,,188726.0,38236.0,150490.0,76.0,28.0,21.0,,,,272.0,581,693.6000000000003,14.0,839.0,307.0,266.0,410.0,200.83
org.opencms:opencms-core:11.0.1,alkacon/opencms-core,CVE-2019-13236,MODERATE,True,2019-11-12T22:58:21Z,2019-09-05,307.0,301.0,835.0,,,,188726.0,38236.0,150490.0,76.0,28.0,21.0,,,,272.0,581,693.6000000000003,14.0,839.0,307.0,266.0,410.0,200.83
org.opencms:opencms-core:16.0,alkacon/opencms-core,CVE-2023-37602,MODERATE,True,2023-07-20T21:30:58Z,2023-09-29,389.0,433.0,1025.0,,,,222065.0,54134.0,167931.0,88.0,32.0,21.0,,,,380.0,1243,890.3200000000005,17.0,1299.0,432.0,434.0,544.0,246.31
org.opencms:opencms-core:11.0.1,alkacon/opencms-core,CVE-2023-31544,MODERATE,True,2023-05-16T21:30:23Z,2019-09-05,307.0,301.0,835.0,,,,188726.0,38236.0,150490.0,76.0,28.0,21.0,,,,272.0,581,693.6000000000003,14.0,839.0,307.0,266.0,410.0,200.83
org.opencms:opencms-core:11.0.1,alkacon/opencms-core,CVE-2019-13237,MODERATE,True,2019-11-12T22:58:14Z,2019-09-05,307.0,301.0,835.0,,,,188726.0,38236.0,150490.0,76.0,28.0,21.0,,,,272.0,581,693.6000000000003,14.0,839.0,307.0,266.0,410.0,200.83
org.opencms:opencms-core:17.0,alkacon/opencms-core,CVE-2024-5520,MODERATE,True,2024-05-30T19:49:04Z,2024-04-08,398.0,441.0,1040.0,,,,222508.0,54400.0,168108.0,93.0,37.0,22.0,,,,394.0,1350,918.9000000000004,17.0,1336.0,447.0,445.0,560.0,252.37000000000003
org.opencms:opencms-core:12.0,alkacon/opencms-core,CVE-2021-3312,MODERATE,True,2021-10-12T17:23:40Z,2021-10-12,351.0,368.0,910.0,,,,190959.0,39992.0,150967.0,80.0,29.0,21.0,,,,320.0,925,784.2500000000003,14.0,1014.0,377.0,319.0,475.0,223.16000000000005
org.opencms:opencms-core:11.0.1,alkacon/opencms-core,CVE-2019-13235,MODERATE,True,2019-11-12T22:58:16Z,2019-09-05,307.0,301.0,835.0,,,,188726.0,38236.0,150490.0,76.0,28.0,21.0,,,,272.0,581,693.6000000000003,14.0,839.0,307.0,266.0,410.0,200.83
,microcks/microcks,CVE-2023-48910,CRITICAL,False,2023-12-04T18:30:32Z,,983.0,935.0,2839.0,,,,367265.0,234177.0,133088.0,219.0,111.0,211.0,,,,328.0,952,1526.7999999999995,53.0,1889.0,1400.0,244.0,675.0,405.30999999999995
org.bouncycastle:bctls-jdk18on:1.78,bcgit/bc-java,CGA-h49m-7vwx-446f,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bctls-jdk18on:1.78,bcgit/bc-java,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bctls-jdk18on:1.78,bcgit/bc-java,CGA-96m8-9rvf-gh6w,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk15on:1.60,bcgit/bc-java,CVE-2018-1000613,CRITICAL,True,2018-10-17T16:23:12Z,2018-07-05,207.0,156.0,693.0,,,,115009.0,91451.0,23558.0,79.0,8.0,7.0,,,,292.0,27,620.81,5.0,1409.0,629.0,390.0,394.0,161.19
org.bouncycastle:bcprov-jdk15on:1.67,bcgit/bc-java,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,2020-11-01,567.0,422.0,1950.0,,,,150536.0,95050.0,55486.0,161.0,8.0,15.0,,,,761.0,159,1592.7900000000002,5.0,2676.0,1242.0,717.0,1023.0,399.7299999999999
org.bouncycastle:bcprov-debug-jdk14:1.74,bcgit/bc-java,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,2023-06-15,976.0,827.0,3899.0,,,,200680.0,103707.0,96973.0,284.0,8.0,66.0,,,,1287.0,314,2777.4600000000005,5.0,3991.0,1960.0,1016.0,1776.0,677.5000000000002
org.bouncycastle:bcprov-jdk15to18:1.78,bcgit/bc-java,CGA-88fx-6j2p-hrcp,LOW,True,2024-05-03T18:30:37Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk15to18:1.74,bcgit/bc-java,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,2023-06-14,976.0,827.0,3899.0,,,,200680.0,103707.0,96973.0,284.0,8.0,66.0,,,,1287.0,314,2777.4600000000005,5.0,3991.0,1960.0,1016.0,1776.0,677.5000000000002
org.bouncycastle:bcprov-jdk15to18:1.78,bcgit/bc-java,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk15to18:1.66,bcgit/bc-java,CVE-2020-15522,MODERATE,True,2021-08-13T15:22:31Z,2020-07-07,497.0,369.0,1755.0,,,,141843.0,94098.0,47745.0,143.0,8.0,15.0,,,,676.0,139,1418.65,5.0,2506.0,1154.0,676.0,909.0,361.2999999999999
org.bouncycastle:bcprov-jdk15to18:1.78,bcgit/bc-java,CGA-h49m-7vwx-446f,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk15to18:1.78,bcgit/bc-java,CGA-96m8-9rvf-gh6w,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk15to18:1.73,bcgit/bc-java,CGA-q98p-rjg3-8jq7,MODERATE,True,2023-11-23T18:30:33Z,2023-04-11,950.0,799.0,3747.0,,,,194252.0,101381.0,92871.0,267.0,8.0,66.0,,,,1254.0,304,2697.4200000000005,5.0,3927.0,1924.0,1002.0,1727.0,659.8500000000001
org.bouncycastle:bcprov-jdk15to18:1.67,bcgit/bc-java,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,2020-11-01,567.0,422.0,1950.0,,,,150536.0,95050.0,55486.0,161.0,8.0,15.0,,,,761.0,159,1592.7900000000002,5.0,2676.0,1242.0,717.0,1023.0,399.7299999999999
org.bouncycastle:bcprov-jdk14:1.64,bcgit/bc-java,CVE-2019-17359,HIGH,True,2019-10-17T18:15:16Z,2019-10-11,376.0,291.0,1331.0,,,,130711.0,93385.0,37326.0,122.0,8.0,9.0,,,,519.0,94,1105.16,5.0,2091.0,965.0,563.0,709.0,286.41999999999996
org.bouncycastle:bcprov-jdk14:1.78,bcgit/bc-java,CGA-88fx-6j2p-hrcp,LOW,True,2024-05-03T18:30:37Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
org.bouncycastle:bcprov-jdk14:1.67,bcgit/bc-java,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,2020-11-01,567.0,422.0,1950.0,,,,150536.0,95050.0,55486.0,161.0,8.0,15.0,,,,761.0,159,1592.7900000000002,5.0,2676.0,1242.0,717.0,1023.0,399.7299999999999
org.bouncycastle:bcprov-ext-jdk15to18:1.74,bcgit/bc-java,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,2023-06-14,976.0,827.0,3899.0,,,,200680.0,103707.0,96973.0,284.0,8.0,66.0,,,,1287.0,314,2777.4600000000005,5.0,3991.0,1960.0,1016.0,1776.0,677.5000000000002
org.bouncycastle:bcprov-ext-jdk15on:1.67,bcgit/bc-java,CVE-2020-28052,HIGH,True,2021-04-30T16:14:15Z,2020-12-22,579.0,433.0,1997.0,,,,151589.0,95120.0,56469.0,163.0,8.0,15.0,,,,781.0,164,1629.3000000000002,5.0,2718.0,1268.0,725.0,1049.0,409.3699999999999
org.bouncycastle:bcprov-debug-jdk15to18:1.74,bcgit/bc-java,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,2023-06-15,976.0,827.0,3899.0,,,,200680.0,103707.0,96973.0,284.0,8.0,66.0,,,,1287.0,314,2777.4600000000005,5.0,3991.0,1960.0,1016.0,1776.0,677.5000000000002
org.bouncycastle:bcprov-debug-jdk18on:1.74,bcgit/bc-java,CGA-9v29-fwrv-3vmr,MODERATE,True,2023-07-05T03:30:23Z,2023-06-15,976.0,827.0,3899.0,,,,200680.0,103707.0,96973.0,284.0,8.0,66.0,,,,1287.0,314,2777.4600000000005,5.0,3991.0,1960.0,1016.0,1776.0,677.5000000000002
org.bouncycastle:bctls-jdk15to18:1.78,bcgit/bc-java,CGA-2f4h-fc34-cw83,MODERATE,True,2024-05-14T15:32:54Z,2024-04-06,1127.0,953.0,4604.0,,,,242753.0,105072.0,137681.0,305.0,11.0,71.0,,,,1501.0,364,3213.9500000000003,8.0,4326.0,2171.0,1078.0,2067.0,771.2400000000004
